fighter_id,first,last,nickname,url
2058,Sokun,Koh,,http://ufcstats.com/fighter-details/6d8ef8706781c49e
2059,Shingo,Kohara,,http://ufcstats.com/fighter-details/44c233770075cea1
2060,Brad,Kohler,,http://ufcstats.com/fighter-details/13c4313ed0f744f3
2061,Charlie,Kohler,,http://ufcstats.com/fighter-details/5717efc6f271cd52
2062,Tsuyoshi,Kohsaka,TK,http://ufcstats.com/fighter-details/b76ed59283d3559c
2063,Kaloyan,Kolev,,http://ufcstats.com/fighter-details/33de378ce1734638
2064,John,Kolosci,,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
2065,Yuki,Kondo,,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb
2066,Syuri,Kondo,,http://ufcstats.com/fighter-details/a851c35f58199231
2067,Mantas,Kondratavicius,,http://ufcstats.com/fighter-details/3cc506f115cbb9d5
2068,Cheick,Kongo,,http://ufcstats.com/fighter-details/1eacf73d6a0055dc
2069,Andrei,Kopylov,,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d
2070,Roman,Kopylov,,http://ufcstats.com/fighter-details/9d83f6da776ff7d6
2071,Bruno,Korea,,http://ufcstats.com/fighter-details/6c011be66326ad97
2072,Chungreng,Koren,The Indian Rhino,http://ufcstats.com/fighter-details/000774e57404d8c7
2073,Andrey,Koreshkov,Spartan,http://ufcstats.com/fighter-details/aee885b8ca29ab4f
2074,Josh,Koscheck,,http://ufcstats.com/fighter-details/dd37fd509af89f15
2075,Steven,Koslow,Obi Won Shinobi The Pillow,http://ufcstats.com/fighter-details/84512339473dd300
2076,Naoyuki,Kotani,,http://ufcstats.com/fighter-details/bc8f6b42767e28df
2077,Ilya,Kotau,,http://ufcstats.com/fighter-details/a68d57ae177a5815
2078,Iouri,Kotchkine,,http://ufcstats.com/fighter-details/c6becb722706c7d8
2079,Matt,Kovacs,300,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf
2080,Marcus,Kowal,,http://ufcstats.com/fighter-details/ad0e42800a0d8977
2081,Karolina,Kowalkiewicz,,http://ufcstats.com/fighter-details/d7c3816669784109
2082,Steve,Kozola,,http://ufcstats.com/fighter-details/fc36e2352dccf2a4
2083,Derrick,Krantz,D-Rock,http://ufcstats.com/fighter-details/714e1e0681ddb703
2084,James,Krause,The,http://ufcstats.com/fighter-details/8f6a18831a120817
2085,Pascal,Krauss,Panzer,http://ufcstats.com/fighter-details/a01e84abefd85ec0
2086,Rene,Kronvold,,http://ufcstats.com/fighter-details/db05271715bb4874
2087,Kaynan,Kruschewsky,Bahia,http://ufcstats.com/fighter-details/ca36633b80be4a78
2088,Jorgen,Kruth,The Last Viking,http://ufcstats.com/fighter-details/6071d786f6187810
2089,Nikita,Krylov,The Miner,http://ufcstats.com/fighter-details/1091d4d957141094
2090,Mariusz,Ksiazkiewicz,The Iron Pol,http://ufcstats.com/fighter-details/ab16537dd1e5e81d
2091,Eliezer,Kubanza,,http://ufcstats.com/fighter-details/66579081831db7b0
2092,Junya,Kudo,,http://ufcstats.com/fighter-details/487c170da059857d
2093,John,Kuhner,,http://ufcstats.com/fighter-details/a272656ad662ac53
2094,Michael,Kuiper,,http://ufcstats.com/fighter-details/b7f38813485745da
2095,Anton,Kuivanen,,http://ufcstats.com/fighter-details/706f8e2b34e8e18b
2096,Maiju,Kujala,,http://ufcstats.com/fighter-details/4e77d070239699e2
2097,Sumit,Kumar,The Indian Kid,http://ufcstats.com/fighter-details/a0a625221e0dd339
2098,Aleksei,Kunchenko,,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7
2099,Rizvan,Kuniev,,http://ufcstats.com/fighter-details/739fd4fbb5d862f4
2100,Keigo,Kunihara,,http://ufcstats.com/fighter-details/782a2a17d3e38fdf
2101,Kiichi,Kunimoto,Strasser,http://ufcstats.com/fighter-details/71df36d6d8cf0d74
2102,Jon,Kunneman,AK-47,http://ufcstats.com/fighter-details/2694c4997a51ed01
2103,Leo,Kuntz,The Lion,http://ufcstats.com/fighter-details/6905d45bd71b50a9
2104,Korey,Kuppe,,http://ufcstats.com/fighter-details/780a2897055e3ee3
2105,Ramazan,Kuramagomedov,,http://ufcstats.com/fighter-details/b6a73e6f11a8835c
2106,Tsuyoshi,Kurihara,,http://ufcstats.com/fighter-details/032b65d5fff611b2
2107,Eldari,Kurtanidze,,http://ufcstats.com/fighter-details/4c78fc005a53831d
2108,Kyle,Kurtz,,http://ufcstats.com/fighter-details/b490def93478ae29
2109,Guram,Kutateladze,Georgian Viking,http://ufcstats.com/fighter-details/7772b283d288dbe2
2110,Vadym,Kutsyi,,http://ufcstats.com/fighter-details/aeb2bcd4371f40d5
2111,Lina,Kvokov,,http://ufcstats.com/fighter-details/843dd76c50cae0f6
2112,Kaleo,Kwan,Leo Boy,http://ufcstats.com/fighter-details/2545c7f47a65bca3
2113,Jarrod,Kwitty,,http://ufcstats.com/fighter-details/849d15ed7e3a0e97
2114,Mike,Kyle,MAK,http://ufcstats.com/fighter-details/56b8b24f65f9f057
2115,Lisa,Kyriacou,The Savage,http://ufcstats.com/fighter-details/edbc609a3b0d2aba
2116,Achmed,Labasanov,,http://ufcstats.com/fighter-details/b3fb8d2293e17a59
2117,Josh,LaBerge,,http://ufcstats.com/fighter-details/5108b169b5fe1f86
2118,Jeremiah,Labiano,The Kid,http://ufcstats.com/fighter-details/4fe1d105af549845
2119,Daniel,Lacerda,Miojo,http://ufcstats.com/fighter-details/31bb0772f21cabd8
2120,Luan,Lacerda,,http://ufcstats.com/fighter-details/6fc506e1099afe20
2121,Kemran,Lachinov,,http://ufcstats.com/fighter-details/eb84192d1a97f69e
2122,Aspen,Ladd,,http://ufcstats.com/fighter-details/d4691518d012b9e7
2123,Ryan,LaFlare,,http://ufcstats.com/fighter-details/4c7781da8c6cae93
2124,Corinne,Laframboise,,http://ufcstats.com/fighter-details/fbe9f4efc2153be2
2125,Ben,Lagman,Bad News,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5
2126,Noad,Lahat,Neo,http://ufcstats.com/fighter-details/9f755fb04cc21499
2127,Tina,Lahdemaki,Jelly Bean,http://ufcstats.com/fighter-details/e5ca2bc2451a5956
2128,Yohan,Lainesse,White Lion,http://ufcstats.com/fighter-details/f998f5c102250d6e
2129,Tim,Lajcik,The Bohemian,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d
2130,Todd,Lally,,http://ufcstats.com/fighter-details/7d06092326c52528
2131,Sean,Lally,The Unpredictable One,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f
2132,Ricardo,Lamas,The Bully,http://ufcstats.com/fighter-details/3974fa35c917af1d
2133,Jason,Lambert,The Punisher,http://ufcstats.com/fighter-details/5be86bb2f78fef2f
2134,Jose,Landi-Jons,Pele,http://ufcstats.com/fighter-details/7e062824c175f975
2135,Nate,Landwehr,The Train,http://ufcstats.com/fighter-details/583ee11abddfc581
2136,Austen,Lane,,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe
2137,Aaron,Lanfranco,,http://ufcstats.com/fighter-details/d73e856f150744b2
2138,Jeremy,Lang,,http://ufcstats.com/fighter-details/09422812370fbdfe
2139,Lionel,Lanham,,http://ufcstats.com/fighter-details/b8980dd7e8fc5976
2140,Lina,Lansberg,Elbow Queen,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
2141,Taylor,Lapilus,Double Impact,http://ufcstats.com/fighter-details/8b1ed83b02303075
2142,Chad,Laprise,The Disciple,http://ufcstats.com/fighter-details/c03a5022f8439f2a
2143,Anthony,Lapsley,The Recipe,http://ufcstats.com/fighter-details/f3a853544e4413c4
2144,TJ,Laramie,,http://ufcstats.com/fighter-details/cd2e5a390821fb48
2145,Icho,Larenas,,http://ufcstats.com/fighter-details/49efbdc6c9f650c4
2146,Lorenz,Larkin,The Monsoon,http://ufcstats.com/fighter-details/9450848a71d53776
2147,Jeremy,Larsen,,http://ufcstats.com/fighter-details/c3bd649a9194e50c
2148,Brock,Larson,,http://ufcstats.com/fighter-details/5eedbf1e9601be35
2149,Ryan,Larson,,http://ufcstats.com/fighter-details/7107e53ebd7435fb
2150,Bobby,Lashley,,http://ufcstats.com/fighter-details/b0826525fa17231d
2151,Ilir,Latifi,The Sledgehammer,http://ufcstats.com/fighter-details/e9a3aeb207578eea
2152,Sione,Latu,,http://ufcstats.com/fighter-details/5898357a45a73674
2153,Phillip,Latu,The Doctor,http://ufcstats.com/fighter-details/09224b76d27007ee
2154,Jenel,Lausa,,http://ufcstats.com/fighter-details/ec664422b22d9787
2155,Joe,Lauzon,,http://ufcstats.com/fighter-details/3bad7ef643840f67
2156,Dan,Lauzon,The Upgrade,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4
2157,Sandra,Lavado,Peruvian Zombie,http://ufcstats.com/fighter-details/aa6da8cb3a26da04
2158,Chatt,Lavender,,http://ufcstats.com/fighter-details/5449dcccd972ff83
2159,Cody,Law,,http://ufcstats.com/fighter-details/e3162dbdbfd78287
2160,Muhammed,Lawal,King Mo,http://ufcstats.com/fighter-details/a571770c4016736f
2161,Robbie,Lawler,Ruthless,http://ufcstats.com/fighter-details/f2925e6db404bf1d
2162,Tom,Lawlor,Filthy,http://ufcstats.com/fighter-details/4d44f37107f01b9b
2163,Justin,Lawrence,The American Kidd,http://ufcstats.com/fighter-details/879f6cae48d25baa
2164,Lance,Lawrence,,http://ufcstats.com/fighter-details/ce039df1994b18f0
2165,Ronnie,Lawrence,The Heat,http://ufcstats.com/fighter-details/e7e01e266a9d4342
2166,Eric,Lawson,,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42
2167,Jimmy,Lawson,Greedy,http://ufcstats.com/fighter-details/e43eefb10d440cb0
2168,Valmir,Lazaro,Bidu,http://ufcstats.com/fighter-details/777dea713da2441d
2169,Zviad,Lazishvili,,http://ufcstats.com/fighter-details/41498c2d1a87b154
2170,Mounir,Lazzez,The Sniper,http://ufcstats.com/fighter-details/49ee5024966efc0d
2171,Cung,Le,,http://ufcstats.com/fighter-details/d4f364dd076bb0e2
2172,Thanh,Le,,http://ufcstats.com/fighter-details/882b3f5a0774d575
2173,Quang,Le,Bang,http://ufcstats.com/fighter-details/32feae6d9a1e5047
2174,Carlos,Leal,The Lion,http://ufcstats.com/fighter-details/28d421729451c8ca
2175,Jordan,Leavitt,The Monkey King,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
2176,Jerome,LeBanner,,http://ufcstats.com/fighter-details/2d0b10789feafddb
2177,Chris,Leben,The Crippler,http://ufcstats.com/fighter-details/d43a048a880efdff
2178,Jean-Paul,Lebosnoyani,Mufasa,http://ufcstats.com/fighter-details/a3dda21be645be93
2179,Mickael,Lebout,Ragnar,http://ufcstats.com/fighter-details/c575ab451e3c5b1d
2180,Stephen,Ledbetter,,http://ufcstats.com/fighter-details/56ec58954158966a
2181,Justin,Ledet,El Blanco,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
2182,James,Lee,,http://ufcstats.com/fighter-details/863d06a7ef8bc98c
2183,David,Lee,,http://ufcstats.com/fighter-details/8caca5857ce0e30b
2184,Jackie,Lee,,http://ufcstats.com/fighter-details/4985113c0928aa62
2185,Eun Soo,Lee,,http://ufcstats.com/fighter-details/39c568f8c579913e
2186,Tae Hyun,Lee,,http://ufcstats.com/fighter-details/de99da2c0d18d34a
2187,Tommy,Lee,,http://ufcstats.com/fighter-details/806975e1b4f47b27
2188,Matt,Lee,,http://ufcstats.com/fighter-details/d9e3743bae8d703d
2189,Imani,Lee,,http://ufcstats.com/fighter-details/0802be3516ef8f66
2190,Vaughan,Lee,,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
2191,Kevin,Lee,The Motown Phenom,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
2192,Rocky,Lee,,http://ufcstats.com/fighter-details/0d1c163b206e8c5f
2193,Andrea,Lee,KGB,http://ufcstats.com/fighter-details/05fa626cb33d15b8
2194,JeongYeong,Lee,Korean Tiger,http://ufcstats.com/fighter-details/d008d785f6347dc2
2195,JungHyun,Lee,The Phenom,http://ufcstats.com/fighter-details/b6033505c245e28b
2196,ChangHo,Lee,,http://ufcstats.com/fighter-details/117a06469813e4ef
2197,Macksom,Lee,,http://ufcstats.com/fighter-details/9fd299c8356cbf0f
2198,Ricky,Legere Jr.,IE Bad Boy,http://ufcstats.com/fighter-details/5817df778cc27274
2199,Sherron,Leggett,Rob Roy,http://ufcstats.com/fighter-details/4f670b7972fa0a2e
2200,Cheyden,Leialoha,Steadfast,http://ufcstats.com/fighter-details/98cbbc06074c68a4
2201,Claudia,Leite,,http://ufcstats.com/fighter-details/90550a08f0b02b6f
2202,Thales,Leites,,http://ufcstats.com/fighter-details/cfb65863d5099327
2203,Jovan,Leka,,http://ufcstats.com/fighter-details/182a73d5b4e57871
2204,Stefan,Leko,Blitz,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb
2205,Gabe,Lemley,,http://ufcstats.com/fighter-details/fd4578cac86d75ca
2206,Amanda,Lemos,,http://ufcstats.com/fighter-details/3df5493bb279226f
2207,Giacomo,Lemos,,http://ufcstats.com/fighter-details/f37822d5b3e47517
2208,Christophe,Leninger,,http://ufcstats.com/fighter-details/7269329bd87eb479
2209,Jesse,Lennox,The Ox,http://ufcstats.com/fighter-details/3ae10ac4df3df05c
2210,Jean Francois,Lenogue,,http://ufcstats.com/fighter-details/e60201cfab7d656d
2211,Nik,Lentz,The Carny,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
2212,Alberta Cerra,Leon,,http://ufcstats.com/fighter-details/6e02c318762f52f1
2213,Victoria,Leonardo,Fury,http://ufcstats.com/fighter-details/9dedfdd91070ddd8
2214,Anthony,Leone,,http://ufcstats.com/fighter-details/86b9b51a81e9c339
2215,Chad,Leonhardt,The Boss,http://ufcstats.com/fighter-details/657d0ed181f04215
2216,Kimo,Leopoldo,,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
2217,Michael,Lerma,,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3
2218,Lukasz,Les,,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
2219,Brock,Lesnar,,http://ufcstats.com/fighter-details/513c6f1715e547a8
2220,Frank,Lester,,http://ufcstats.com/fighter-details/edd8d5d8089a35f8
2221,Valerie,Letourneau,Trouble,http://ufcstats.com/fighter-details/46a2f24feb258ae0
2222,Leah,Letson,Nidas,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
2223,Justin,Levens,The Executioner,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
2224,Marcus,LeVesseur,The Prospect,http://ufcstats.com/fighter-details/182f2b78582de3d8
2225,David,Levicki,,http://ufcstats.com/fighter-details/49590e0508b2c19f
2226,Kyle,Levinton,,http://ufcstats.com/fighter-details/81ddc98fceb30086
2227,Natan,Levy,Lethal,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
2228,John,Lewis,,http://ufcstats.com/fighter-details/4a01dc8376736ef5
2229,Derrick,Lewis,The Black Beast,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
2230,Bevon,Lewis,,http://ufcstats.com/fighter-details/899923ff6ab13917
2231,Brandon,Lewis,,http://ufcstats.com/fighter-details/6623cb1c27025634
2232,Malik,Lewis,Hard Knock,http://ufcstats.com/fighter-details/f60dbe6e05489c4f
2233,Chi,Lewis-Parry,Chopper,http://ufcstats.com/fighter-details/a307a10414d0ad00
2234,Li,Jingliang,The Leech,http://ufcstats.com/fighter-details/e64b96c07d7ce999
2235,Li,Yunfeng,,http://ufcstats.com/fighter-details/4c7afd56ef1947ac
2236,Liang,Na,The Dragon Girl,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
2237,Jess,Liaudin,The Joker,http://ufcstats.com/fighter-details/a8aba6fd8a463043
2238,Chuck,Liddell,The Iceman,http://ufcstats.com/fighter-details/a390eb8a9b2df298
2239,Rodrigo,Lidio,Dynamis,http://ufcstats.com/fighter-details/11b5a809c3120e27
2240,Sam,Liera,,http://ufcstats.com/fighter-details/421ccfc6ddb17958
2241,Zach,Light,,http://ufcstats.com/fighter-details/5d7c18191b8aa432
2242,Scott,Lighty,,http://ufcstats.com/fighter-details/998c8890a8dde1eb
2243,Chris,Liguori,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
2244,Donnie,Liles,,http://ufcstats.com/fighter-details/a1bf037613180253
2245,Jae Suk,Lim,,http://ufcstats.com/fighter-details/bbb15f301e4a490a
2246,Hyun Gyu,Lim,The Ace,http://ufcstats.com/fighter-details/203c957eac95dd87
2247,Juliana,Lima,Ju Thai,http://ufcstats.com/fighter-details/75a6a390fd5dca46
2248,Dhiego,Lima,,http://ufcstats.com/fighter-details/e9213f53ddeca978
2249,Douglas,Lima,The Phenom,http://ufcstats.com/fighter-details/264111bf62662fbf
2250,Mabelly,Lima,,http://ufcstats.com/fighter-details/6135fd9665fbb74e
2251,Andre,Lima,Mascote,http://ufcstats.com/fighter-details/b1f21ce050035d58
2252,Felipe,Lima,Jungle Boy,http://ufcstats.com/fighter-details/9256f591b30c073e
2253,Miguel,Linares,,http://ufcstats.com/fighter-details/18c49685296c60e6
2254,Emiliano,Linares,Golden Bull,http://ufcstats.com/fighter-details/a4ef92274a45143d
2255,Matt,Lindland,The Law,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
2256,Jake,Lindsey,The Librarian,http://ufcstats.com/fighter-details/33e00249ef08d3a4
2257,John,Lineker,Hands of Stone,http://ufcstats.com/fighter-details/c268b2cfebccf652
2258,Austin,Lingo,Lights Out,http://ufcstats.com/fighter-details/305d73ede05e31ad
2259,Lucio,Linhares,,http://ufcstats.com/fighter-details/a780d16cf7eed44d
2260,Philipe,Lins,Monstro,http://ufcstats.com/fighter-details/53c943c873cffe90
2261,Tainara,Lisboa,Thai Panther,http://ufcstats.com/fighter-details/2c5f5749569eef66
2262,Dean,Lister,The Boogeyman,http://ufcstats.com/fighter-details/68c6cd5287b473a7
2263,Wesley,Little,,http://ufcstats.com/fighter-details/008c6e1a25751575
2264,Adam,Livingston,Bomb,http://ufcstats.com/fighter-details/515890922fe9ce96
2265,James,Llontop,Goku,http://ufcstats.com/fighter-details/93b2b7caa457cbea
2266,Abner,Lloveras,Skullman,http://ufcstats.com/fighter-details/6448e57a9533b7e4
2267,Brian,Lo-A-Njoe,,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
2268,John,Lober,The Machine,http://ufcstats.com/fighter-details/31652c9267606d54
2269,Artem,Lobov,The Russian Hammer,http://ufcstats.com/fighter-details/02f2a9702ba3d167
2270,Dylan,Lockard,,http://ufcstats.com/fighter-details/9caa254991a5a698
2271,Ryan,Loder,Man of Steel,http://ufcstats.com/fighter-details/d5bab53a1a603aac
2272,Sean,Loeffler,The Destroyer,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931
2273,Christian,Lohsen,Hollywood,http://ufcstats.com/fighter-details/4ab36d70d1b28b58
2274,David,Loiseau,The Crow,http://ufcstats.com/fighter-details/22e47b53e4ceb27c
2275,Hector,Lombard,,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
2276,Michael,Lombardo,The Don,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d
2277,Rocky,Long,,http://ufcstats.com/fighter-details/10e04e5e81f391a0
2278,Thomas,Longacre,,http://ufcstats.com/fighter-details/989be26791d0aad4
2279,Loma,Lookboonmee,,http://ufcstats.com/fighter-details/4e30e4250cb08b61
2280,Ange,Loosa,The Last Ninja,http://ufcstats.com/fighter-details/1497e735d9f2560a
2281,Lucas,Lopes,,http://ufcstats.com/fighter-details/1f70dd67ad507990
2282,Dileno,Lopes,,http://ufcstats.com/fighter-details/8270c00fae24c922
2283,Diego,Lopes,,http://ufcstats.com/fighter-details/f166e93d04a8c274
2284,Bruno,Lopes,Brunao,http://ufcstats.com/fighter-details/0abcf6bc47191219
2285,Arthur,Lopes,Demolidor,http://ufcstats.com/fighter-details/2aa481e98185e261
2286,Ivan,Lopez,,http://ufcstats.com/fighter-details/0db9d2486d564a3c
2287,Steve,Lopez,,http://ufcstats.com/fighter-details/6085ceb59087514b
2288,Federico,Lopez,Kiko,http://ufcstats.com/fighter-details/9681e0ce67dc978b
2289,Jorge,Lopez,,http://ufcstats.com/fighter-details/ee624ee2a18f2a43
2290,Christopher,Lopez,,http://ufcstats.com/fighter-details/5148a665aa527865
2291,Matthew,Lopez,,http://ufcstats.com/fighter-details/2fc7e9701642ca38
2292,Benito,Lopez,Golden Boy,http://ufcstats.com/fighter-details/773f7feacf96153e
2293,Gustavo,Lopez,,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
2294,Alik,Lorenz,,http://ufcstats.com/fighter-details/92b5f4ee9ff40321
2295,Brendan,Loughnane,,http://ufcstats.com/fighter-details/b788862dd1c11eac
2296,Nate,Loughran,,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
2297,Caolan,Loughran,The Don,http://ufcstats.com/fighter-details/42ac4020cba261ad
2298,Rashard,Lovelace,,http://ufcstats.com/fighter-details/e601d71cf8e5be22
2299,Ian,Loveland,The Barn Owl,http://ufcstats.com/fighter-details/eea0274e153256a0
2300,Jakob,Lovstad,The Striking Viking,http://ufcstats.com/fighter-details/ad044be25c94dcfd
2301,Waylon,Lowe,,http://ufcstats.com/fighter-details/28f62d866c59c709
2302,Brandon,Lowe,,http://ufcstats.com/fighter-details/78ac94d54aa7f378
2303,Joe,Lowry,,http://ufcstats.com/fighter-details/86248c84834238e7
2304,Lu,Kai,The Last Gladiator,http://ufcstats.com/fighter-details/a2d23e684b3db732
2305,Lu,Zhengyong,,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3
2306,Robert,Lucarelli,,http://ufcstats.com/fighter-details/96087e90d900f0ef
2307,Matt,Lucas,Luke Duke,http://ufcstats.com/fighter-details/668222c99c5c311d
2308,Cleber,Luciano,,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
2309,Stephanie,Luciano,Rondinha,http://ufcstats.com/fighter-details/1b35af4d1529adf6
2310,Iasmin,Lucindo,,http://ufcstats.com/fighter-details/abcf2cc6efc42031
2311,Duane,Ludwig,Bang,http://ufcstats.com/fighter-details/84ac950d4c1722dd
2312,Lawrence,Lui,Lok Yin,http://ufcstats.com/fighter-details/a1ad35b98a9136e5
2313,Mike,Lullo,,http://ufcstats.com/fighter-details/e26882820f9e8df5
2314,Juan Andres,Luna,,http://ufcstats.com/fighter-details/1fd9f744105024a8
2315,Paula,Luna,La Prodigia,http://ufcstats.com/fighter-details/5b1effb0db45273a
2316,Juan Adrian,Luna,,http://ufcstats.com/fighter-details/e3b30b573e7f0d19
2317,Santiago,Luna,BorderBoy,http://ufcstats.com/fighter-details/faf317c665546a36
2318,Dalcha,Lungiambula,Champion,http://ufcstats.com/fighter-details/ce632027bf2a871b
2319,Alexandru,Lungu,,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
2320,Vicente,Luque,The Silent Assassin,http://ufcstats.com/fighter-details/6d4b63c767106d3a
2321,Thaddeus,Luster,,http://ufcstats.com/fighter-details/505934897b8b4824
2322,Travis,Lutter,The Serial Killer,http://ufcstats.com/fighter-details/622f015c81a9b13a
2323,Joilton,Lutterbach,Peregrino,http://ufcstats.com/fighter-details/12630a4aa0894da8
2324,Tucker,Lutz,Top Gun,http://ufcstats.com/fighter-details/7832f2f62f04178f
2325,Lv,Zhenhong,,http://ufcstats.com/fighter-details/5a4913108a3b9190
2326,Stevie,Lynch,,http://ufcstats.com/fighter-details/710d93f1508f7104
2327,Adam,Lynn,,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
2328,Chris,Lytle,Lights Out,http://ufcstats.com/fighter-details/91acd6910b802a9e
2329,Dong Hyun,Ma,Maestro,http://ufcstats.com/fighter-details/98a6b2361045898f
2330,Pawan,Maan,,http://ufcstats.com/fighter-details/450bacdacd706bcd
2331,William,Macario,Patolino,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
2332,Jason,MacDonald,The Athlete,http://ufcstats.com/fighter-details/2be6596a9db33bf5
2333,Rob,MacDonald,Maximus,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
2334,Rory,MacDonald,Red King,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
2335,Ryan,MacDonald,Main Event,http://ufcstats.com/fighter-details/35e1f9984ed64206
2336,Clayton,MacFarlane,,http://ufcstats.com/fighter-details/39831e62d12e7ad1
2337,Ilima,Macfarlane,,http://ufcstats.com/fighter-details/8cf90e41646491fd
2338,Valesca,Machado,Tina Black,http://ufcstats.com/fighter-details/a1a91dbf41a029c4
2339,Caio,Machado,Bigfoot,http://ufcstats.com/fighter-details/89839250eb25c9c1
2340,Ian,Machado Garry,The Future,http://ufcstats.com/fighter-details/442c9011034ae1fd
2341,Lyoto,Machida,The Dragon,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
2342,War,Machine,,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
2343,Anthony,Macias,Mad Dog,http://ufcstats.com/fighter-details/dedc3bb440d09554
2344,Pauline,Macias,PITA,http://ufcstats.com/fighter-details/e88b83dea18f5d31
2345,Reza,Madadi,Mad Dog,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
2346,Don,Madge,Magic Man,http://ufcstats.com/fighter-details/68c7ad953455c73f
2347,Ryan,Madigan,,http://ufcstats.com/fighter-details/a8d521d913df4e31
2348,Victor,Madrigal,Periquito,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9
2349,Jon,Madsen,,http://ufcstats.com/fighter-details/7691a80e6ca3e55b
2350,Mark,Madsen,The Olympian,http://ufcstats.com/fighter-details/da0995f19b749cfa
2351,Yoshiro,Maeda,,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
2352,Leonardo,Mafra,Macarrao,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
2353,Vinny,Magalhaes,Pezao,http://ufcstats.com/fighter-details/88a9bc81271ccd89
2354,Vinicius,Magalhaes,Draculinho,http://ufcstats.com/fighter-details/1b583c64c23f0c7f
2355,Caio,Magalhaes,Hellboy,http://ufcstats.com/fighter-details/0c5c66ddd1886b83
2356,Bernardo,Magalhaes,Trekko,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
2357,Eric,Magana,,http://ufcstats.com/fighter-details/8db1b36dde268ef6
2358,Brandon,Magana,,http://ufcstats.com/fighter-details/2015c944226ad2df
2359,Angela,Magana,Your Majesty,http://ufcstats.com/fighter-details/bd878a638e0e3be3
2360,Neil,Magny,The Haitian Sensation,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
2361,Raimond,Magomedaliev,,http://ufcstats.com/fighter-details/d16373b3568678d4
2362,Ibragim,Magomedov,,http://ufcstats.com/fighter-details/e7e970d508529bf3
2363,Rashid,Magomedov,Highlander,http://ufcstats.com/fighter-details/7ea1f74cef32f906
2364,Ruslan,Magomedov,Leopard,http://ufcstats.com/fighter-details/369e1ce458ef50a6
2365,Abus,Magomedov,,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4
2366,Shara,Magomedov,Bullet,http://ufcstats.com/fighter-details/06734ca9d88dec3a
2367,Murtazali,Magomedov,The Highlight,http://ufcstats.com/fighter-details/d436f5d55156a521
2368,Zabit,Magomedsharipov,,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
2369,John,Maguire,The One,http://ufcstats.com/fighter-details/1a7745388839e52b
2370,Lolohea,Mahe,,http://ufcstats.com/fighter-details/fb0b6593cec84356
2371,Michelle,Maher,,http://ufcstats.com/fighter-details/118463dd8db16e7f
2372,,Maheshate,,http://ufcstats.com/fighter-details/8c1ca54b5089d199
2373,Bill,Mahood,The Butcher,http://ufcstats.com/fighter-details/ae58685caf8e4a0d
