fighter_id,first,last,nickname,url
917,Jose,Delano,,http://ufcstats.com/fighter-details/d7c4956d61ae76a9
918,Humberto,DeLeon,,http://ufcstats.com/fighter-details/bfaf4c87936b4fae
919,Rolando,Delgado,Roli,http://ufcstats.com/fighter-details/37b1696e6d115957
920,Israel,Delgado,,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5
921,Jose,Delgado,,http://ufcstats.com/fighter-details/7d6ceff6747f2de2
922,Ante,Delija,Walking Trouble,http://ufcstats.com/fighter-details/7d8435c56043b0ae
923,Jack,Della Maddalena,,http://ufcstats.com/fighter-details/6b453bc35a823c3f
924,Roland,Delorme,,http://ufcstats.com/fighter-details/173acb3f920082b8
925,Jon,Delos Reyes,The Heat,http://ufcstats.com/fighter-details/0d0351c20169a499
926,Jason,DeLucia,,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b
927,Justin,DeMoney,,http://ufcstats.com/fighter-details/985bca5a097fb3f4
928,Vanessa,Demopoulos,Lil Monster,http://ufcstats.com/fighter-details/2c483cf443f38ece
929,Chris,Dempsey,,http://ufcstats.com/fighter-details/dfae5da5676e4194
930,Nick,Denis,The Ninja of Love,http://ufcstats.com/fighter-details/e4aaaa34535e32b6
931,Thomas,Denny,The Wildman,http://ufcstats.com/fighter-details/a11a6ee8eeb03c18
932,Robert,Densley,The Wrecker,http://ufcstats.com/fighter-details/b72f3cafa6376e35
933,Jason,Dent,Dynamite,http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8
934,Mackenzie,Dern,,http://ufcstats.com/fighter-details/7447e9f28508106a
935,Booker,DeRousse,,http://ufcstats.com/fighter-details/f2c91b67f71bbeab
936,Tony,DeSouza,,http://ufcstats.com/fighter-details/6ad9058b7c7898b0
937,Robelis,Despaigne,The Big Boy,http://ufcstats.com/fighter-details/140567899d98978a
938,Cory,Devela,The One,http://ufcstats.com/fighter-details/48544433372ecfa6
939,John,Devine,,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8
940,Edwin,DeWees,Babyface,http://ufcstats.com/fighter-details/75bbd2206a15319f
941,Alessio,Di Chirico,Manzo,http://ufcstats.com/fighter-details/77d7295d1b22c694
942,Micol,Di Segni,,http://ufcstats.com/fighter-details/8126e4dff0cdf69e
943,Cyrille,Diabate,The Snake,http://ufcstats.com/fighter-details/43563a32c3f10e95
944,Thomas,Diagne,,http://ufcstats.com/fighter-details/8567466ae167216b
945,Marc,Diakiese,Bonecrusher,http://ufcstats.com/fighter-details/32c355b04fc57f3a
946,Tyler,Diamond,,http://ufcstats.com/fighter-details/f5f6419c5f00abad
947,Blood,Diamond,,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
948,Eldo Xavier,Dias,,http://ufcstats.com/fighter-details/ee5df903f80c6816
949,Rafael,Dias,,http://ufcstats.com/fighter-details/b5abaa65f87938eb
950,Hacran,Dias,Barnabe,http://ufcstats.com/fighter-details/ed209f6618c82e41
951,Victor,Dias,Crazy Horse,http://ufcstats.com/fighter-details/f7202b3130421d27
952,Magno,Dias,The Violence,http://ufcstats.com/fighter-details/270e84d8174721d2
953,Nick,Diaz,,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
954,Nate,Diaz,,http://ufcstats.com/fighter-details/8355922d564b152c
955,Michael,Diaz,,http://ufcstats.com/fighter-details/5e7a48e469770615
956,Ryan,Diaz,,http://ufcstats.com/fighter-details/ceee5dd37253199a
957,Adrian,Diaz,,http://ufcstats.com/fighter-details/bfa8f263815cfa2e
958,Ozzy,Diaz,,http://ufcstats.com/fighter-details/6967153c7edb4d87
959,Juan,Diaz,Pegajoso,http://ufcstats.com/fighter-details/74939a16c7b56f33
960,Mark,Dickman,Tricky,http://ufcstats.com/fighter-details/2482ef3331a82e75
961,Josh,Diekmann,The Freight Train,http://ufcstats.com/fighter-details/414bddf0c80c41e1
962,Kyle,Dietz,,http://ufcstats.com/fighter-details/31da66df48c0c1a0
963,Seth,Dikun,,http://ufcstats.com/fighter-details/eb42d4febfafefd1
964,TJ,Dillashaw,,http://ufcstats.com/fighter-details/c849740a3ff51931
965,Ralph,Dillon,Rage,http://ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3
966,Drew,Dimanlig,,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
967,Ding,Meng,The Assassin,http://ufcstats.com/fighter-details/e0664abaa023fd6f
968,Rodolfo Marques,Diniz,,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd
969,Jhonata,Diniz,,http://ufcstats.com/fighter-details/25f9a5f3e8a52618
970,Helio,Dipp,,http://ufcstats.com/fighter-details/73eb2a552c92a821
971,Rico,DiSciullo,,http://ufcstats.com/fighter-details/ec7f7263bf36579b
972,Matt,Dixon,Magic,http://ufcstats.com/fighter-details/1db445a4468447d0
973,John,Dixson,Big John,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
974,Anthony,Do,,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78
975,Russell,Doane,,http://ufcstats.com/fighter-details/f50d95223751e6ca
976,Drew,Dober,,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
977,Shana,Dobson,Danger,http://ufcstats.com/fighter-details/122ac9b816d8b71c
978,AJ,Dobson,,http://ufcstats.com/fighter-details/009c4420727149ea
979,David,Dodd,,http://ufcstats.com/fighter-details/c2a7623f398d9bd7
980,John,Dodson,The Magician,http://ufcstats.com/fighter-details/99506df1af6c8b3b
981,Joe,Doerksen,El Dirte,http://ufcstats.com/fighter-details/dbaaf42313af90fa
982,Mike,Dolce,Skull Cracker,http://ufcstats.com/fighter-details/29b5791e51e7e832
983,Roman,Dolidze,,http://ufcstats.com/fighter-details/327d5f279895110d
984,Cameron,Dollar,,http://ufcstats.com/fighter-details/3bbcd63a016d9715
985,CB,Dollaway,The Doberman,http://ufcstats.com/fighter-details/5d7bdab5e03e3216
986,Dennis,Dombrow,,http://ufcstats.com/fighter-details/4145caa2c999fbac
987,OJ,Dominguez,,http://ufcstats.com/fighter-details/1a50e734bb54861a
988,John,Donaldson,J.T.,http://ufcstats.com/fighter-details/1c610f900f9884ab
989,Daniil,Donchenko,,http://ufcstats.com/fighter-details/70dd69b6a703257e
990,Dong,Huaxiang,,http://ufcstats.com/fighter-details/bad82b681819b272
991,Cody,Donovan,Donnybrook,http://ufcstats.com/fighter-details/7bc96507e4b38d3b
992,Houston,Dorr,,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
993,Rafael,Dos Anjos,,http://ufcstats.com/fighter-details/6a2f7c151031653d
994,Junior,Dos Santos,Cigano,http://ufcstats.com/fighter-details/63def5a5662a6917
995,Geronimo,dos Santos,Mondragon,http://ufcstats.com/fighter-details/b51f6791c794e289
996,Antonio,Dos Santos,Junior Alpha,http://ufcstats.com/fighter-details/81b8b3fb019dc69d
997,Anderson,Dos Santos,Berinja,http://ufcstats.com/fighter-details/bbc9ab95fa766493
998,Acacio,Dos Santos,Pequeno,http://ufcstats.com/fighter-details/957562fdf68a725a
999,Rayanne,dos Santos,,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
1000,Felipe,dos Santos,Lipe Detona,http://ufcstats.com/fighter-details/5cdf5339728f580d
1001,Tiago,dos Santos e Silva,Trator,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
1002,Oleksandr,Doskalchuk,,http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
1003,David,Douglas,Tarzan,http://ufcstats.com/fighter-details/7cf0944b88966118
1004,Damion,Douglas,,http://ufcstats.com/fighter-details/ce3b669e39418414
1005,Lerryan,Douglas,Gunslinger,http://ufcstats.com/fighter-details/640a0f838f057a81
1006,Cedric,Doumbe,,http://ufcstats.com/fighter-details/5159e6ee100c717e
1007,John,Dowdy,,http://ufcstats.com/fighter-details/e780ccc79a209985
1008,Jordan,Dowdy,,http://ufcstats.com/fighter-details/0d9312337fdce39a
1009,Danny,Downes,,http://ufcstats.com/fighter-details/a66395395b5f1394
1010,Derek,Downey,,http://ufcstats.com/fighter-details/b05086131c6f5dc5
1011,John,Doyle,The Iron Bull,http://ufcstats.com/fighter-details/0509b954421bb327
1012,Edson,Drago,,http://ufcstats.com/fighter-details/f9c7fe2682af3802
1013,Jimmy,Drago,,http://ufcstats.com/fighter-details/cb4bf812d9cb78b4
1014,Anthony,Drilich,,http://ufcstats.com/fighter-details/c2c4052f58f54988
1015,Kyle,Driscoll,KD,http://ufcstats.com/fighter-details/e5e148d4363deff8
1016,Chris,Drumm,,http://ufcstats.com/fighter-details/5fd834edd92c9e50
1017,Tomasz,Drwal,Gorilla,http://ufcstats.com/fighter-details/679a9054e2815943
1018,Robert,Drysdale,,http://ufcstats.com/fighter-details/d2a9be6bf2de624c
1019,Dricus,Du Plessis,Stillknocks,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
1020,Hugo,Duarte,,http://ufcstats.com/fighter-details/706404da0775dcbc
1021,Antonio,Duarte,Tigre,http://ufcstats.com/fighter-details/29b5d32584e02d8d
1022,Joe,Duarte,,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
1023,Yuneisy,Duben,,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
1024,Matthieu,Duclos,,http://ufcstats.com/fighter-details/ec322adbabbfa6e7
1025,Emily,Ducote,Gordinha,http://ufcstats.com/fighter-details/02f8fedc18cbd26c
1026,Viktoriia,Dudakova,,http://ufcstats.com/fighter-details/6c9b66b43663f2f7
1027,Milana,Dudieva,,http://ufcstats.com/fighter-details/072a10e85f7d4bff
1028,Adin,Duenas,,http://ufcstats.com/fighter-details/cb6c45b26b0a877a
1029,Todd,Duffee,,http://ufcstats.com/fighter-details/bda04c573563cc2e
1030,Joe,Duffy,Irish,http://ufcstats.com/fighter-details/654ae722109a0d31
1031,Jack,Duffy,The Fury,http://ufcstats.com/fighter-details/cea51876d8a514a0
1032,Alexis,Dufresne,Sneaky Zebra,http://ufcstats.com/fighter-details/4ae4049426e0161d
1033,Jessamyn,Duke,The Gun,http://ufcstats.com/fighter-details/a7ddae0be8b78147
1034,Islam,Dulatov,The Ripper,http://ufcstats.com/fighter-details/e803242fb2e41112
1035,Isaac,Dulgarian,The Midwest Choppa,http://ufcstats.com/fighter-details/a57cb948c4c70a47
1036,Kelly,Dullanty,Psycho,http://ufcstats.com/fighter-details/1a225f04aa6e0739
1037,Sedriques,Dumas,The Reaper,http://ufcstats.com/fighter-details/4e6738062d469256
1038,Norma,Dumont,The Immortal,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
1039,Chris,Duncan,The Problem,http://ufcstats.com/fighter-details/fd406a32a6fb3a29
1040,Christian Leroy,Duncan,CLD,http://ufcstats.com/fighter-details/a93f94c923c3a9cb
1041,Evan,Dunham,,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
1042,Alex,Dunworth,,http://ufcstats.com/fighter-details/31732a614e7a3d1d
1043,Tom,Duquesnoy,Fire Kid,http://ufcstats.com/fighter-details/e979c76341f19b22
1044,Albert,Duraev,,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
1045,Reuben,Duran,,http://ufcstats.com/fighter-details/4417980b3e798abf
1046,Cody,Durden,Custom Made,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
1047,Luiz,Dutra,Besouro,http://ufcstats.com/fighter-details/2153a7f8396a46cc
1048,Rilley,Dutro,,http://ufcstats.com/fighter-details/43db649da89fac4b
1049,Bill,Duvall,,http://ufcstats.com/fighter-details/7df4d3c38792b083
1050,Merab,Dvalishvili,The Machine,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
1051,David,Dvorak,Undertaker,http://ufcstats.com/fighter-details/9ada30894bf04e19
1052,Matt,Dwyer,,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
1053,Rolando,Dy,Dy Incredible,http://ufcstats.com/fighter-details/55ed59d541f8b90c
1054,Shanelle,Dyer,The Nightmare,http://ufcstats.com/fighter-details/cfbb3edab781dfd2
1055,Ben,Earwood,,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
1056,Cody,East,The Freight Train,http://ufcstats.com/fighter-details/5713c1d2fac539ac
1057,Marvin,Eastman,The Beastman,http://ufcstats.com/fighter-details/05866d8c3a321856
1058,Mike,Easton,The Hulk,http://ufcstats.com/fighter-details/bc7230f231701d66
1059,Maurice,Eazel,,http://ufcstats.com/fighter-details/4acb99524a9a81ab
1060,Vincent,Eazelle,The Real Deal,http://ufcstats.com/fighter-details/ec421d5de0aea624
1061,Ross,Ebanez,The Boss,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e
1062,Brian,Ebersole,Bad Boy,http://ufcstats.com/fighter-details/32ba186f4b0e3267
1063,Roybert,Echeverria,The Unbroken,http://ufcstats.com/fighter-details/20b13e96668caaa4
1064,Mark,Eddiva,,http://ufcstats.com/fighter-details/40ff198adda94b9f
1065,Frankie,Edgar,The Answer,http://ufcstats.com/fighter-details/f2688492b9a525a3
1066,Abdul-Kerim,Edilov,,http://ufcstats.com/fighter-details/37e03538c960bac6
1067,Johnny,Eduardo,,http://ufcstats.com/fighter-details/528c24b99fbaab79
1068,Yves,Edwards,,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
1069,Justin,Edwards,Fast Eddy,http://ufcstats.com/fighter-details/e56daf7725a0b5ab
1070,Leon,Edwards,Rocky,http://ufcstats.com/fighter-details/f1fac969a1d70b08
1071,Te,Edwards,,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
1072,Adli,Edwards,,http://ufcstats.com/fighter-details/e6904a03a66e711d
1073,Joselyne,Edwards,La Pantera,http://ufcstats.com/fighter-details/f9ab66e67240db7b
1074,Tom,Egan,,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
1075,Stephanie,Egger,,http://ufcstats.com/fighter-details/5e6294b37bbef029
1076,Justin,Eilers,The Hammer,http://ufcstats.com/fighter-details/27fc9218a3653e3c
1077,Jon Olav,Einemo,The Viking,http://ufcstats.com/fighter-details/0577808d22dfe79c
1078,Per,Eklund,,http://ufcstats.com/fighter-details/58bc81376286b3d3
1079,John,Elam,,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
1080,Evan,Elder,The Phenom,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
1081,Billy,Elekana,Son of Susie,http://ufcstats.com/fighter-details/07a74004d964c7f4
1082,John Paul,Elias,,http://ufcstats.com/fighter-details/e873203fd50542f6
1083,Joao,Elias,Alicate,http://ufcstats.com/fighter-details/1a064688481f66e1
1084,Saul,Elizondo,,http://ufcstats.com/fighter-details/e295b96f135d758a
1085,Darren,Elkins,The Damage,http://ufcstats.com/fighter-details/92a9aa9c93192871
1086,Jake,Ellenberger,The Juggernaut,http://ufcstats.com/fighter-details/d81ac739417d7f53
1087,Joe,Ellenberger,Excalibur,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
1088,Tim,Elliott,,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
1089,Oban,Elliott,The Welsh Gangster,http://ufcstats.com/fighter-details/6b56e94a59b7b134
1090,Eddy,Ellis,Fast,http://ufcstats.com/fighter-details/e60d773a0a42048a
1091,Lisa,Ellis,,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
1092,Elisha,Ellison,The Snack Panther,http://ufcstats.com/fighter-details/87e4a3a5080ee7ce
1093,Anna,Elmose,Panda,http://ufcstats.com/fighter-details/1536a25e16fc299b
1094,Cameron,Else,Camchida,http://ufcstats.com/fighter-details/5f3da9a9610d8969
1095,Aaron,Ely,The Cyborg,http://ufcstats.com/fighter-details/1741343f0ca34dd5
1096,Sovannahry,Em,The Sweet Savage,http://ufcstats.com/fighter-details/45c8fed13a62fe92
1097,Ramazan,Emeev,Gorets,http://ufcstats.com/fighter-details/abd5fb12437eda21
1098,Aleksander,Emelianenko,,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4
1099,Fedor,Emelianenko,The Last Emperor,http://ufcstats.com/fighter-details/b8da6f5c80ae2d15
1100,Rob,Emerson,The Saint,http://ufcstats.com/fighter-details/dc0f07928009a127
1101,Jamall,Emmers,Pretty Boy,http://ufcstats.com/fighter-details/e00a3dee329a51f7
1102,Josh,Emmett,CC0,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
1103,Marius,Enache,,http://ufcstats.com/fighter-details/e3f443e4cbc3da8f
1104,Kevin,Engel,The Hitman,http://ufcstats.com/fighter-details/d2f310b5b072e986
1105,Kolton,Englund,White Assassin,http://ufcstats.com/fighter-details/4122da4f791b2f4f
1106,Oliver,Enkamp,,http://ufcstats.com/fighter-details/330bafba312face4
1107,Alex,Enlund,,http://ufcstats.com/fighter-details/d238217e0f8ea8e1
1108,Kenny,Ento,Tha' Dragon,http://ufcstats.com/fighter-details/daf9be103c1edbbd
1109,Ian,Entwistle,Enty,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
1110,Andy,Enz,Tank Mode,http://ufcstats.com/fighter-details/993d385f5a475375
1111,Won Jin,Eoh,,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e
1112,Yuji,Ephoevi-Ga,The Chef,http://ufcstats.com/fighter-details/919fc4bc3edf4de7
1113,Josh,Epps,,http://ufcstats.com/fighter-details/984b0c4c6e773a1c
1114,Abdellah,Er-Ramy,The Golden Boy,http://ufcstats.com/fighter-details/b593cd58b0afffb0
1115,Steve,Erceg,Astroboy,http://ufcstats.com/fighter-details/32ab52e5de93092d
1116,Tom,Erikson,The Big Cat,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47
1117,Konstantin,Erokhin,,http://ufcstats.com/fighter-details/22061ff217907c78
1118,Julian,Erosa,Juicy J,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
1119,Jarno,Errens,,http://ufcstats.com/fighter-details/082eba4cd80f736f
1120,Ivan,Erslan,,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb
1121,Nick,Ertl,,http://ufcstats.com/fighter-details/74061adb224be3cc
1122,Chel,Erwin-Davis,The First Sun,http://ufcstats.com/fighter-details/c26ea30823f37316
1123,Bobby,Escalante,,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f
1124,Eric,Esch,Butterbean,http://ufcstats.com/fighter-details/0e4daed84a8f39a6
1125,Pro,Escobedo,,http://ufcstats.com/fighter-details/b36874652ed7715d
1126,Cole,Escovedo,Apache Kid,http://ufcstats.com/fighter-details/5df17b3620145578
1127,Efrain,Escudero,Hecho En Mexico,http://ufcstats.com/fighter-details/83fd97284f4bb4a4
1128,Evan,Esguerra,,http://ufcstats.com/fighter-details/ed220e87bef0cc64
1129,Carla,Esparza,Cookie Monster,http://ufcstats.com/fighter-details/d910665038efc639
1130,Juan,Espino,El Guapo,http://ufcstats.com/fighter-details/ccf5dc41417e9daf
1131,Jordan,Espinosa,The Gamer,http://ufcstats.com/fighter-details/215a70f073a7b726
1132,Jodie,Esquibel,,http://ufcstats.com/fighter-details/411539901068522f
1133,Rafael,Estevam,Macapa,http://ufcstats.com/fighter-details/83455a9d17f57dae
1134,Achilles,Estremadura,,http://ufcstats.com/fighter-details/41f3cfdab0b22236
1135,Shaun,Etchell,The Buzzsaw,http://ufcstats.com/fighter-details/ea9bfe9c25037bba
1136,Terry,Etim,,http://ufcstats.com/fighter-details/33011768c3c4dc9a
1137,Fred,Ettish,,http://ufcstats.com/fighter-details/8d5daf67983b65ba
1138,Scott,Ettling,,http://ufcstats.com/fighter-details/74b5736f1df40be3
1139,Sijara,Eubanks,SarJ,http://ufcstats.com/fighter-details/4234f0097c83fa62
1140,Billy,Evangelista,,http://ufcstats.com/fighter-details/9766ed20b68c7c33
1141,Rashad,Evans,Suga,http://ufcstats.com/fighter-details/ee779c43a8926d52
1142,Doug,Evans,,http://ufcstats.com/fighter-details/d3de4a24f7eefac8
1143,Ashlee,Evans-Smith,Rebel Girl,http://ufcstats.com/fighter-details/fc6e681bf6658faf
1144,Dan,Evensen,The Viking,http://ufcstats.com/fighter-details/dd8aec6de7035943
1145,Tonya,Evinger,Triple Threat,http://ufcstats.com/fighter-details/b12a1d19ee383b7c
1146,Movsar,Evloev,,http://ufcstats.com/fighter-details/76e2870ffafbe38f
1147,Andre,Ewell,Mr. Highlight,http://ufcstats.com/fighter-details/5f6f049d54728e88
1148,Chris,Ewert,El Tanke,http://ufcstats.com/fighter-details/54c2576b7f2f1f57
1149,Neal,Ewing,,http://ufcstats.com/fighter-details/0798f558681d0eb5
1150,Manuel,Exposito,,http://ufcstats.com/fighter-details/a1cb266d7f44f35f
1151,Jessica,Eye,Evil,http://ufcstats.com/fighter-details/f72465a784c1b084
1152,Edward,Faaloloto,,http://ufcstats.com/fighter-details/6224e8d0a34264eb
1153,Urijah,Faber,The California Kid,http://ufcstats.com/fighter-details/78114b7199cef90c
1154,Melinda,Fabian,,http://ufcstats.com/fighter-details/8c020156779f7888
1155,Wagnney,Fabiano,The Silencer,http://ufcstats.com/fighter-details/40389d39a92f5bfa
1156,Bartosz,Fabinski,The Butcher,http://ufcstats.com/fighter-details/e17ac6410c8377f4
1157,Ron,Faircloth,,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
1158,Jason,Fairn,,http://ufcstats.com/fighter-details/adea9f0090aa8e14
1159,Zarah,Fairn,Infinite,http://ufcstats.com/fighter-details/862b0b3375aa4b6e
1160,Rinat,Fakhretdinov,Gladiator,http://ufcstats.com/fighter-details/8f765fd5775a8873
1161,Maiquel,Falcao,Big Rig,http://ufcstats.com/fighter-details/d58478ded5534695
1162,Pedro,Falcao,Pedrinho,http://ufcstats.com/fighter-details/f7be1db194e03d7e
1163,Brodie,Farber,,http://ufcstats.com/fighter-details/91d73ee59347ac16
1164,Joao Paulo,Faria,,http://ufcstats.com/fighter-details/04e9955f33e0c267
1165,Kalindra,Faria,,http://ufcstats.com/fighter-details/27b164b0d1833df0
1166,Jair,Farias,Chosen,http://ufcstats.com/fighter-details/431262bbc69215dc
1167,Chance,Farrar,,http://ufcstats.com/fighter-details/49c7236c737d7e59
1168,Rico,Farrington,The Triggerman,http://ufcstats.com/fighter-details/f89e6e66b9b112de
1169,Kelly,Faszholz,,http://ufcstats.com/fighter-details/9c42a0de8e012870
1170,Rodney,Faverus,,http://ufcstats.com/fighter-details/5af26b3201690d29
1171,Paul,Felder,The Irish Dragon,http://ufcstats.com/fighter-details/e5010b1b94ca5755
1172,Carlos,Felipe,Boi,http://ufcstats.com/fighter-details/a2ea77e974c5889f
1173,Luis,Felipe Dias,,http://ufcstats.com/fighter-details/33a86e839ad202d8
1174,JP,Felty,,http://ufcstats.com/fighter-details/954e3f4e2b0e6510
1175,Feng,Pengchao,,http://ufcstats.com/fighter-details/86597694317e5e1b
1176,Feng,Xiaocan,,http://ufcstats.com/fighter-details/c940b42df95bbd28
1177,Kevin,Ferguson,Kimbo Slice,http://ufcstats.com/fighter-details/27541033b97c076d
1178,Rhadi,Ferguson,,http://ufcstats.com/fighter-details/15f4550e017f6c7d
1179,Tony,Ferguson,El Cucuy,http://ufcstats.com/fighter-details/22a92d7f62195791
1180,Josh,Ferguson,Taz,http://ufcstats.com/fighter-details/b0f316c60f8d3b47
1181,CJ,Fernandes,,http://ufcstats.com/fighter-details/979f7edbb6980b0d
1182,Bibiano,Fernandes,,http://ufcstats.com/fighter-details/cbc071cb20ea59c7
1183,Gabriella,Fernandes,Gabi,http://ufcstats.com/fighter-details/a6eb54ae17a551be
1184,Kaue,Fernandes,,http://ufcstats.com/fighter-details/ec13c393d029297d
1185,Emily,Fernandez,,http://ufcstats.com/fighter-details/7ee1babb99f30115
1186,Luke,Fernandez,,http://ufcstats.com/fighter-details/d62e280d0f7b6d6f
1187,Lucas,Fernando,,http://ufcstats.com/fighter-details/3df223aeaacecf3f
1188,Alexandre,Ferreira,Cacareco,http://ufcstats.com/fighter-details/28ba5f27e473420c
1189,Cezar,Ferreira,Mutante,http://ufcstats.com/fighter-details/dbc17725b887860a
1190,Diego,Ferreira,,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
1191,Erisson,Ferreira,Gato,http://ufcstats.com/fighter-details/1c2a8915f8431507
1192,Brunno,Ferreira,The Hulk,http://ufcstats.com/fighter-details/1e719d4b676dc19a
1193,Scott,Ferrozzo,The Pitbull,http://ufcstats.com/fighter-details/977081bc01197656
1194,Timo,Feucht,,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203
1195,Andre,Fialho,,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
1196,Drew,Fickett,The Master,http://ufcstats.com/fighter-details/d814f5192e58fb2f
1197,Scott,Fiedler,,http://ufcstats.com/fighter-details/0ec821423baa26bd
1198,Ron,Fields,Killing,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e
1199,Michal,Figlak,Mad Dog,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
1200,Deiveson,Figueiredo,Deus da Guerra,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5
1201,Francisco,Figueiredo,Sniper,http://ufcstats.com/fighter-details/cdadae5363b66eef
1202,Anthony,Figueroa,,http://ufcstats.com/fighter-details/daff32bc96d1eabf
1203,Edwin,Figueroa,El Feroz,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
1204,Jonathan,Figueroa,El Picante,http://ufcstats.com/fighter-details/2226445c4a196dc8
1205,Paulo,Filho,,http://ufcstats.com/fighter-details/2abdead94ce73552
1206,Jafel,Filho,Pastor,http://ufcstats.com/fighter-details/65adf3856c4d9256
1207,Andre,Fili,Touchy,http://ufcstats.com/fighter-details/8fd808923cffff82
1208,Mirko,Filipovic,Cro Cop,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
1209,Brady,Fink,,http://ufcstats.com/fighter-details/997b4f52f76a0b53
1210,Jesse,Finney,,http://ufcstats.com/fighter-details/0496cdac0bc9edd8
1211,Jan,Finney,Cuddles,http://ufcstats.com/fighter-details/3317823959d32a05
1212,Torrez,Finney,The Punisher,http://ufcstats.com/fighter-details/fbb60f24af5d5a02
1213,Luigi,Fioravanti,,http://ufcstats.com/fighter-details/9583662df31d943f
1214,Nick,Fiore,,http://ufcstats.com/fighter-details/036e96c1c12b8a59
1215,Manon,Fiorot,The Beast,http://ufcstats.com/fighter-details/34ff304266360297
1216,Luiz,Firmino,Buscape,http://ufcstats.com/fighter-details/16d09e800ad7ec79
1217,Spencer,Fisher,The King,http://ufcstats.com/fighter-details/f34312c2ccfa0e00
1218,Chris,Fishgold,,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
1219,Bryanna,Fissori,,http://ufcstats.com/fighter-details/5517bd590dbbe1f8
1220,Jon,Fitch,,http://ufcstats.com/fighter-details/6f018c039b4d5d80
1221,Isi,Fitikefu,Doxz,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5
1222,Rafael,Fiziev,Ataman,http://ufcstats.com/fighter-details/c814b4c899793af6
1223,Colin,Fletcher,The Freakshow,http://ufcstats.com/fighter-details/7d09200f6a77b20e
1224,AJ,Fletcher,The Ghost,http://ufcstats.com/fighter-details/725b1abc9a39d873
1225,Nathan,Fletcher,,http://ufcstats.com/fighter-details/a2d342ffc83913ed
1226,Jimmy,Flick,The Brick,http://ufcstats.com/fighter-details/09e62c450e754913
1227,Luke,Flores,,http://ufcstats.com/fighter-details/b5f44dcb863f595b
1228,Ty,Flores,Big Medicine,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a
1229,Alejandro,Flores,El Gallito,http://ufcstats.com/fighter-details/d23d5960ac5e117c
1230,Kenny,Florian,KenFlo,http://ufcstats.com/fighter-details/cb139171ed1b69fe
1231,Darrius,Flowers,Beast Mode,http://ufcstats.com/fighter-details/65db4065e2bc107d
1232,Cody,Floyd,,http://ufcstats.com/fighter-details/8164250600b7c91b
1233,Bobby,Flynn,,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a
