fight_id,bout,outcome,weightclass,method,round,time,time format,referee,details,event,fighter_a_nickname,fighter_b_nickname
4898,Elias Garcia vs. Kai Kara-France,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Anthony Dimitriou 25 - 30.Kon Papaioannou 25 - 30.Evan Field 26 - 30.,UFC Fight Night: Dos Santos vs. Tuivasa ,,Don't Blink
4897,Mizuto Hirota vs. Christos Giagos,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Howard Hughes 28 - 29.Howie Booth 27 - 29.Kon Papaioannou 28 - 30.,UFC Fight Night: Dos Santos vs. Tuivasa ,Pugnus,The Spartan
4896,Alex Gorgees vs. Damir Ismagulov,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Swailes,Anthony Dimitriou 25 - 30.Evan Field 26 - 30.Charlie Keech 26 - 30.,UFC Fight Night: Dos Santos vs. Tuivasa ,Hitman,Qazaq
4895,Rafael Dos Anjos vs. Kamaru Usman,L/W,Welterweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Junichiro Kamijo 43 - 50.Dave Hagen 45 - 49.Chris Lee 47 - 48.,The Ultimate Fighter: Heavy Hitters Finale ,,The Nigerian Nightmare
4894,Juan Espino vs. Justin Frazier,W/L,Ultimate Fighter 28 Heavyweight Tournament Title Bout,Submission ,1,3:36,3 Rnd + OT (5-5-5-5),Mark Smith,Armbar From Crucifix ,The Ultimate Fighter: Heavy Hitters Finale ,El Guapo,The Grizzly Bear
4893,Pannie Kianzad vs. Macy Chiasson,L/W,Ultimate Fighter 28 Women's Featherweight Tournament Title Bout,Submission ,2,2:11,3 Rnd + OT (5-5-5-5),Yves Lavigne,Rear Naked Choke ,The Ultimate Fighter: Heavy Hitters Finale ,Banzai,
4892,Pedro Munhoz vs. Bryan Caraway,W/L,Bantamweight Bout,KO/TKO ,1,2:39,3 Rnd (5-5-5),Chris Tognoni,Kick to Body At Distance ,The Ultimate Fighter: Heavy Hitters Finale ,The Young Punisher,Kid Lightning
4891,Darren Stewart vs. Edmen Shahbazyan,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 28 - 29.Junichiro Kamijo 29 - 28.Patricia Morse-Jarman 28 - 29.,The Ultimate Fighter: Heavy Hitters Finale ,The Dentist,The Golden Boy
4890,Ji Yeon Kim vs. Antonina Shevchenko,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Dave Hagen 27 - 30.Rick Winter 27 - 30.Tony Weeks 27 - 30.,The Ultimate Fighter: Heavy Hitters Finale ,Firefist,La Pantera
4889,Ricky Glenn vs. Kevin Aguilar,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 27 - 30.Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.,The Ultimate Fighter: Heavy Hitters Finale ,The Gladiator,Angel of Death
4888,Joseph Benavidez vs. Alex Perez,W/L,Flyweight Bout,KO/TKO ,1,4:19,3 Rnd (5-5-5),Yves Lavigne,Punches to Head On Ground ,The Ultimate Fighter: Heavy Hitters Finale ,,
4887,Maurice Greene vs. Michel Batista,W/L,Heavyweight Bout,Submission ,1,2:14,3 Rnd (5-5-5),Mark Smith,Triangle Choke From Bottom ,The Ultimate Fighter: Heavy Hitters Finale ,The Crochet Boss,
4886,Julija Stoliarenko vs. Leah Letson,L/W,Women's Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Ron McCarthy 28 - 29.Adalaide Byrd 29 - 28.Junichiro Kamijo 28 - 29.,The Ultimate Fighter: Heavy Hitters Finale ,,Nidas
4885,Roosevelt Roberts vs. Darrell Horcher,W/L,Lightweight Bout,Submission ,1,4:50,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke Standing ,The Ultimate Fighter: Heavy Hitters Finale ,The Predator,The Saint
4884,Tim Means vs. Ricky Rainey,W/L,Welterweight Bout,KO/TKO ,1,1:18,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,The Ultimate Fighter: Heavy Hitters Finale ,The Dirty Bird,The Sniper
4883,Raoni Barcelos vs. Chris Gutierrez,W/L,Bantamweight Bout,Submission ,2,4:12,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,The Ultimate Fighter: Heavy Hitters Finale ,,El Guapo
4882,Curtis Blaydes vs. Francis Ngannou,L/W,Heavyweight Bout,KO/TKO ,1,0:45,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,UFC Fight Night: Blaydes vs. Ngannou 2 ,Razor,The Predator
4881,Alistair Overeem vs. Sergei Pavlovich,W/L,Heavyweight Bout,KO/TKO ,1,4:21,3 Rnd (5-5-5),John Sharp,Punches to Head On Ground ,UFC Fight Night: Blaydes vs. Ngannou 2 ,The Demolition Man,
4880,Song Yadong vs. Vince Morales,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Garth Harriman 27 - 30.Albert Shen 27 - 30.Paul Sutherland 27 - 30.,UFC Fight Night: Blaydes vs. Ngannou 2 ,Kung Fu Kid,Vandetta
4879,Li Jingliang vs. David Zawada,W/L,Welterweight Bout,KO/TKO ,3,4:07,3 Rnd (5-5-5),Peter Hickmott,Kick to Body At Distance ,UFC Fight Night: Blaydes vs. Ngannou 2 ,The Leech,Sagat
4878,Song Kenan vs. Alex Morono,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Craig 27 - 30.Garth Harriman 27 - 30.Paul Sutherland 27 - 30.,UFC Fight Night: Blaydes vs. Ngannou 2 ,The Assassin,The Great White
4877,Wu Yanan vs. Lauren Mueller,W/L,Women's Flyweight Bout,Submission ,1,4:00,3 Rnd (5-5-5),John Sharp,Armbar From Bottom Guard ,UFC Fight Night: Blaydes vs. Ngannou 2 ,Mulan,Princess Tiger
4876,Hu Yaozong vs. Rashad Coulter,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Barry Foley 28 - 29.Mark Craig 28 - 29.Garth Harriman 27 - 30.,UFC Fight Night: Blaydes vs. Ngannou 2 ,Totoro,Daywalker
4875,Zhang Weili vs. Jessica Aguilar,W/L,Women's Strawweight Bout,Submission ,1,3:41,3 Rnd (5-5-5),Peter Hickmott,Armbar On Ground ,UFC Fight Night: Blaydes vs. Ngannou 2 ,Magnum,Jag
4874,Pingyuan Liu vs. Martin Day,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Craig 28 - 29.Barry Foley 29 - 28.Garth Harriman 28 - 29.,UFC Fight Night: Blaydes vs. Ngannou 2 ,,The Spartan
4873,Yan Xiaonan vs. Syuri Kondo,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Garth Harriman 27 - 30.Albert Shen 27 - 30.Paul Sutherland 27 - 30.,UFC Fight Night: Blaydes vs. Ngannou 2 ,,
4872,Kevin Holland vs. John Phillips,W/L,Middleweight Bout,Submission ,3,4:05,3 Rnd (5-5-5),Peter Hickmott,Rear Naked Choke ,UFC Fight Night: Blaydes vs. Ngannou 2 ,Trailblazer,The Welsh Wrecking Machine
4871,Sumudaerji vs. Louis Smolka,L/W,Bantamweight Bout,Submission ,2,2:07,3 Rnd (5-5-5),Thomas Fan,Armbar On Ground ,UFC Fight Night: Blaydes vs. Ngannou 2 ,The Tibetan Eagle,Da Last Samurai
4870,Neil Magny vs. Santiago Ponzinibbio,L/W,Welterweight Bout,KO/TKO ,4,2:36,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance ,UFC Fight Night: Magny vs. Ponzinibbio ,The Haitian Sensation,Argentine Dagger
4869,Ricardo Lamas vs. Darren Elkins,W/L,Featherweight Bout,KO/TKO ,3,4:09,3 Rnd (5-5-5),Keith Peterson,Elbows to Head On Ground ,UFC Fight Night: Magny vs. Ponzinibbio ,The Bully,The Damage
4868,Khalil Rountree Jr. vs. Johnny Walker,L/W,Light Heavyweight Bout,KO/TKO ,1,1:57,3 Rnd (5-5-5),Fernando Portella,Elbow to Head In Clinch ,UFC Fight Night: Magny vs. Ponzinibbio ,,
4867,Cezar Ferreira vs. Ian Heinisch,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 27 - 30.Guilherme Bravo 28 - 29.Joseph Terrell 28 - 29.,UFC Fight Night: Magny vs. Ponzinibbio ,Mutante,The Hurricane
4866,Guido Cannetti vs. Marlon Vera,L/W,Bantamweight Bout,Submission ,2,1:31,3 Rnd (5-5-5),Eduardo Herdy,Rear Naked Choke ,UFC Fight Night: Magny vs. Ponzinibbio ,Ninja,Chito
4865,Cynthia Calvillo vs. Poliana Botelho,W/L,Women's Strawweight Bout,Submission ,1,4:48,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,UFC Fight Night: Magny vs. Ponzinibbio ,,
4864,Michel Prazeres vs. Bartosz Fabinski,W/L,Welterweight Bout,Submission ,1,1:02,3 Rnd (5-5-5),Osiris Maia,Guillotine Choke After Drop to Ground ,UFC Fight Night: Magny vs. Ponzinibbio ,Tractor,The Butcher
4863,Alexandre Pantoja vs. Yuta Sasaki,W/L,Flyweight Bout,Submission ,1,2:18,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,UFC Fight Night: Magny vs. Ponzinibbio ,The Cannibal,Ulka
4862,Humberto Bandenay vs. Austin Arnett,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Joseph Terrell 28 - 29.Guilherme Bravo 27 - 29.Hallison Pontes 27 - 29.,UFC Fight Night: Magny vs. Ponzinibbio ,,
4861,Laureano Staropoli vs. Hector Aldana,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Mike Bell 27 - 30.Joseph Terrell 27 - 30.Hallison Pontes 27 - 30.,UFC Fight Night: Magny vs. Ponzinibbio ,Pepi,
4860,Devin Powell vs. Jesus Pinedo,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Mike Bell 28 - 29.Hallison Pontes 27 - 30.Joseph Terrell 27 - 30.,UFC Fight Night: Magny vs. Ponzinibbio ,,El Mudo
4859,Nad Narimani vs. Anderson Dos Santos,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,Guilherme Bravo 27 - 30.Mike Bell 27 - 30.Hallison Pontes 27 - 30.,UFC Fight Night: Magny vs. Ponzinibbio ,Smiler,Berinja
4858,Chan Sung Jung vs. Yair Rodriguez,L/W,Featherweight Bout,KO/TKO ,5,4:59,5 Rnd (5-5-5-5-5),Kevin MacDonald,Elbow to Head At Distance ,UFC Fight Night: Korean Zombie vs. Rodriguez ,The Korean Zombie,El Pantera
4857,Donald Cerrone vs. Mike Perry,W/L,Welterweight Bout,Submission ,1,4:46,3 Rnd (5-5-5),Keith Peterson,Armbar From Bottom Guard ,UFC Fight Night: Korean Zombie vs. Rodriguez ,Cowboy,Platinum
4856,Raquel Pennington vs. Germaine de Randamie,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Chris Lee 27 - 30.Derek Cleary 27 - 30.Ben Ramirez 27 - 30.,UFC Fight Night: Korean Zombie vs. Rodriguez ,Rocky,The Iron Lady
4855,Beneil Dariush vs. Thiago Moises,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 25 - 30.Derek Cleary 25 - 30.Hale Hilsabeck 26 - 30.,UFC Fight Night: Korean Zombie vs. Rodriguez ,,
4854,Maycee Barber vs. Hannah Cifers,W/L,Women's Strawweight Bout,KO/TKO ,2,2:01,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Half Guard ,UFC Fight Night: Korean Zombie vs. Rodriguez ,The Future,Shockwave
4853,Michael Trizano vs. Luis Pena,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 29 - 28.Chris Lee 28 - 29.Ben Ramirez 27 - 30.,UFC Fight Night: Korean Zombie vs. Rodriguez ,The Lone Wolf,Violent Bob Ross
4852,Ashley Yoder vs. Amanda Cooper,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Tom Johnson,Derek Cleary 28 - 29.Mark Van Tine 30 - 27.Curtis Thrasher 28 - 29.,UFC Fight Night: Korean Zombie vs. Rodriguez ,SpiderMonkey,ABC
4851,Chas Skelly vs. Bobby Moffett,NC/NC,Featherweight Bout,Overturned ,2,2:43,3 Rnd (5-5-5),Tim Mills,Early Stoppage,UFC Fight Night: Korean Zombie vs. Rodriguez ,The Scrapper,The Wolfman
4850,Davi Ramos vs. John Gunther,W/L,Lightweight Bout,Submission ,1,1:57,3 Rnd (5-5-5),Tom Johnson,Rear Naked Choke ,UFC Fight Night: Korean Zombie vs. Rodriguez ,Tasmanian Devil,The Machine
4849,Devonte Smith vs. Julian Erosa,W/L,Lightweight Bout,KO/TKO ,1,0:46,3 Rnd (5-5-5),Tim Mills,Punches to Head At Distance ,UFC Fight Night: Korean Zombie vs. Rodriguez ,King Kage,Juicy J
4848,Joseph Morales vs. Eric Shelton,L/W,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Tom Johnson,Chris Lee 28 - 29.Curtis Thrasher 30 - 27.Ben Ramirez 27 - 30.,UFC Fight Night: Korean Zombie vs. Rodriguez ,Bopo,Showtime
4847,Mark De La Rosa vs. Joby Sanchez,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Tim Mills,Sal D'amato 28 - 29.Curtis Thrasher 29 - 28.Hale Hilsabeck 27 - 30.,UFC Fight Night: Korean Zombie vs. Rodriguez ,Bumblebee,
4846,Daniel Cormier vs. Derrick Lewis,W/L,UFC Heavyweight Title Bout,Submission ,2,2:14,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,UFC 230: Cormier vs. Lewis ,DC,The Black Beast
4845,Chris Weidman vs. Jacare Souza,L/W,Middleweight Bout,KO/TKO ,3,2:46,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance ,UFC 230: Cormier vs. Lewis ,The All-American,
4844,David Branch vs. Jared Cannonier,L/W,Middleweight Bout,KO/TKO ,2,0:39,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance ,UFC 230: Cormier vs. Lewis ,,The Killa Gorilla
4843,Karl Roberson vs. Jack Marshman,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Chris Lee 26 - 30.Sal D'amato 26 - 30.Doug Crosby 27 - 30.,UFC 230: Cormier vs. Lewis ,Baby K,The Hammer
4842,Derek Brunson vs. Israel Adesanya,L/W,Middleweight Bout,KO/TKO ,1,4:51,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,UFC 230: Cormier vs. Lewis ,The One,The Last Stylebender
4841,Jason Knight vs. Jordan Rinaldi,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 27 - 30.Derek Cleary 25 - 30.Sal D'amato 26 - 30.,UFC 230: Cormier vs. Lewis ,The Kid,All Day
4840,Sijara Eubanks vs. Roxanne Modafferi,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Tirelli 27 - 30.Bryan Miner 27 - 30.Chris Lee 27 - 30.,UFC 230: Cormier vs. Lewis ,SarJ,The Happy Warrior
4839,Julio Arce vs. Sheymon Moraes,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Derek Cleary 28 - 29.Chris Lee 29 - 28.Doug Crosby 26 - 30.,UFC 230: Cormier vs. Lewis ,,
4838,Lyman Good vs. Ben Saunders,W/L,Welterweight Bout,KO/TKO ,1,1:32,3 Rnd (5-5-5),Herb Dean,Punches to Head In Clinch ,UFC 230: Cormier vs. Lewis ,Cyborg,Killa B
4837,Matt Frevola vs. Lando Vannata,D/D,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 28 - 29.Dave Tirelli 28 - 28.Sal D'amato 28 - 28.,UFC 230: Cormier vs. Lewis ,The SteamRolla,Groovy
4836,Shane Burgos vs. Kurt Holobaugh,W/L,Featherweight Bout,Submission ,1,2:11,3 Rnd (5-5-5),Yves Lavigne,Armbar From Bottom Guard ,UFC 230: Cormier vs. Lewis ,Hurricane,The Hurt
4835,Adam Wieczorek vs. Marcos Rogerio de Lima,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Dave Tirelli 27 - 30.Chris Lee 27 - 30.Sal D'amato 27 - 30.,UFC 230: Cormier vs. Lewis ,Siwy,Pezao
4834,Volkan Oezdemir vs. Anthony Smith,L/W,Light Heavyweight Bout,Submission ,3,4:26,5 Rnd (5-5-5-5-5),Yves Lavigne,Rear Naked Choke ,UFC Fight Night: Oezdemir vs. Smith ,No Time,Lionheart
4833,Michael Johnson vs. Artem Lobov,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Declan Woods 28 - 29.Doug Crosby 28 - 29.Emile Arsenault 27 - 30.,UFC Fight Night: Oezdemir vs. Smith ,The Menace,The Russian Hammer
4832,Misha Cirkunov vs. Patrick Cummins,W/L,Light Heavyweight Bout,Submission ,1,2:40,3 Rnd (5-5-5),Yves Lavigne,Arm Triangle From Side Control ,UFC Fight Night: Oezdemir vs. Smith ,,Durkin
4831,Andre Soukhamthath vs. Jonathan Martinez,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Declan Woods 26 - 30.Paul Deiron 28 - 29.Doug Crosby 28 - 29.,UFC Fight Night: Oezdemir vs. Smith ,The Asian Sensation,Dragon
4830,Gian Villante vs. Ed Herman,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Hubert Earle 28 - 29.Bob Leblanc 29 - 28.David Therien 28 - 29.,UFC Fight Night: Oezdemir vs. Smith ,,Short Fuse
4829,Alex Garcia vs. Court McGee,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Declan Woods 28 - 29.Emile Arsenault 28 - 29.Doug Crosby 28 - 30.,UFC Fight Night: Oezdemir vs. Smith ,The Dominican Nightmare,The Crusher
4828,Nordine Taleb vs. Sean Strickland,L/W,Welterweight Bout,KO/TKO ,2,3:10,3 Rnd (5-5-5),Eric Nevitt,Punch to Head On Ground ,UFC Fight Night: Oezdemir vs. Smith ,,
4827,Thibault Gouti vs. Nasrat Haqparast,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Barry Gallant,Doug Crosby 27 - 29.Paul Deiron 27 - 29.Declan Woods 26 - 30.,UFC Fight Night: Oezdemir vs. Smith ,GT,
4826,Calvin Kattar vs. Chris Fishgold,W/L,Featherweight Bout,KO/TKO ,1,4:11,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance ,UFC Fight Night: Oezdemir vs. Smith ,,
4825,Sarah Moras vs. Talita Bernardo,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric Nevitt,Doug Crosby 27 - 30.Emile Arsenault 28 - 29.James Locke 28 - 29.,UFC Fight Night: Oezdemir vs. Smith ,Cheesecake,
4824,Te Edwards vs. Don Madge,L/W,Lightweight Bout,KO/TKO ,2,0:14,3 Rnd (5-5-5),Barry Gallant,Kick to Head In Clinch ,UFC Fight Night: Oezdemir vs. Smith ,,Magic Man
4823,Arjan Bhullar vs. Marcelo Golm,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric Nevitt,Emile Arsenault 28 - 29.Declan Woods 28 - 29.James Locke 27 - 29.,UFC Fight Night: Oezdemir vs. Smith ,,
4822,Stevie Ray vs. Jessin Ayari,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Barry Gallant,Bob Leblanc 28 - 29.Paul Deiron 28 - 29.Hubert Earle 27 - 30.,UFC Fight Night: Oezdemir vs. Smith ,Braveheart,
4821,Khabib Nurmagomedov vs. Conor McGregor,W/L,UFC Lightweight Title Bout,Submission ,4,3:03,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,UFC 229: Khabib vs. McGregor ,The Eagle,The Notorious
4820,Tony Ferguson vs. Anthony Pettis,W/L,Lightweight Bout,KO/TKO ,2,5:00,3 Rnd (5-5-5),Jason Herzog,toCorner Stoppage,UFC 229: Khabib vs. McGregor ,El Cucuy,Showtime
4819,Ovince Saint Preux vs. Dominick Reyes,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 27 - 30.Sal D'amato 27 - 30.Glenn Trowbridge 27 - 30.,UFC 229: Khabib vs. McGregor ,,The Devastator
4818,Derrick Lewis vs. Alexander Volkov,W/L,Heavyweight Bout,KO/TKO ,3,4:49,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,UFC 229: Khabib vs. McGregor ,The Black Beast,Drago
4817,Michelle Waterson-Gomez vs. Felice Herrig,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Chris Lee 26 - 30.Mike Bell 28 - 29.Dave Hagen 27 - 30.,UFC 229: Khabib vs. McGregor ,The Karate Hottie,Lil Bulldog
4816,Sergio Pettis vs. Jussier Formiga,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 26 - 30.Sal D'amato 28 - 29.Dave Hagen 28 - 29.,UFC 229: Khabib vs. McGregor ,,
4815,Vicente Luque vs. Jalin Turner,W/L,Welterweight Bout,KO/TKO ,1,3:52,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Guard ,UFC 229: Khabib vs. McGregor ,The Silent Assassin,The Tarantula
4814,Aspen Ladd vs. Tonya Evinger,W/L,Women's Bantamweight Bout,KO/TKO ,1,3:26,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Back Control ,UFC 229: Khabib vs. McGregor ,,Triple Threat
4813,Scott Holtzman vs. Alan Patrick,W/L,Lightweight Bout,KO/TKO ,3,3:42,3 Rnd (5-5-5),Jason Herzog,Elbows to Head From Mount ,UFC 229: Khabib vs. McGregor ,Hot Sauce,Nuguette
4812,Lina Lansberg vs. Yana Santos,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 27 - 30.Marcos Rosales 27 - 30.Adalaide Byrd 27 - 30.,UFC 229: Khabib vs. McGregor ,Elbow Queen,
4811,Gray Maynard vs. Nik Lentz,L/W,Lightweight Bout,KO/TKO ,2,1:19,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance ,UFC 229: Khabib vs. McGregor ,,The Carny
4810,Ryan LaFlare vs. Anthony Rocco Martin,L/W,Welterweight Bout,KO/TKO ,3,1:00,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At Distance ,UFC 229: Khabib vs. McGregor ,,
4809,Thiago Santos vs. Eryk Anders,W/L,Light Heavyweight Bout,KO/TKO ,3,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,to ,UFC Fight Night: Marreta vs. Anders ,Marreta,Ya Boi
4808,Alex Oliveira vs. Carlo Pedersoli Jr.,W/L,Welterweight Bout,KO/TKO ,1,0:39,3 Rnd (5-5-5),Jerin Valel,Punch to Head In Clinch ,UFC Fight Night: Marreta vs. Anders ,Cowboy,Semento
4807,Sam Alvey vs. Rogerio Nogueira,L/W,Light Heavyweight Bout,KO/TKO ,2,1:00,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,UFC Fight Night: Marreta vs. Anders ,Smile'N,Minotouro
4806,Renan Barao vs. Andre Ewell,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Hallison Pontes 28 - 29.Marcelo Vilhena 29 - 28.Derek Cleary 28 - 29.,UFC Fight Night: Marreta vs. Anders ,The Baron,Mr. Highlight
4805,Randa Markos vs. Marina Rodriguez,D/D,Women's Strawweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,Chris Lee 28 - 28.Derek Cleary 28 - 28.Hallison Pontes 28 - 29.,UFC Fight Night: Marreta vs. Anders ,Quiet Storm,
4804,Charles Oliveira vs. Christos Giagos,W/L,Lightweight Bout,Submission ,2,3:22,3 Rnd (5-5-5),Jerin Valel,Rear Naked Choke ,UFC Fight Night: Marreta vs. Anders ,Do Bronxs,The Spartan
4803,Francisco Trinaldo vs. Evan Dunham,W/L,Lightweight Bout,KO/TKO ,2,4:10,3 Rnd (5-5-5),Marc Goddard,Knee to Body In Clinch ,UFC Fight Night: Marreta vs. Anders ,Massaranduba,
4802,Luis Henrique vs. Ryan Spann,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Chris Lee 27 - 30.Marcelo Vilhena 27 - 30.Hallison Pontes 28 - 29.,UFC Fight Night: Marreta vs. Anders ,KLB,Superman
4801,Augusto Sakai vs. Chase Sherman,W/L,Heavyweight Bout,KO/TKO ,3,4:03,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Side Control ,UFC Fight Night: Marreta vs. Anders ,,The Vanilla Gorilla
4800,Sergio Moraes vs. Ben Saunders,W/L,Welterweight Bout,Submission ,2,4:42,3 Rnd (5-5-5),Jerin Valel,Arm Triangle From Mount ,UFC Fight Night: Marreta vs. Anders ,The Panther,Killa B
4799,Mayra Bueno Silva vs. Gillian Robertson,W/L,Women's Flyweight Bout,Submission ,1,4:55,3 Rnd (5-5-5),Camila Albuquerque,Armbar From Bottom Guard ,UFC Fight Night: Marreta vs. Anders ,Sheetara,The Savage
4798,Thales Leites vs. Hector Lombard,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Guilherme Bravo 28 - 29.Chris Lee 28 - 29.Hallison Pontes 28 - 29.,UFC Fight Night: Marreta vs. Anders ,,
4797,Elizeu Zaleski dos Santos vs. Luigi Vendramini,W/L,Welterweight Bout,KO/TKO ,2,1:20,3 Rnd (5-5-5),Fernando Portella,Flying Knee Head ,UFC Fight Night: Marreta vs. Anders ,Capoeira,The Italian Stallion
4796,Livinha Souza vs. Alex Chambers,W/L,Women's Strawweight Bout,Submission ,1,1:21,3 Rnd (5-5-5),Camila Albuquerque,Guillotine Choke From Mount ,UFC Fight Night: Marreta vs. Anders ,The Brazilian Gangsta,Astro Girl
4795,Mark Hunt vs. Aleksei Oleinik,L/W,Heavyweight Bout,Submission ,1,4:26,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,UFC Fight Night: Hunt vs. Oleinik ,Super Samoan,The Boa Constrictor
4794,Jan Blachowicz vs. Nikita Krylov,W/L,Light Heavyweight Bout,Submission ,2,2:41,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Back Control ,UFC Fight Night: Hunt vs. Oleinik ,,The Miner
