fight_id,bout,outcome,weightclass,method,round,time,time format,referee,details,event,fighter_a_nickname,fighter_b_nickname
5971,Ricky Simon vs. Brian Kelleher,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30.Tony Weeks 27 - 30.Ron McCarthy 27 - 30.,UFC 258: Usman vs. Burns ,,Boom
5970,Maki Pitolo vs. Julian Marquez,L/W,Middleweight Bout,Submission ,3,4:17,3 Rnd (5-5-5),Mark Smith,Anaconda Choke On Ground ,UFC 258: Usman vs. Burns ,Coconut Bombz,The Cuban Missile Crisis
5969,Rodolfo Vieira vs. Anthony Hernandez,L/W,Middleweight Bout,Submission ,2,1:53,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke On Ground ,UFC 258: Usman vs. Burns ,,Fluffy
5968,Belal Muhammad vs. Dhiego Lima,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jerin Valel 27 - 30.Sal D'amato 27 - 30.Derek Cleary 27 - 30.,UFC 258: Usman vs. Burns ,Remember the Name,
5967,Polyana Viana vs. Mallory Martin,W/L,Women's Strawweight Bout,Submission ,1,3:18,3 Rnd (5-5-5),Mark Smith,Armbar From Mount ,UFC 258: Usman vs. Burns ,Dama de Ferro,
5966,Andre Ewell vs. Chris Gutierrez,L/W,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo 26 - 30.Ron McCarthy 28 - 29.Sal D'amato 27 - 30.,UFC 258: Usman vs. Burns ,Mr. Highlight,El Guapo
5965,Gabe Green vs. Phil Rowe,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 27 - 30.Dave Hagen 28 - 29.Eric Colon 28 - 29.,UFC 258: Usman vs. Burns ,Gifted,The Fresh Prince
5964,Alistair Overeem vs. Alexander Volkov,L/W,Heavyweight Bout,KO/TKO ,2,2:06,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance ,UFC Fight Night: Overeem vs. Volkov ,The Demolition Man,Drago
5963,Cory Sandhagen vs. Frankie Edgar,W/L,Bantamweight Bout,KO/TKO ,1,0:28,3 Rnd (5-5-5),Keith Peterson,Flying Knee Head ,UFC Fight Night: Overeem vs. Volkov ,,The Answer
5962,Michael Johnson vs. Clay Guida,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 27 - 30.Junichiro Kamijo 27 - 30.Tony Weeks 27 - 30.,UFC Fight Night: Overeem vs. Volkov ,The Menace,The Carpenter
5961,Alexandre Pantoja vs. Manel Kape,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29.Rick Winter 28 - 29.Jerin Valel 27 - 30.,UFC Fight Night: Overeem vs. Volkov ,The Cannibal,StarBoy
5960,Diego Ferreira vs. Beneil Dariush,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 28 - 29.Jerin Valel 29 - 28.Chris Lee 28 - 29.,UFC Fight Night: Overeem vs. Volkov ,,
5959,Mike Rodriguez vs. Danilo Marques,L/W,Light Heavyweight Bout,Submission ,2,4:52,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,UFC Fight Night: Overeem vs. Volkov ,Slo Mike,
5958,Devonte Smith vs. Justin Jaynes,W/L,Catch Weight Bout,TKO - Doctor's Stoppage ,2,3:38,3 Rnd (5-5-5),Keith Peterson,Eye Injury,UFC Fight Night: Overeem vs. Volkov ,King Kage,The Guitar Hero
5957,Karol Rosa vs. Joselyne Edwards,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 27 - 30.Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.,UFC Fight Night: Overeem vs. Volkov ,,La Pantera
5956,Molly McCann vs. Lara Procopio,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 27 - 29.Chris Lee 28 - 29.Jerin Valel 27 - 30.,UFC Fight Night: Overeem vs. Volkov ,Meatball,
5955,SeungWoo Choi vs. Youssef Zalal,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.Adalaide Byrd 27 - 30.,UFC Fight Night: Overeem vs. Volkov ,Sting,The Moroccan Devil
5954,Timur Valiev vs. Martin Day,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Jerin Valel 25 - 30.Rick Winter 25 - 30.Tony Weeks 26 - 30.,UFC Fight Night: Overeem vs. Volkov ,Lucky,The Spartan
5953,Ode Osbourne vs. Jerome Rivera,W/L,Featherweight Bout,KO/TKO ,1,0:26,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,UFC Fight Night: Overeem vs. Volkov ,The Jamaican Sensation,Renegade
5952,Dustin Poirier vs. Conor McGregor,W/L,Lightweight Bout,KO/TKO ,2,2:32,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance ,UFC 257: Poirier vs. McGregor ,The Diamond,The Notorious
5951,Dan Hooker vs. Michael Chandler,L/W,Lightweight Bout,KO/TKO ,1,2:30,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance ,UFC 257: Poirier vs. McGregor ,The Hangman,Iron
5950,Jessica Eye vs. Joanne Wood,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 27 - 30.Anders Ohlsson 27 - 30.Ben Cartlidge 28 - 29.,UFC 257: Poirier vs. McGregor ,Evil,JoJo
5949,Andrew Sanchez vs. Makhmud Muradov,L/W,Middleweight Bout,KO/TKO ,3,2:59,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,UFC 257: Poirier vs. McGregor ,El Dirte,
5948,Marina Rodriguez vs. Amanda Ribas,W/L,Women's Strawweight Bout,KO/TKO ,2,0:54,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,UFC 257: Poirier vs. McGregor ,,
5947,Arman Tsarukyan vs. Matt Frevola,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Sal D'amato 27 - 30.Clemens Werner 27 - 30.Eric Colon 26 - 30.,UFC 257: Poirier vs. McGregor ,Ahalkalakets,The SteamRolla
5946,Brad Tavares vs. Antonio Carlos Junior,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30.Anders Ohlsson 27 - 30.David Lethaby 28 - 29.,UFC 257: Poirier vs. McGregor ,,Cara de Sapato
5945,Julianna Pena vs. Sara McMann,W/L,Women's Bantamweight Bout,Submission ,3,3:39,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke ,UFC 257: Poirier vs. McGregor ,The Venezuelan Vixen,
5944,Khalil Rountree Jr. vs. Marcin Prachnio,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Ben Cartlidge 28 - 29.Eric Colon 28 - 29.Anders Ohlsson 28 - 29.,UFC 257: Poirier vs. McGregor ,,
5943,Nik Lentz vs. Movsar Evloev,L/W,Catch Weight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 28 - 29.Eric Colon 29 - 28.Paul Sutherland 28 - 29.,UFC 257: Poirier vs. McGregor ,The Carny,
5942,Amir Albazi vs. Zhalgas Zhumagulov,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Anders Ohlsson 28 - 29.Clemens Werner 28 - 29.,UFC 257: Poirier vs. McGregor ,The Prince,
5941,Michael Chiesa vs. Neil Magny,W/L,Welterweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 46 - 49.Sal D'amato 46 - 49.David Lethaby 46 - 49.,UFC Fight Night: Chiesa vs. Magny ,Maverick,The Haitian Sensation
5940,Warlley Alves vs. Mounir Lazzez,W/L,Welterweight Bout,KO/TKO ,1,2:35,3 Rnd (5-5-5),Herb Dean,Kick to Body At Distance ,UFC Fight Night: Chiesa vs. Magny ,,The Sniper
5939,Ike Villanueva vs. Vinicius Moreira,W/L,Light Heavyweight Bout,KO/TKO ,2,0:39,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,UFC Fight Night: Chiesa vs. Magny ,Hurricane,Mamute
5938,Roxanne Modafferi vs. Viviane Araujo,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30.David Lethaby 27 - 30.Clemens Werner 26 - 30.,UFC Fight Night: Chiesa vs. Magny ,The Happy Warrior,Vivi
5937,Matt Schnell vs. Tyson Nam,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29.Anders Ohlsson 28 - 29.Eric Colon 29 - 28.,UFC Fight Night: Chiesa vs. Magny ,Danger,
5936,Lerone Murphy vs. Douglas Silva de Andrade,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29.David Lethaby 28 - 29.Paul Sutherland 27 - 30.,UFC Fight Night: Chiesa vs. Magny ,The Miracle,D Silva
5935,Omari Akhmedov vs. Tom Breese,W/L,Middleweight Bout,Submission ,2,1:41,3 Rnd (5-5-5),Lukasz Bosacki,Arm Triangle From Half Guard ,UFC Fight Night: Chiesa vs. Magny ,Wolverine,
5934,Ricky Simon vs. Gaetano Pirrello,W/L,Bantamweight Bout,Submission ,2,4:00,3 Rnd (5-5-5),Keith Peterson,Arm Triangle From Mount ,UFC Fight Night: Chiesa vs. Magny ,,El Tigre
5933,Sumudaerji vs. Zarrukh Adashev,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 28 - 29.Sal D'amato 28 - 29.Clemens Werner 27 - 30.,UFC Fight Night: Chiesa vs. Magny ,The Tibetan Eagle,The Lion
5932,Dalcha Lungiambula vs. Markus Perez,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29.Anders Ohlsson 28 - 29.Paul Sutherland 28 - 29.,UFC Fight Night: Chiesa vs. Magny ,Champion,Maluko
5931,Francisco Figueiredo vs. Jerome Rivera,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29.David Lethaby 28 - 29.Clemens Werner 28 - 29.,UFC Fight Night: Chiesa vs. Magny ,Sniper,Renegade
5930,Mike Davis vs. Mason Jones,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 28 - 29.Eric Colon 28 - 29.Anders Ohlsson 28 - 29.,UFC Fight Night: Chiesa vs. Magny ,Beast Boy,The Dragon
5929,Umar Nurmagomedov vs. Sergey Morozov,W/L,Bantamweight Bout,Submission ,2,3:39,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,UFC Fight Night: Chiesa vs. Magny ,,
5928,Victoria Leonardo vs. Manon Fiorot,L/W,Women's Flyweight Bout,KO/TKO ,2,4:08,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head At Distance ,UFC Fight Night: Chiesa vs. Magny ,Fury,The Beast
5927,Max Holloway vs. Calvin Kattar,W/L,Featherweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 43 - 50.Ben Cartlidge 43 - 50.David Lethaby 42 - 50.,UFC Fight Night: Holloway vs. Kattar ,Blessed,
5926,Carlos Condit vs. Matt Brown,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Anders Ohlsson 27 - 30.Paul Sutherland 27 - 30.Clemens Werner 27 - 30.,UFC Fight Night: Holloway vs. Kattar ,The Natural Born Killer,The Immortal
5925,Santiago Ponzinibbio vs. Li Jingliang,L/W,Welterweight Bout,KO/TKO ,1,4:25,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,UFC Fight Night: Holloway vs. Kattar ,Argentine Dagger,The Leech
5924,Joaquin Buckley vs. Alessio Di Chirico,L/W,Middleweight Bout,KO/TKO ,1,2:12,3 Rnd (5-5-5),Keith Peterson,Kick to Head At Distance ,UFC Fight Night: Holloway vs. Kattar ,New Mansa,Manzo
5923,Punahele Soriano vs. Dusko Todorovic,W/L,Middleweight Bout,KO/TKO ,1,4:48,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,UFC Fight Night: Holloway vs. Kattar ,Puna,Thunder
5922,Wu Yanan vs. Joselyne Edwards,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Lukasz Bosacki 27 - 30.Anders Ohlsson 27 - 30.Ben Cartlidge 28 - 29.,UFC Fight Night: Holloway vs. Kattar ,Mulan,La Pantera
5921,Carlos Felipe vs. Justin Tafa,W/L,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Lukasz Bosacki 28 - 29.Anders Ohlsson 29 - 28.Paul Sutherland 28 - 29.,UFC Fight Night: Holloway vs. Kattar ,Boi,Bad Man
5920,David Zawada vs. Ramazan Emeev,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 28 - 29.Mike Bell 29 - 28.David Lethaby 28 - 29.,UFC Fight Night: Holloway vs. Kattar ,Sagat,Gorets
5919,Sarah Moras vs. Vanessa Melo,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Lukasz Bosacki 27 - 30.Anders Ohlsson 28 - 29.Clemens Werner 28 - 29.,UFC Fight Night: Holloway vs. Kattar ,Cheesecake,
5918,Jacob Kilburn vs. Austin Lingo,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,David Lethaby 26 - 30.Paul Sutherland 26 - 30.Ben Cartlidge 27 - 30.,UFC Fight Night: Holloway vs. Kattar ,The Killer,Lights Out
5917,Stephen Thompson vs. Geoff Neal,W/L,Welterweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Derek Cleary 45 - 50.Sal D'amato 45 - 50.Junichiro Kamijo 45 - 50.,UFC Fight Night: Thompson vs. Neal ,Wonderboy,Handz of Steel
5916,Jose Aldo vs. Marlon Vera,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Mike Bell 28 - 29.Eric Colon 28 - 29.Ron McCarthy 28 - 29.,UFC Fight Night: Thompson vs. Neal ,,Chito
5915,Michel Pereira vs. Khaos Williams,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Eric Colon 28 - 29.Tony Weeks 28 - 29.,UFC Fight Night: Thompson vs. Neal ,Demolidor,The OxFighter
5914,Marlon Moraes vs. Rob Font,L/W,Bantamweight Bout,KO/TKO ,1,3:47,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,UFC Fight Night: Thompson vs. Neal ,Magic,
5913,Marcin Tybura vs. Greg Hardy,W/L,Heavyweight Bout,KO/TKO ,2,4:31,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Half Guard ,UFC Fight Night: Thompson vs. Neal ,Tybur,Prince of War
5912,Anthony Pettis vs. Alex Morono,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Eric Colon 28 - 29.Ron McCarthy 28 - 29.,UFC Fight Night: Thompson vs. Neal ,Showtime,The Great White
5911,Sijara Eubanks vs. Pannie Kianzad,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,UFC Fight Night: Thompson vs. Neal ,SarJ,Banzai
5910,Deron Winn vs. Antonio Arroyo,W/L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Tony Weeks 28 - 29.,UFC Fight Night: Thompson vs. Neal ,,
5909,Gillian Robertson vs. Taila Santos,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 26 - 30.Derek Cleary 26 - 30.Dave Hagen 28 - 29.,UFC Fight Night: Thompson vs. Neal ,The Savage,
5908,Tafon Nchukwi vs. Jamie Pickett,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 25 - 30.Mike Bell 26 - 30.Chris Lee 26 - 30.,UFC Fight Night: Thompson vs. Neal ,Da Don,The Night Wolf
5907,Jimmy Flick vs. Cody Durden,W/L,Flyweight Bout,Submission ,1,3:18,3 Rnd (5-5-5),Jerin Valel,Flying Triangle ,UFC Fight Night: Thompson vs. Neal ,The Brick,Custom Made
5906,Christos Giagos vs. Carlton Minus,W/L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 26 - 30.Dave Hagen 27 - 29.Junichiro Kamijo 28 - 29.,UFC Fight Night: Thompson vs. Neal ,The Spartan,Clutch
5905,Deiveson Figueiredo vs. Brandon Moreno,D/D,UFC Flyweight Title Bout,Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Derek Cleary 46 - 48.Sal D'amato 47 - 47.Junichiro Kamijo 47 - 47.,UFC 256: Figueiredo vs. Moreno ,Deus da Guerra,The Assassin Baby
5904,Tony Ferguson vs. Charles Oliveira,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 26 - 30.Eric Colon 26 - 30.Ron McCarthy 26 - 30.,UFC 256: Figueiredo vs. Moreno ,El Cucuy,Do Bronxs
5903,Mackenzie Dern vs. Virna Jandiroba,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,UFC 256: Figueiredo vs. Moreno ,,Carcara
5902,Kevin Holland vs. Jacare Souza,W/L,Middleweight Bout,KO/TKO ,1,1:45,3 Rnd (5-5-5),Mark Smith,Punch to Head From Bottom ,UFC 256: Figueiredo vs. Moreno ,Trailblazer,
5901,Junior Dos Santos vs. Ciryl Gane,L/W,Heavyweight Bout,KO/TKO ,2,2:34,3 Rnd (5-5-5),Jerin Valel,Elbow to Head In Clinch ,UFC 256: Figueiredo vs. Moreno ,Cigano,Bon Gamin
5900,Cub Swanson vs. Daniel Pineda,W/L,Featherweight Bout,KO/TKO ,2,1:52,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,UFC 256: Figueiredo vs. Moreno ,,The Pit
5899,Renato Moicano vs. Rafael Fiziev,L/W,Lightweight Bout,KO/TKO ,1,4:05,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,UFC 256: Figueiredo vs. Moreno ,,Ataman
5898,Gavin Tucker vs. Billy Quarantillo,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Dave Hagen 27 - 30.Chris Lee 27 - 30.Ron McCarthy 27 - 30.,UFC 256: Figueiredo vs. Moreno ,Guv'nor,
5897,Tecia Pennington vs. Sam Hughes,W/L,Women's Strawweight Bout,TKO - Doctor's Stoppage ,1,5:00,3 Rnd (5-5-5),Jason Herzog,Eye Injury,UFC 256: Figueiredo vs. Moreno ,Tiny Tornado,Sampage
5896,Chase Hooper vs. Peter Barrett,W/L,Featherweight Bout,Submission ,3,3:02,3 Rnd (5-5-5),Chris Tognoni,Heel Hook On Ground ,UFC 256: Figueiredo vs. Moreno ,The Dream,Slippery
5895,Jack Hermansson vs. Marvin Vettori,L/W,Middleweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49.Sal D'amato 46 - 49.Junichiro Kamijo 45 - 49.,UFC Fight Night: Hermansson vs. Vettori ,The Joker,The Italian Dream
5894,Ovince Saint Preux vs. Jamahal Hill,L/W,Light Heavyweight Bout,KO/TKO ,2,3:37,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,UFC Fight Night: Hermansson vs. Vettori ,,Sweet Dreams
5893,Gabriel Benitez vs. Justin Jaynes,W/L,Lightweight Bout,KO/TKO ,1,4:06,3 Rnd (5-5-5),Mark Smith,Knee to Body At Distance ,UFC Fight Night: Hermansson vs. Vettori ,Moggly,The Guitar Hero
5892,Roman Dolidze vs. John Allan,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 29 - 28.Dave Hagen 27 - 30.Mike Bell 28 - 29.,UFC Fight Night: Hermansson vs. Vettori ,,
5891,Matt Wiman vs. Jordan Leavitt,L/W,Lightweight Bout,KO/TKO ,1,0:22,3 Rnd (5-5-5),Chris Tognoni,Slam to On Ground ,UFC Fight Night: Hermansson vs. Vettori ,,The Monkey King
5890,Louis Smolka vs. Jose Quinonez,W/L,Bantamweight Bout,KO/TKO ,2,2:15,3 Rnd (5-5-5),Jason Herzog,Punches to Head From Back Control ,UFC Fight Night: Hermansson vs. Vettori ,Da Last Samurai,Teco
5889,Ilia Topuria vs. Damon Jackson,W/L,Featherweight Bout,KO/TKO ,1,2:38,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,UFC Fight Night: Hermansson vs. Vettori ,El Matador,The Leech
5888,Gian Villante vs. Jake Collier,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 27 - 30.Eric Colon 27 - 30.Adalaide Byrd 27 - 30.,UFC Fight Night: Hermansson vs. Vettori ,,The Prototype
5887,Anthony Smith vs. Devin Clark,W/L,Light Heavyweight Bout,Submission ,1,2:34,5 Rnd (5-5-5-5-5),Herb Dean,Triangle Choke From Bottom Guard ,UFC Fight Night: Smith vs. Clark ,Lionheart,Brown Bear
5886,Miguel Baeza vs. Takashi Sato,W/L,Welterweight Bout,Submission ,2,4:28,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Side Control ,UFC Fight Night: Smith vs. Clark ,Caramel Thunder,Ten
5885,Josh Parisian vs. Parker Porter,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 26 - 30.Anthony Maness 27 - 30.Tony Weeks 28 - 29.,UFC Fight Night: Smith vs. Clark ,,
5884,Spike Carlyle vs. Bill Algeo,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30.Sal D'amato 27 - 30.Tony Weeks 27 - 30.,UFC Fight Night: Smith vs. Clark ,Alpha Ginger,Senor Perfecto
5883,Ashlee Evans-Smith vs. Norma Dumont,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 26 - 30.Derek Cleary 26 - 30.Dave Hagen 26 - 30.,UFC Fight Night: Smith vs. Clark ,Rebel Girl,The Immortal
5882,Jonathan Pearce vs. Kai Kamaka,W/L,Featherweight Bout,KO/TKO ,2,4:28,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Back Control ,UFC Fight Night: Smith vs. Clark ,JSP,The Fighting Hawaiian
5881,Martin Day vs. Anderson Dos Santos,L/W,Bantamweight Bout,Submission ,1,4:35,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Bottom Guard ,UFC Fight Night: Smith vs. Clark ,The Spartan,Berinja
5880,Gina Mazany vs. Rachael Ostovich,W/L,Women's Flyweight Bout,KO/TKO ,3,4:10,3 Rnd (5-5-5),Mark Smith,Kick to Body At Distance ,UFC Fight Night: Smith vs. Clark ,Danger,
5879,Sumudaerji vs. Malcolm Gordon,W/L,Flyweight Bout,KO/TKO ,1,0:44,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance ,UFC Fight Night: Smith vs. Clark ,The Tibetan Eagle,X
5878,Luke Sanders vs. Nate Maness,L/W,Catch Weight Bout,Submission ,2,2:29,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,UFC Fight Night: Smith vs. Clark ,Cool Hand,Mayhem
5877,Deiveson Figueiredo vs. Alex Perez,W/L,UFC Flyweight Title Bout,Submission ,1,1:57,5 Rnd (5-5-5-5-5),Marc Goddard,Guillotine Choke From Bottom Guard ,UFC 255: Figueiredo vs. Perez ,Deus da Guerra,
5876,Valentina Shevchenko vs. Jennifer Maia,W/L,UFC Women's Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 46 - 49.Mike Bell 46 - 49.Junichiro Kamijo 46 - 49.,UFC 255: Figueiredo vs. Perez ,Bullet,
5875,Mike Perry vs. Tim Means,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Dave Hagen 27 - 30.Chris Lee 28 - 29.Mike Bell 28 - 29.,UFC 255: Figueiredo vs. Perez ,Platinum,The Dirty Bird
5874,Katlyn Cerminara vs. Cynthia Calvillo,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30.Sal D'amato 27 - 30.Derek Cleary 27 - 30.,UFC 255: Figueiredo vs. Perez ,Blonde Fighter,
5873,Mauricio Rua vs. Paul Craig,L/W,Light Heavyweight Bout,KO/TKO ,2,3:36,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control ,UFC 255: Figueiredo vs. Perez ,Shogun,Bearjew
5872,Brandon Moreno vs. Brandon Royval,W/L,Flyweight Bout,KO/TKO ,1,4:59,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,UFC 255: Figueiredo vs. Perez ,The Assassin Baby,Raw Dawg
5871,Joaquin Buckley vs. Jordan Wright,W/L,Middleweight Bout,KO/TKO ,2,0:18,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,UFC 255: Figueiredo vs. Perez ,New Mansa,The Beverly Hills Ninja
5870,Antonina Shevchenko vs. Ariane da Silva,W/L,Women's Flyweight Bout,KO/TKO ,2,4:33,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Back Control ,UFC 255: Figueiredo vs. Perez ,La Pantera,Queen of Violence
5869,Daniel Rodriguez vs. Nicolas Dalby,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 27 - 30.Anthony Maness 28 - 29.Derek Cleary 28 - 29.,UFC 255: Figueiredo vs. Perez ,D-Rod,Danish Dynamite
5868,Alan Jouban vs. Jared Gooden,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 27 - 30.Eric Colon 27 - 30.Mike Bell 27 - 30.,UFC 255: Figueiredo vs. Perez ,Brahma,NiteTrain
