fight_id,fighter_id,round,kd,sig.str. %,td %,sub.att,rev.,ctrl,sig.str._landed,sig.str._attempted,total str._landed,total str._attempted,td_landed,td_attempted,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
8363,4087,round 1,1,64%,---,0,0,0:03,11,17,11,17,0,0,6,9,2,3,3,5,9,15,0,0,2,2
8363,3279,round 1,0,45%,---,0,0,0:00,5,11,5,11,0,0,0,5,1,1,4,5,5,11,0,0,0,0
8362,816,round 1,0,75%,50%,1,1,2:08,12,16,12,16,2,4,3,7,1,1,8,8,9,12,0,0,3,4
8362,1120,round 1,0,71%,---,0,0,0:05,10,14,10,14,0,0,9,13,0,0,1,1,10,14,0,0,0,0
8361,1844,round 1,0,57%,---,0,0,0:00,32,56,32,56,0,0,14,33,11,16,7,7,29,52,3,4,0,0
8361,1844,round 2,0,69%,33%,0,0,1:04,29,42,29,43,1,3,12,25,5,5,12,12,28,41,1,1,0,0
8361,1844,round 3,0,36%,66%,1,0,2:54,4,11,12,24,2,3,3,10,0,0,1,1,1,2,0,0,3,9
8361,3962,round 1,0,37%,0%,0,0,0:02,16,43,16,43,0,1,11,34,4,8,1,1,16,43,0,0,0,0
8361,3962,round 2,0,34%,0%,0,0,0:25,20,58,30,68,0,2,18,52,2,6,0,0,20,57,0,1,0,0
8361,3962,round 3,0,58%,0%,0,1,1:12,7,12,22,31,0,1,7,12,0,0,0,0,2,6,0,0,5,6
8360,2475,round 1,0,45%,---,1,1,0:22,9,20,10,21,0,0,4,14,3,3,2,3,8,18,1,2,0,0
8360,2475,round 2,0,43%,---,1,0,3:53,7,16,14,23,0,0,5,14,1,1,1,1,6,13,0,0,1,3
8360,2475,round 3,0,25%,0%,1,0,0:28,2,8,4,10,0,1,2,8,0,0,0,0,1,6,1,2,0,0
8360,2360,round 1,0,56%,50%,0,0,1:08,18,32,24,38,1,2,16,30,0,0,2,2,18,31,0,1,0,0
8360,2360,round 2,0,50%,0%,0,0,0:00,7,14,22,29,0,1,7,12,0,1,0,1,7,14,0,0,0,0
8360,2360,round 3,0,54%,100%,1,0,1:38,6,11,27,36,2,2,5,10,1,1,0,0,4,7,2,4,0,0
8359,2859,round 1,0,42%,100%,1,0,0:34,26,61,33,69,1,1,13,35,9,20,4,6,23,55,3,6,0,0
8359,572,round 1,0,35%,0%,0,0,0:18,15,42,15,42,0,1,7,30,1,5,7,7,14,39,0,1,1,2
8358,3857,round 1,0,59%,0%,0,0,0:58,37,62,41,67,0,2,21,37,15,23,1,2,32,56,5,6,0,0
8358,3857,round 2,0,41%,100%,0,0,2:52,16,39,31,68,1,1,11,29,5,10,0,0,12,34,3,4,1,1
8358,3857,round 3,0,49%,0%,0,0,0:03,28,57,29,58,0,1,12,36,15,20,1,1,26,55,2,2,0,0
8358,320,round 1,0,45%,---,0,0,0:40,15,33,20,38,0,0,4,17,5,10,6,6,13,30,2,3,0,0
8358,320,round 2,0,31%,100%,0,0,0:19,6,19,19,34,1,1,5,17,1,2,0,0,6,17,0,0,0,2
8358,320,round 3,0,59%,20%,0,0,1:24,22,37,23,39,1,5,12,26,6,7,4,4,20,34,2,3,0,0
8357,3420,round 1,1,33%,---,0,0,0:36,12,36,20,48,0,0,8,31,1,2,3,3,8,19,0,0,4,17
8357,3103,round 1,0,53%,---,0,0,0:00,7,13,7,13,0,0,0,4,0,1,7,8,7,13,0,0,0,0
8356,2729,round 1,0,37%,100%,0,0,3:49,3,8,3,9,2,2,1,5,0,1,2,2,3,7,0,0,0,1
8356,2729,round 2,0,55%,0%,0,0,1:38,15,27,18,30,0,8,12,22,2,3,1,2,13,24,2,3,0,0
8356,2729,round 3,0,46%,14%,0,0,0:14,25,54,26,55,1,7,19,47,5,6,1,1,24,51,1,3,0,0
8356,310,round 1,0,50%,---,0,0,0:00,5,10,8,14,0,0,2,5,0,2,3,3,5,9,0,0,0,1
8356,310,round 2,0,30%,---,0,0,0:00,10,33,15,40,0,0,6,25,2,4,2,4,8,28,2,5,0,0
8356,310,round 3,0,42%,---,1,0,0:07,31,73,32,75,0,0,24,63,6,7,1,3,24,62,7,11,0,0
8355,3994,round 1,0,57%,16%,1,0,2:43,43,75,72,111,1,6,38,70,2,2,3,3,6,12,0,1,37,62
8355,3994,round 2,0,57%,0%,0,0,1:56,8,14,16,27,0,3,4,9,4,5,0,0,4,9,4,5,0,0
8355,3994,round 3,0,50%,20%,0,0,3:06,11,22,38,61,1,5,6,16,2,3,3,3,5,10,0,0,6,12
8355,2757,round 1,0,44%,50%,0,0,0:11,12,27,18,36,1,2,9,20,0,1,3,6,9,20,3,5,0,2
8355,2757,round 2,0,51%,---,0,0,0:37,18,35,26,45,0,0,9,23,3,4,6,8,7,20,11,15,0,0
8355,2757,round 3,0,48%,---,0,0,0:04,13,27,18,37,0,0,8,18,4,5,1,4,11,22,2,5,0,0
8354,2664,round 1,0,31%,50%,0,0,2:44,10,32,25,56,1,2,8,28,2,3,0,1,5,24,0,0,5,8
8354,2664,round 2,0,53%,66%,0,0,3:42,17,32,38,55,2,3,12,25,4,6,1,1,7,12,1,1,9,19
8354,2664,round 3,0,58%,100%,0,0,4:17,14,24,36,53,2,2,14,24,0,0,0,0,0,0,0,0,14,24
8354,610,round 1,0,66%,---,1,0,0:00,24,36,39,52,0,0,11,20,3,4,10,12,23,34,1,2,0,0
8354,610,round 2,0,60%,---,0,0,0:00,15,25,22,34,0,0,12,21,2,2,1,2,14,22,0,1,1,2
8354,610,round 3,0,42%,---,0,0,0:00,9,21,14,29,0,0,8,19,0,0,1,2,9,21,0,0,0,0
8353,3088,round 1,0,59%,---,0,0,0:29,29,49,30,50,0,0,23,42,2,3,4,4,11,20,12,18,6,11
8353,1092,round 1,0,33%,0%,0,0,0:13,3,9,3,9,0,2,2,8,1,1,0,0,2,8,1,1,0,0
8352,2279,round 1,0,71%,0%,0,0,0:00,15,21,28,36,0,1,9,14,3,3,3,4,14,20,1,1,0,0
8352,2279,round 2,0,45%,---,0,0,0:00,9,20,24,36,0,0,3,12,5,7,1,1,7,15,2,5,0,0
8352,2279,round 3,0,30%,---,0,0,0:11,6,20,15,30,0,0,2,11,4,9,0,0,4,16,2,4,0,0
8352,3989,round 1,0,50%,50%,1,0,2:39,24,48,35,64,2,4,16,35,2,4,6,9,12,30,0,1,12,17
8352,3989,round 2,0,33%,66%,0,0,3:46,12,36,44,75,2,3,9,29,3,3,0,4,7,26,5,8,0,2
8352,3989,round 3,0,34%,25%,0,0,3:37,8,23,31,63,1,4,4,14,2,6,2,3,4,14,4,9,0,0
8351,2283,round 1,0,55%,100%,0,0,1:58,43,77,50,86,1,1,36,67,0,0,7,10,14,24,0,0,29,53
8351,2283,round 2,1,53%,66%,0,0,0:42,31,58,36,68,2,3,27,51,1,1,3,6,17,41,1,2,13,15
8351,3702,round 1,0,50%,---,0,1,0:03,10,20,10,20,0,0,5,11,2,6,3,3,10,20,0,0,0,0
8351,3702,round 2,0,46%,---,0,0,0:00,33,71,33,71,0,0,21,56,8,11,4,4,32,70,1,1,0,0
8350,1238,round 1,0,21%,0%,0,0,0:20,11,51,11,51,0,2,11,48,0,2,0,1,11,51,0,0,0,0
8350,1238,round 2,0,30%,0%,0,0,0:39,15,49,15,49,0,3,9,37,5,11,1,1,15,49,0,0,0,0
8350,1238,round 3,0,39%,---,0,0,0:00,23,58,23,58,0,0,20,53,2,4,1,1,23,58,0,0,0,0
8350,2452,round 1,0,48%,0%,0,0,0:00,22,45,35,58,0,1,7,25,5,8,10,12,22,45,0,0,0,0
8350,2452,round 2,0,37%,0%,0,0,0:30,10,27,30,47,0,1,6,20,3,5,1,2,10,27,0,0,0,0
8350,2452,round 3,0,36%,---,0,0,0:03,30,83,50,105,0,0,20,70,2,3,8,10,30,83,0,0,0,0
8349,1338,round 1,0,53%,100%,0,0,0:24,22,41,23,42,1,1,15,33,2,2,5,6,20,39,2,2,0,0
8349,1338,round 2,0,54%,50%,1,1,1:12,33,61,48,77,1,2,26,54,3,3,4,4,27,55,6,6,0,0
8349,1338,round 3,1,60%,---,1,0,0:25,36,60,36,60,0,0,33,57,2,2,1,1,23,43,2,3,11,14
8349,1436,round 1,0,35%,0%,0,0,0:00,23,64,24,65,0,1,16,55,5,7,2,2,23,64,0,0,0,0
8349,1436,round 2,0,36%,100%,0,0,0:09,31,86,45,100,1,1,29,82,2,4,0,0,31,86,0,0,0,0
8349,1436,round 3,0,30%,0%,0,0,0:00,11,36,11,36,0,1,10,34,1,2,0,0,11,36,0,0,0,0
8348,1345,round 1,0,56%,---,0,0,0:03,14,25,15,26,0,0,4,14,6,7,4,4,14,25,0,0,0,0
8348,1345,round 2,1,53%,---,0,0,0:06,23,43,23,43,0,0,14,30,6,9,3,4,23,43,0,0,0,0
8348,1345,round 3,0,40%,---,0,0,0:14,20,49,20,49,0,0,12,37,4,8,4,4,19,48,1,1,0,0
8348,3862,round 1,0,48%,100%,0,0,0:47,24,49,25,50,1,1,3,23,13,17,8,9,20,44,4,5,0,0
8348,3862,round 2,0,44%,0%,0,1,1:13,20,45,24,49,0,3,12,35,4,5,4,5,15,38,0,0,5,7
8348,3862,round 3,0,38%,0%,0,0,0:00,20,52,20,52,0,2,10,35,8,12,2,5,20,52,0,0,0,0
8347,1643,round 1,0,33%,---,0,0,0:00,12,36,12,36,0,0,7,28,2,4,3,4,12,36,0,0,0,0
8347,1643,round 2,1,46%,---,0,0,0:12,18,39,18,39,0,0,15,35,2,2,1,2,8,25,0,0,10,14
8347,1190,round 1,0,20%,---,0,0,0:00,11,53,11,53,0,0,3,29,6,19,2,5,11,51,0,2,0,0
8347,1190,round 2,0,26%,---,0,0,0:00,12,45,12,45,0,0,5,27,5,16,2,2,12,45,0,0,0,0
8346,2317,round 1,2,37%,0%,0,0,0:47,15,40,17,42,0,1,13,38,1,1,1,1,9,33,3,3,3,4
8346,2173,round 1,0,50%,0%,0,0,0:07,12,24,13,25,0,1,9,19,3,4,0,1,10,22,2,2,0,0
8345,864,round 1,0,36%,---,0,0,0:00,9,25,13,29,0,0,5,17,3,7,1,1,9,24,0,1,0,0
8345,4018,round 1,0,66%,100%,1,0,2:16,16,24,27,36,2,2,10,18,6,6,0,0,10,18,6,6,0,0
8344,3186,round 1,0,37%,66%,0,0,4:22,3,8,37,44,2,3,3,8,0,0,0,0,0,3,0,0,3,5
8344,3186,round 2,0,19%,20%,0,0,0:55,6,31,6,31,1,5,3,28,3,3,0,0,6,31,0,0,0,0
8344,3186,round 3,0,50%,12%,0,0,2:08,12,24,15,27,1,8,8,20,4,4,0,0,10,22,2,2,0,0
8344,3688,round 1,0,0%,---,0,0,0:00,0,4,29,33,0,0,0,4,0,0,0,0,0,4,0,0,0,0
8344,3688,round 2,0,37%,---,1,0,0:18,11,29,13,31,0,0,2,18,5,7,4,4,11,29,0,0,0,0
8344,3688,round 3,1,42%,---,0,0,0:45,14,33,53,72,0,0,10,28,4,5,0,0,8,19,3,5,3,9
8343,3885,round 1,0,70%,20%,0,0,2:58,7,10,25,30,1,5,0,0,1,4,6,6,6,9,1,1,0,0
8343,3885,round 2,0,35%,50%,0,0,4:00,5,14,27,36,1,2,1,7,3,5,1,2,1,6,4,8,0,0
8343,3885,round 3,0,53%,20%,0,0,2:36,8,15,18,25,1,5,0,4,6,8,2,3,2,9,6,6,0,0
8343,2206,round 1,0,83%,---,0,0,0:03,5,6,6,7,0,0,0,0,4,5,1,1,5,6,0,0,0,0
8343,2206,round 2,0,100%,---,1,0,0:00,5,5,16,16,0,0,1,1,0,0,4,4,4,4,1,1,0,0
8343,2206,round 3,0,59%,---,0,1,0:31,13,22,17,26,0,0,11,20,0,0,2,2,5,12,3,3,5,7
8342,32,round 1,0,47%,50%,0,0,0:18,35,73,35,73,1,2,12,47,12,15,11,11,30,67,5,6,0,0
8342,32,round 2,0,30%,0%,0,0,0:00,20,65,20,65,0,2,9,46,3,8,8,11,19,64,1,1,0,0
8342,32,round 3,0,30%,0%,0,0,0:20,30,97,32,99,0,1,14,71,10,20,6,6,27,93,3,4,0,0
8342,1520,round 1,0,24%,---,0,0,0:00,12,49,12,49,0,0,5,41,4,5,3,3,12,47,0,2,0,0
8342,1520,round 2,0,31%,---,0,0,0:00,20,64,22,66,0,0,10,51,6,8,4,5,20,64,0,0,0,0
8342,1520,round 3,0,45%,0%,0,0,0:21,33,73,39,80,0,5,28,65,2,5,3,3,27,63,2,3,4,7
8341,3262,round 1,0,28%,---,0,0,0:00,2,7,2,7,0,0,0,3,1,3,1,1,2,7,0,0,0,0
8341,1037,round 1,0,30%,---,0,0,0:00,3,10,3,10,0,0,1,8,0,0,2,2,3,10,0,0,0,0
8340,782,round 1,0,20%,0%,0,0,0:01,10,48,10,48,0,2,5,30,1,6,4,12,10,48,0,0,0,0
8340,782,round 2,0,25%,100%,2,0,1:23,1,4,3,7,1,1,1,4,0,0,0,0,1,4,0,0,0,0
8340,782,round 3,0,25%,0%,0,0,0:00,1,4,1,4,0,1,1,3,0,0,0,1,1,4,0,0,0,0
8340,764,round 1,0,35%,---,0,0,0:00,20,57,20,57,0,0,14,49,0,2,6,6,20,57,0,0,0,0
8340,764,round 2,0,63%,100%,0,1,3:15,12,19,47,55,2,2,11,18,1,1,0,0,1,6,0,0,11,13
8340,764,round 3,0,52%,---,0,0,0:03,10,19,10,19,0,0,9,18,0,0,1,1,8,16,0,0,2,3
8339,3273,round 1,0,27%,0%,0,0,0:21,11,40,15,44,0,4,6,28,2,4,3,8,10,39,1,1,0,0
8339,3273,round 2,0,32%,---,1,0,1:07,20,62,31,77,0,0,16,55,1,3,3,4,20,62,0,0,0,0
8339,3273,round 3,0,21%,0%,0,0,0:17,14,64,14,64,0,1,9,53,3,7,2,4,13,62,1,2,0,0
8339,3076,round 1,0,34%,---,0,0,0:00,14,41,14,41,0,0,7,31,7,9,0,1,12,39,2,2,0,0
8339,3076,round 2,0,23%,0%,0,0,0:00,10,42,10,42,0,1,9,39,0,2,1,1,10,42,0,0,0,0
8339,3076,round 3,0,38%,0%,0,0,0:19,13,34,19,40,0,2,13,33,0,1,0,0,13,34,0,0,0,0
8338,3629,round 1,0,27%,25%,0,0,1:02,10,36,10,36,1,4,7,30,3,6,0,0,7,33,3,3,0,0
8338,989,round 1,1,57%,33%,0,0,1:03,39,68,42,71,1,3,29,55,8,11,2,2,23,44,6,9,10,15
8337,1773,round 1,0,55%,---,0,0,0:00,10,18,15,23,0,0,3,6,3,5,4,7,9,17,1,1,0,0
8337,1773,round 2,0,50%,---,0,0,0:00,13,26,13,26,0,0,9,20,3,4,1,2,13,26,0,0,0,0
8337,1773,round 3,0,41%,---,0,0,0:02,13,31,14,32,0,0,10,24,2,6,1,1,13,31,0,0,0,0
8337,1773,round 4,0,54%,---,0,0,0:27,24,44,26,46,0,0,17,35,3,5,4,4,24,44,0,0,0,0
8337,1773,round 5,0,48%,---,0,0,0:00,21,43,21,43,0,0,14,33,3,6,4,4,20,42,1,1,0,0
8337,415,round 1,0,27%,0%,0,0,0:51,6,22,13,30,0,2,1,10,4,8,1,4,3,19,3,3,0,0
8337,415,round 2,0,23%,0%,0,0,0:00,7,30,7,30,0,1,3,16,1,11,3,3,7,30,0,0,0,0
8337,415,round 3,0,44%,0%,0,0,0:22,17,38,21,42,0,1,8,22,7,13,2,3,14,35,3,3,0,0
8337,415,round 4,0,37%,0%,0,0,0:00,12,32,20,40,0,1,10,26,0,3,2,3,12,32,0,0,0,0
8337,415,round 5,0,54%,---,0,0,0:07,24,44,28,48,0,0,17,35,2,3,5,6,23,43,1,1,0,0
8336,3458,round 1,0,33%,40%,0,0,3:04,6,18,19,32,2,5,2,12,4,6,0,0,4,14,2,2,0,2
8336,3458,round 2,0,55%,20%,1,0,1:34,11,20,18,29,1,5,7,14,4,6,0,0,5,12,1,1,5,7
8336,3432,round 1,0,16%,---,0,0,0:16,1,6,1,6,0,0,0,4,1,2,0,0,1,6,0,0,0,0
8336,3432,round 2,0,36%,---,0,0,0:18,4,11,5,12,0,0,4,10,0,1,0,0,4,11,0,0,0,0
8335,513,round 1,0,61%,---,0,0,1:50,22,36,29,44,0,0,18,30,0,0,4,6,10,17,0,0,12,19
8335,800,round 1,0,42%,0%,0,0,0:45,6,14,30,39,0,2,0,4,2,3,4,7,5,13,1,1,0,0
8334,2910,round 1,1,39%,---,0,0,0:21,29,73,31,75,0,0,21,61,6,10,2,2,25,59,0,0,4,14
8334,2910,round 2,0,34%,0%,0,0,0:00,9,26,9,26,0,1,5,15,2,9,2,2,9,26,0,0,0,0
8334,1903,round 1,1,35%,100%,1,0,2:16,20,57,25,62,1,1,17,51,1,2,2,4,12,44,2,3,6,10
8334,1903,round 2,0,46%,100%,0,0,1:25,37,79,42,85,1,1,35,77,1,1,1,1,11,40,0,0,26,39
8333,3769,round 1,0,36%,33%,0,0,2:11,9,25,13,29,1,3,9,22,0,3,0,0,8,24,1,1,0,0
8333,3769,round 2,0,36%,0%,0,0,0:51,18,49,19,52,0,1,16,46,2,3,0,0,15,44,3,5,0,0
8333,3769,round 3,1,58%,---,0,0,0:03,18,31,20,33,0,0,15,26,3,5,0,0,13,26,1,1,4,4
8333,2525,round 1,0,15%,---,0,0,0:00,6,39,15,53,0,0,6,38,0,1,0,0,5,35,1,4,0,0
8333,2525,round 2,0,27%,---,0,0,0:00,16,59,20,64,0,0,10,53,6,6,0,0,10,50,6,9,0,0
8333,2525,round 3,0,29%,---,0,0,0:00,11,37,13,39,0,0,11,37,0,0,0,0,8,31,3,6,0,0
8332,1415,round 1,0,46%,---,0,0,0:01,14,30,17,33,0,0,2,10,6,12,6,8,12,28,2,2,0,0
8332,1415,round 2,0,41%,---,0,0,0:00,12,29,22,39,0,0,6,19,3,7,3,3,6,23,6,6,0,0
8332,1415,round 3,0,41%,100%,0,0,0:56,23,55,27,60,2,2,11,40,8,10,4,5,19,51,4,4,0,0
8332,3430,round 1,0,34%,100%,0,0,1:28,10,29,12,31,1,1,2,17,4,7,4,5,9,28,1,1,0,0
8332,3430,round 2,0,47%,33%,0,0,2:59,8,17,23,32,1,3,3,10,5,6,0,1,5,14,3,3,0,0
8332,3430,round 3,0,32%,0%,0,0,0:09,16,50,19,53,0,2,9,35,7,15,0,0,13,47,3,3,0,0
8331,3911,round 1,0,39%,50%,0,0,3:28,17,43,21,49,2,4,14,38,0,1,3,4,4,11,0,0,13,32
8331,3292,round 1,0,35%,---,0,0,0:03,5,14,11,22,0,0,2,10,1,2,2,2,5,14,0,0,0,0
8330,4079,round 1,0,44%,---,0,0,1:18,4,9,8,15,0,0,1,5,3,4,0,0,2,7,2,2,0,0
8330,922,round 1,1,46%,---,0,0,0:08,13,28,15,30,0,0,13,28,0,0,0,0,9,23,0,0,4,5
8329,1570,round 1,0,34%,---,0,0,0:00,8,23,8,23,0,0,6,18,0,3,2,2,8,23,0,0,0,0
8329,1184,round 1,1,60%,---,0,0,0:13,24,40,24,40,0,0,11,24,3,4,10,12,24,39,0,0,0,1
8328,3033,round 1,0,52%,---,0,0,0:00,25,48,25,48,0,0,21,43,0,1,4,4,25,48,0,0,0,0
8328,4243,round 1,0,47%,---,0,0,0:00,18,38,18,38,0,0,9,23,3,6,6,9,18,38,0,0,0,0
8327,3961,round 1,0,42%,100%,0,0,1:22,17,40,25,49,1,1,12,34,3,3,2,3,16,39,1,1,0,0
8327,3961,round 2,0,37%,0%,0,0,0:00,15,40,15,40,0,1,3,23,3,6,9,11,15,39,0,1,0,0
8327,3961,round 3,0,45%,0%,0,0,0:00,10,22,10,22,0,1,2,12,2,4,6,6,10,22,0,0,0,0
8327,498,round 1,1,53%,100%,0,0,1:16,39,73,48,84,1,1,26,56,11,15,2,2,22,46,9,14,8,13
8327,498,round 2,0,32%,---,0,0,0:03,9,28,9,28,0,0,4,17,3,7,2,4,9,28,0,0,0,0
8327,498,round 3,0,54%,---,0,0,0:03,20,37,20,37,0,0,17,31,2,5,1,1,12,27,0,2,8,8
8326,1525,round 1,0,26%,---,0,0,0:00,5,19,5,19,0,0,4,18,1,1,0,0,4,18,1,1,0,0
8326,1160,round 1,0,54%,---,0,0,0:04,23,42,23,42,0,0,19,38,3,3,1,1,15,29,8,11,0,2
8325,254,round 1,0,33%,0%,0,0,0:00,7,21,33,48,0,1,3,10,2,6,2,5,6,18,1,3,0,0
8325,254,round 2,0,35%,---,0,0,0:00,6,17,9,20,0,0,2,10,2,3,2,4,6,15,0,0,0,2
8325,1746,round 1,0,44%,50%,0,0,4:09,13,29,45,65,1,2,11,27,2,2,0,0,2,14,2,3,9,12
8325,1746,round 2,0,47%,100%,1,0,1:20,8,17,10,19,1,1,8,16,0,1,0,0,2,7,1,2,5,8
8324,4209,round 1,0,40%,0%,0,0,0:39,9,22,10,25,0,2,3,12,1,5,5,5,7,18,2,4,0,0
8324,4209,round 2,1,91%,---,0,0,0:41,41,45,41,45,0,0,33,37,0,0,8,8,8,8,0,0,33,37
8324,4423,round 1,0,40%,---,0,0,1:21,12,30,20,42,0,0,6,24,5,5,1,1,7,22,4,6,1,2
8324,4423,round 2,0,47%,---,0,0,0:00,8,17,8,17,0,0,2,11,1,1,5,5,8,17,0,0,0,0
8323,2943,round 1,0,7%,---,0,0,0:00,2,28,2,28,0,0,2,25,0,2,0,1,2,28,0,0,0,0
8323,2943,round 2,0,22%,---,0,0,0:00,9,40,9,40,0,0,5,33,4,6,0,1,9,40,0,0,0,0
8323,2943,round 3,0,50%,0%,0,0,0:00,21,42,21,42,0,1,8,27,8,10,5,5,21,42,0,0,0,0
8323,2943,round 4,0,35%,---,0,0,0:02,13,37,29,55,0,0,8,29,5,8,0,0,12,36,0,0,1,1
8323,2943,round 5,0,37%,0%,0,0,0:06,10,27,39,60,0,1,7,24,3,3,0,0,10,27,0,0,0,0
8323,3848,round 1,0,61%,---,0,0,0:00,27,44,27,44,0,0,16,32,3,4,8,8,27,44,0,0,0,0
8323,3848,round 2,0,24%,---,0,0,0:00,13,54,13,54,0,0,6,44,1,4,6,6,12,53,1,1,0,0
8323,3848,round 3,0,67%,0%,0,0,0:00,35,52,35,52,0,1,25,42,2,2,8,8,34,51,1,1,0,0
8323,3848,round 4,0,64%,100%,0,0,1:36,25,39,35,49,1,1,13,26,9,10,3,3,16,30,3,3,6,6
8323,3848,round 5,0,63%,50%,0,0,2:19,24,38,43,63,2,4,17,31,6,6,1,1,11,20,2,2,11,16
8322,3037,round 1,0,32%,0%,0,0,0:06,9,28,11,31,0,1,6,24,1,1,2,3,8,26,1,2,0,0
8322,3037,round 2,0,51%,---,0,0,0:00,22,43,22,43,0,0,13,32,5,7,4,4,22,43,0,0,0,0
8322,3037,round 3,0,48%,0%,0,0,0:02,30,62,30,62,0,2,16,48,6,6,8,8,30,62,0,0,0,0
8322,771,round 1,0,32%,---,0,0,0:00,11,34,11,34,0,0,5,20,1,4,5,10,11,31,0,3,0,0
8322,771,round 2,0,54%,---,0,0,0:00,20,37,20,37,0,0,15,32,2,2,3,3,20,37,0,0,0,0
8322,771,round 3,0,30%,---,0,0,0:00,14,46,14,46,0,0,7,36,1,4,6,6,14,46,0,0,0,0
8321,,round 1,0,48%,---,0,0,0:00,17,35,17,35,0,0,6,15,3,9,8,11,16,34,1,1,0,0
8321,,round 2,0,68%,0%,0,0,0:17,32,47,36,51,0,3,14,25,7,8,11,14,30,44,2,3,0,0
8321,,round 3,0,51%,0%,0,0,0:00,24,47,38,64,0,2,13,35,7,8,4,4,21,43,3,4,0,0
8321,413,round 1,0,23%,0%,0,0,1:00,3,13,3,13,0,1,1,8,2,2,0,3,1,11,2,2,0,0
8321,413,round 2,0,45%,0%,0,0,0:49,9,20,15,26,0,1,4,14,2,3,3,3,7,17,2,3,0,0
8321,413,round 3,0,36%,0%,0,0,1:40,4,11,5,12,0,3,2,8,1,2,1,1,2,9,2,2,0,0
8320,3931,round 1,0,71%,33%,0,0,3:11,27,38,31,42,1,3,25,35,2,3,0,0,2,3,0,0,25,35
8320,810,round 1,0,66%,0%,0,0,0:08,2,3,11,12,0,1,1,1,1,1,0,1,2,3,0,0,0,0
8319,,round 1,0,40%,0%,0,0,0:01,18,44,21,48,0,2,5,29,6,7,7,8,18,44,0,0,0,0
8319,,round 2,0,46%,---,0,0,0:04,24,52,27,55,0,0,18,45,3,4,3,3,22,49,2,3,0,0
8319,,round 3,0,44%,0%,0,0,0:07,24,54,31,63,0,5,19,44,3,7,2,3,20,50,4,4,0,0
8319,4396,round 1,0,58%,100%,0,0,1:13,31,53,34,56,1,1,9,25,9,13,13,15,27,49,4,4,0,0
8319,4396,round 2,0,57%,33%,0,0,1:08,45,78,49,83,1,3,32,59,7,10,6,9,43,75,1,2,1,1
8319,4396,round 3,0,52%,50%,0,0,1:30,36,69,48,82,1,2,23,54,7,9,6,6,33,65,3,4,0,0
8318,1881,round 1,0,56%,0%,0,0,0:10,14,25,14,25,0,2,3,11,2,4,9,10,14,24,0,1,0,0
8318,1881,round 2,1,53%,33%,0,0,0:22,30,56,38,64,1,3,15,38,4,6,11,12,23,47,4,5,3,4
8318,1971,round 1,0,55%,---,0,0,0:00,36,65,37,66,0,0,17,37,14,18,5,10,34,63,2,2,0,0
8318,1971,round 2,0,41%,50%,1,1,0:59,23,55,23,55,1,2,15,46,7,8,1,1,19,48,4,7,0,0
8317,,round 1,0,43%,---,0,0,0:00,20,46,21,47,0,0,9,32,1,4,10,10,19,43,1,3,0,0
8317,,round 2,0,46%,---,0,0,0:00,29,62,31,64,0,0,15,47,11,12,3,3,27,57,2,5,0,0
8317,,round 3,0,58%,---,0,0,0:00,52,89,52,90,0,0,41,75,9,12,2,2,52,89,0,0,0,0
8317,1738,round 1,0,30%,33%,0,0,0:29,18,59,18,59,1,3,10,46,7,11,1,2,18,59,0,0,0,0
8317,1738,round 2,0,41%,33%,0,0,0:33,28,68,29,69,1,3,13,48,14,19,1,1,25,62,3,6,0,0
8317,1738,round 3,0,29%,0%,0,0,0:00,29,99,30,100,0,6,20,75,9,24,0,0,28,94,1,4,0,1
8316,3072,round 1,0,50%,---,0,0,0:00,2,4,2,4,0,0,0,1,2,3,0,0,2,4,0,0,0,0
8316,874,round 1,1,62%,---,0,0,0:07,5,8,7,12,0,0,5,8,0,0,0,0,1,1,0,0,4,7
8315,,round 1,2,72%,---,0,0,0:06,13,18,17,23,0,0,10,15,0,0,3,3,9,12,2,3,2,3
8315,4308,round 1,0,0%,---,0,0,0:00,0,2,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0
8314,4344,round 1,0,31%,---,0,0,0:00,11,35,11,35,0,0,6,18,1,4,4,13,11,35,0,0,0,0
8314,4344,round 2,0,20%,---,0,0,0:00,16,78,18,80,0,0,9,57,4,11,3,10,15,77,1,1,0,0
8314,4344,round 3,0,40%,---,0,0,0:20,41,101,52,114,0,0,38,94,2,6,1,1,12,61,29,40,0,0
8314,4389,round 1,0,66%,0%,0,0,0:03,10,15,12,17,0,2,6,10,3,3,1,2,8,13,2,2,0,0
8314,4389,round 2,0,50%,0%,0,0,0:03,25,50,25,52,0,3,18,42,4,5,3,3,23,48,2,2,0,0
8314,4389,round 3,0,51%,0%,0,0,0:01,23,45,29,51,0,1,20,42,3,3,0,0,16,34,7,11,0,0
8313,3556,round 1,1,22%,---,2,1,1:10,2,9,3,10,0,0,1,4,0,4,1,1,2,8,0,0,0,1
8313,2877,round 1,0,63%,100%,0,0,0:18,7,11,13,19,1,1,1,3,3,5,3,3,7,11,0,0,0,0
8312,1019,round 1,0,---,---,0,0,0:00,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
