fight_id,event_id,bout,event_norm,bout_norm,bout_anagram
8363,747,Carlos Ulberg vs. Dominick Reyes,ufc fight night: ulberg vs. reyes,carlos ulberg vs. dominick reyes,.abccdeeegiikllmnoorrrsssuvy
8362,747,Jimmy Crute vs. Ivan Erslan,ufc fight night: ulberg vs. reyes,jimmy crute vs. ivan erslan,.aaceeiijlmmnnrrsstuvvy
8361,747,Jack Jenkins vs. Ramon Taveras,ufc fight night: ulberg vs. reyes,jack jenkins vs. ramon taveras,.aaaaceeijjkkmnnnorrssstvv
8360,747,Neil Magny vs. Jake Matthews,ufc fight night: ulberg vs. reyes,neil magny vs. jake matthews,.aaaeeeghijklmmnnssttvwy
8359,747,Tom Nolan vs. Charlie Campbell,ufc fight night: ulberg vs. reyes,tom nolan vs. charlie campbell,.aaabcceehillllmmnnooprstv
8358,747,Navajo Stirling vs. Rodolfo Bellato,ufc fight night: ulberg vs. reyes,navajo stirling vs. rodolfo bellato,.aaabdefgiijllllnnooooorrssttvv
8357,747,Cam Rowston vs. Andre Petroski,ufc fight night: ulberg vs. reyes,cam rowston vs. andre petroski,.aacdeeikmnnoooprrrsssttvw
8356,747,Jamie Mullarkey vs. Rolando Bedoya,ufc fight night: ulberg vs. reyes,jamie mullarkey vs. rolando bedoya,.aaaabddeeeijklllmmnooorrsuvyy
8355,747,Colby Thicknesse vs. Josias Musasa,ufc fight night: ulberg vs. reyes,colby thicknesse vs. josias musasa,.aaabcceehiijklmnoossssssstuvy
8354,747,Michelle Montague vs. Luana Carolina,ufc fight night: ulberg vs. reyes,michelle montague vs. luana carolina,.aaaaacceeeghiillllmmnnnoorstuuv
8353,747,Brando Pericic vs. Elisha Ellison,ufc fight night: ulberg vs. reyes,brando pericic vs. elisha ellison,.aabccdeeehiiiilllnnooprrsssv
8352,747,Alexia Thainara vs. Loma Lookboonmee,ufc fight night: ulberg vs. reyes,alexia thainara vs. loma lookboonmee,.aaaaaabeeehiiklllmmnnooooorstvx
8351,746,Diego Lopes vs. Jean Silva,ufc fight night: lopes vs. silva,diego lopes vs. jean silva,.aadeeegiijllnoopsssvv
8350,746,David Martinez vs. Rob Font,ufc fight night: lopes vs. silva,david martinez vs. rob font,.aabddefiimnnoorrsttvvz
8349,746,Rafa Garcia vs. Jared Gordon,ufc fight night: lopes vs. silva,rafa garcia vs. jared gordon,.aaaaacddefggijnoorrrrsv
8348,746,Kelvin Gastelum vs. Dustin Stoltzfus,ufc fight night: lopes vs. silva,kelvin gastelum vs. dustin stoltzfus,.adeefgiiklllmnnosssssttttuuuvvz
8347,746,Alexander Hernandez vs. Diego Ferreira,ufc fight night: lopes vs. silva,alexander hernandez vs. diego ferreira,.aaaadddeeeeeeefghiilnnnorrrrrsvxz
8346,746,Santiago Luna vs. Quang Le,ufc fight night: lopes vs. silva,santiago luna vs. quang le,.aaaaeggillnnnoqsstuuv
8345,746,Dusko Todorovic vs. Jose Daniel Medina,ufc fight night: lopes vs. silva,dusko todorovic vs. jose daniel medina,.aacddddeeeiiijklmnnooooorssstuvv
8344,746,Joaquim Silva vs. Claudio Puelles,ufc fight night: lopes vs. silva,joaquim silva vs. claudio puelles,.aaacdeeiiijllllmoopqsssuuuvv
8343,746,Tatiana Suarez vs. Amanda Lemos,ufc fight night: lopes vs. silva,tatiana suarez vs. amanda lemos,.aaaaaaadeeilmmnnorsssttuvz
8342,746,Jesus Aguilar vs. Luis Gurule,ufc fight night: lopes vs. silva,jesus aguilar vs. luis gurule,.aaeeggiijlllrrssssuuuuuv
8341,746,Zachary Reese vs. Sedriques Dumas,ufc fight night: lopes vs. silva,zachary reese vs. sedriques dumas,.aaacddeeeeehimqrrrsssssuuvyz
8340,746,Alden Coria vs. Alessandro Costa,ufc fight night: lopes vs. silva,alden coria vs. alessandro costa,.aaaaaccddeeillnnooorrsssstv
8339,746,Montse Rendon vs. Alice Pereira,ufc fight night: lopes vs. silva,montse rendon vs. alice pereira,.aacdeeeeeiilmnnnooprrrsstv
8338,746,Daniil Donchenko vs. Rodrigo Sezinando,ufc fight night: lopes vs. silva,daniil donchenko vs. rodrigo sezinando,.aacddddeeghiiiiklnnnnnooooorrssvz
8337,745,Nassourdine Imavov vs. Caio Borralho,ufc fight night: imavov vs. borralho,nassourdine imavov vs. caio borralho,.aaaabcdehiiilmnnooooorrrsssuvvv
8336,745,Benoit Saint Denis vs. Mauricio Ruffy,ufc fight night: imavov vs. borralho,benoit saint denis vs. mauricio ruffy,.aabcdeeffiiiiimnnnoorrsssttuuvy
8335,745,Modestas Bukauskas vs. Paul Craig,ufc fight night: imavov vs. borralho,modestas bukauskas vs. paul craig,.aaaaabcdegikklmoprssssstuuuv
8334,745,Mason Jones vs. Bolaji Oki,ufc fight night: imavov vs. borralho,mason jones vs. bolaji oki,.aabeiijjklmnnoooosssv
8333,745,Axel Sola vs. Rhys McKee,ufc fight night: imavov vs. borralho,axel sola vs. rhys mckee,.aaceeehkllmorsssvxy
8332,745,William Gomis vs. Robert Ruchala,ufc fight night: imavov vs. borralho,william gomis vs. robert ruchala,.aaabceghiiilllmmoorrrsstuvw
8331,745,Oumar Sy vs. Brendson Ribeiro,ufc fight night: imavov vs. borralho,oumar sy vs. brendson ribeiro,.abbdeeiimnnooorrrrsssuvy
8330,745,Ante Delija vs. Marcin Tybura,ufc fight night: imavov vs. borralho,ante delija vs. marcin tybura,.aaaabcdeeiijlmnnrrsttuvy
8329,745,Kaue Fernandes vs. Harry Hardwick,ufc fight night: imavov vs. borralho,kaue fernandes vs. harry hardwick,.aaaacddeeefhhikknnrrrrssuvwy
8328,745,Sam Patterson vs. Trey Waters,ufc fight night: imavov vs. borralho,sam patterson vs. trey waters,.aaaeeemnoprrrssssttttvwy
8327,745,Robert Bryczek vs. Brad Tavares,ufc fight night: imavov vs. borralho,robert bryczek vs. brad tavares,.aaabbbcdeeekorrrrrssttvvyz
8326,745,Rinat Fakhretdinov vs. Andreas Gustafsson,ufc fight night: imavov vs. borralho,rinat fakhretdinov vs. andreas gustafsson,.aaaaaddeeffghiiknnnnoorrrssssstttuvv
8325,745,Sam Hughes vs. Shauna Bannon,ufc fight night: imavov vs. borralho,sam hughes vs. shauna bannon,.aaaabeghhhmnnnnossssuuv
8324,744,Johnny Walker vs. Zhang Mingyang,ufc fight night: walker vs. zhang,johnny walker vs. zhang mingyang,.aaaeggghhijklmnnnnnorsvwyyz
8323,744,Aljamain Sterling vs. Brian Ortega,ufc fight night: walker vs. zhang,aljamain sterling vs. brian ortega,.aaaaabeeggiiijllmnnnorrrssttv
8322,744,Sergei Pavlovich vs. Waldo Cortes-Acosta,ufc fight night: walker vs. zhang,sergei pavlovich vs. waldo cortes-acosta,-.aaaacccdeeeghiillooooprrssssttvvvw
8321,744,Sumudaerji vs. Kevin Borjas,ufc fight night: walker vs. zhang,sumudaerji vs. kevin borjas,.aabdeeiijjkmnorrsssuuvv
8320,744,Taiyilake Nueraji vs. Kiefer Crosbie,ufc fight night: walker vs. zhang,taiyilake nueraji vs. kiefer crosbie,.aaabceeeeefiiiiijkklnorrrsstuvy
8319,744,Gauge Young vs. Maheshate,ufc fight night: walker vs. zhang,gauge young vs. maheshate,.aaaeeeggghhmnosstuuvy
8318,744,Charles Johnson vs. Lone'er Kavanagh,ufc fight night: walker vs. zhang,charles johnson vs. lone'er kavanagh,'.aaaaceeeghhhjkllnnnnooorrsssvv
8317,744,Rongzhu vs. Austin Hubbard,ufc fight night: walker vs. zhang,rongzhu vs. austin hubbard,.aabbdghhinnorrsstuuuvz
8316,744,Kyle Daukaus vs. Michel Pereira,ufc fight night: walker vs. zhang,kyle daukaus vs. michel pereira,.aaacdeeeehiikkllmprrssuuvy
8315,744,Yizha vs. Westin Wilson,ufc fight night: walker vs. zhang,yizha vs. westin wilson,.aehiiilnnossstvwwyz
8314,744,SuYoung You vs. Xiao Long,ufc fight night: walker vs. zhang,suyoung you vs. xiao long,.aggilnnoooossuuuvxyy
8313,744,Uran Satybaldiev vs. Diyar Nurgozhay,ufc fight night: walker vs. zhang,uran satybaldiev vs. diyar nurgozhay,.aaaaabddeghiilnnorrrsstuuvvyyyz
8312,743,Khamzat Chimaev vs. Dricus Du Plessis,ufc 319: du plessis vs. chimaev,khamzat chimaev vs. dricus du plessis,.aaaccddeehhiiiklmmprssssstuuvvz
8311,743,Lerone Murphy vs. Aaron Pico,ufc 319: du plessis vs. chimaev,lerone murphy vs. aaron pico,.aaceehilmnnooopprrrsuvy
8310,743,Carlos Prates vs. Geoff Neal,ufc 319: du plessis vs. chimaev,carlos prates vs. geoff neal,.aaaceeeffgllnooprrssstv
8309,743,Michael Page vs. Jared Cannonier,ufc 319: du plessis vs. chimaev,michael page vs. jared cannonier,.aaaaccdeeeeghiijlmnnnoprrsv
8308,743,Tim Elliott vs. Kai Asakura,ufc 319: du plessis vs. chimaev,tim elliott vs. kai asakura,.aaaaeiiikkllmorsstttuv
8307,743,Baisangur Susurkaev vs. Eric Nolan,ufc 319: du plessis vs. chimaev,baisangur susurkaev vs. eric nolan,.aaaabceegiiklnnnorrrssssuuuvv
8306,743,Michal Oleksiejczuk vs. Gerald Meerschaert,ufc 319: du plessis vs. chimaev,michal oleksiejczuk vs. gerald meerschaert,.aaacccdeeeeeeghhiijkklllmmorrrssstuvz
8305,743,Loopy Godinez vs. Jessica Andrade,ufc 319: du plessis vs. chimaev,loopy godinez vs. jessica andrade,.aaacdddeeegiijlnnoooprsssvyz
8304,743,Alexander Hernandez vs. Chase Hooper,ufc 319: du plessis vs. chimaev,alexander hernandez vs. chase hooper,.aaaacddeeeeeehhhlnnnooprrrssvxz
8303,743,Drakkar Klose vs. Edson Barboza,ufc 319: du plessis vs. chimaev,drakkar klose vs. edson barboza,.aaaabbddeekkklnooorrrsssvz
8302,743,Karine Silva vs. Dione Barbosa,ufc 319: du plessis vs. chimaev,karine silva vs. dione barbosa,.aaaabbdeeiiiklnnoorrsssvv
8301,743,Joseph Morales vs. Alibi Idiris,ufc 319: du plessis vs. chimaev,joseph morales vs. alibi idiris,.aabdeehiiiiijllmooprrssssv
8300,742,Anthony Hernandez vs. Roman Dolidze,ufc fight night: dolidze vs. hernandez,anthony hernandez vs. roman dolidze,.aaadddeeehhilmnnnnnooorrstvyzz
8299,742,Steve Erceg vs. Ode Osbourne,ufc fight night: dolidze vs. hernandez,steve erceg vs. ode osbourne,.bcdeeeeeegnooorrssstuvv
8298,742,Iasmin Lucindo vs. Angela Hill,ufc fight night: dolidze vs. hernandez,iasmin lucindo vs. angela hill,.aaacdeghiiiillllmnnnossuv
8297,742,Andre Fili vs. Christian Rodriguez,ufc fight night: dolidze vs. hernandez,andre fili vs. christian rodriguez,.aacddeefghiiiiilnnorrrrsstuvz
8296,742,Jean Matsumoto vs. Miles Johns,ufc fight night: dolidze vs. hernandez,jean matsumoto vs. miles johns,.aaeehijjlmmmnnooossssttuv
8295,742,Christian Leroy Duncan vs. Eryk Anders,ufc fight night: dolidze vs. hernandez,christian leroy duncan vs. eryk anders,.aaaccddeeehiiklnnnnorrrrssstuvyy
8294,742,Julius Walker vs. Rafael Cerqueira,ufc fight night: dolidze vs. hernandez,julius walker vs. rafael cerqueira,.aaaaceeeefiijklllqrrrrssuuuvw
8293,742,Elijah Smith vs. Toshiomi Kazama,ufc fight night: dolidze vs. hernandez,elijah smith vs. toshiomi kazama,.aaaaehhhiiiijklmmmoosssttvz
8292,742,Joselyne Edwards vs. Priscila Cachoeira,ufc fight night: dolidze vs. hernandez,joselyne edwards vs. priscila cachoeira,.aaaacccddeeeehiiijllnooprrrssssvwy
8291,742,Uros Medic vs. Gilbert Urbina,ufc fight night: dolidze vs. hernandez,uros medic vs. gilbert urbina,.abbcdeegiiilmnorrrsstuuv
8290,742,Gabriella Fernandes vs. Julija Stoliarenko,ufc fight night: dolidze vs. hernandez,gabriella fernandes vs. julija stoliarenko,.aaaaabdeeeefgiiijjkllllnnnoorrrssstuv
8289,742,Eric McConico vs. Cody Brundage,ufc fight night: dolidze vs. hernandez,eric mcconico vs. cody brundage,.abcccccddeegiimnnooorrsuvy
8288,741,Tatsuro Taira vs. HyunSung Park,ufc fight night: taira vs. park,tatsuro taira vs. hyunsung park,.aaaaghiknnoprrrssstttuuuvy
8287,741,Chris Duncan vs. Mateusz Rebecki,ufc fight night: taira vs. park,chris duncan vs. mateusz rebecki,.aabcccdeeehiikmnnrrssstuuvz
8286,741,Esteban Ribovics vs. Elves Brener,ufc fight night: taira vs. park,esteban ribovics vs. elves brener,.abbbceeeeeeiilnnorrrsssstvvv
8285,741,Karol Rosa vs. Nora Cornolle,ufc fight night: taira vs. park,karol rosa vs. nora cornolle,.aaaceklllnnooooorrrrssv
8284,741,Neil Magny vs. Elizeu Zaleski dos Santos,ufc fight night: taira vs. park,neil magny vs. elizeu zaleski dos santos,.aaadeeeegiiiklllmnnnoossssstuvyzz
8283,741,Kevin Vallejos vs. Danny Silva,ufc fight night: taira vs. park,kevin vallejos vs. danny silva,.aaadeeiijklllnnnosssvvvvy
8282,741,Rinya Nakamura vs. Nathan Fletcher,ufc fight night: taira vs. park,rinya nakamura vs. nathan fletcher,.aaaaaaceefhhiklmnnnnrrrsttuvy
8281,741,Rodolfo Vieira vs. Tresean Gore,ufc fight night: taira vs. park,rodolfo vieira vs. tresean gore,.aadeeeefgiilnoooorrrrsstvv
8280,741,Andrey Pulyaev vs. Nick Klein,ufc fight night: taira vs. park,andrey pulyaev vs. nick klein,.aacdeeeiikkllnnnprsuvvyy
8279,741,Austin Bashi vs. John Yannis,ufc fight night: taira vs. park,austin bashi vs. john yannis,.aaabhhiiijnnnnosssstuvy
8278,741,Rafael Estevam vs. Felipe Bunes,ufc fight night: taira vs. park,rafael estevam vs. felipe bunes,.aaabeeeeeeffillmnprssstuvv
8277,741,Piera Rodriguez vs. Ketlen Souza,ufc fight night: taira vs. park,piera rodriguez vs. ketlen souza,.aadeeeegiiklnooprrrsstuuvzz
8276,740,Reinier de Ridder vs. Robert Whittaker,ufc fight night: whittaker vs. de ridder,reinier de ridder vs. robert whittaker,.abdddeeeeeehiiiiknorrrrrrrstttvw
8275,740,Petr Yan vs. Marcus McGhee,ufc fight night: whittaker vs. de ridder,petr yan vs. marcus mcghee,.aacceeeghmmnprrsstuvy
8274,740,Shara Magomedov vs. Marc-Andre Barriault,ufc fight night: whittaker vs. de ridder,shara magomedov vs. marc-andre barriault,-.aaaaaaabcddeeghilmmmnoorrrrrsstuvv
8273,740,Asu Almabayev vs. Jose Ochoa,ufc fight night: whittaker vs. de ridder,asu almabayev vs. jose ochoa,.aaaaabceehjlmooosssuvvy
8272,740,Bogdan Guskov vs. Nikita Krylov,ufc fight night: whittaker vs. de ridder,bogdan guskov vs. nikita krylov,.aabdggiikkklnnooorsstuvvvy
8271,740,Bryce Mitchell vs. Said Nurmagomedov,ufc fight night: whittaker vs. de ridder,bryce mitchell vs. said nurmagomedov,.aabccddeeeghiillmmmnoorrsstuvvy
8270,740,Muslim Salikhov vs. Carlos Leal,ufc fight night: whittaker vs. de ridder,muslim salikhov vs. carlos leal,.aaacehiiklllllmmoorssssuvv
8269,740,Davey Grant vs. Da'Mon Blackshear,ufc fight night: whittaker vs. de ridder,davey grant vs. da'mon blackshear,'.aaaaabcddeeghklmnnorrsstvvy
8268,740,Tabatha Ricci vs. Amanda Ribas,ufc fight night: whittaker vs. de ridder,tabatha ricci vs. amanda ribas,.aaaaaaabbccdhiiimnrrssttv
8267,740,Billy Elekana vs. Ibo Aslan,ufc fight night: whittaker vs. de ridder,billy elekana vs. ibo aslan,.aaaabbeeiikllllnnossvy
8266,740,Steven Nguyen vs. Mohammad Yahya,ufc fight night: whittaker vs. de ridder,steven nguyen vs. mohammad yahya,.aaaadeeeghhmmmnnnosstuvvyyy
8265,740,Martin Buday vs. Marcus Buchecha,ufc fight night: whittaker vs. de ridder,martin buday vs. marcus buchecha,.aaaabbcccdehhimmnrrsstuuuvy
8264,739,Max Holloway vs. Dustin Poirier,ufc 318: holloway vs. poirier 3,max holloway vs. dustin poirier,.aadehiiillmnoooprrsstuvwxy
8263,739,Paulo Costa vs. Roman Kopylov,ufc 318: holloway vs. poirier 3,paulo costa vs. roman kopylov,.aaackllmnooooopprsstuvvy
8262,739,Daniel Rodriguez vs. Kevin Holland,ufc 318: holloway vs. poirier 3,daniel rodriguez vs. kevin holland,.aadddeeeghiiiklllnnnoorrsuvvz
8261,739,Patricio Freire vs. Dan Ige,ufc 318: holloway vs. poirier 3,patricio freire vs. dan ige,.aacdeeefgiiiinoprrrstv
8260,739,Michael Johnson vs. Daniel Zellhuber,ufc 318: holloway vs. poirier 3,michael johnson vs. daniel zellhuber,.aabcdeeeehhhiijllllmnnnoorssuvz
8259,739,Vinicius Oliveira vs. Kyler Phillips,ufc 318: holloway vs. poirier 3,vinicius oliveira vs. kyler phillips,.aceehiiiiiiikllllnopprrsssuvvvy
8258,739,Brendan Allen vs. Marvin Vettori,ufc 318: holloway vs. poirier 3,brendan allen vs. marvin vettori,.aaabdeeeiillmnnnnorrrsttvvv
8257,739,Nikolay Veretennikov vs. Francisco Prado,ufc 318: holloway vs. poirier 3,nikolay veretennikov vs. francisco prado,.aaaccdeeefiiikklnnnnooooprrrsstvvvy
8256,739,Ateba Gautier vs. Robert Valentin,ufc 318: holloway vs. poirier 3,ateba gautier vs. robert valentin,.aaaabbeeeegiilnnorrrsttttuvv
8255,739,Islam Dulatov vs. Adam Fugitt,ufc 318: holloway vs. poirier 3,islam dulatov vs. adam fugitt,.aaaaddfgiillmmosstttuuvv
8254,739,Jimmy Crute vs. Marcin Prachnio,ufc 318: holloway vs. poirier 3,jimmy crute vs. marcin prachnio,.aacccehiiijmmmnnoprrrstuvy
8253,739,Ryan Spann vs. Lukasz Brzeski,ufc 318: holloway vs. poirier 3,ryan spann vs. lukasz brzeski,.aaabeikklnnnprrssssuvyzz
8252,739,Brunno Ferreira vs. Jackson McVey,ufc 318: holloway vs. poirier 3,brunno ferreira vs. jackson mcvey,.aabcceeefijkmnnnoorrrrssuvvy
8251,739,Carli Judice vs. Nicolle Caliari,ufc 318: holloway vs. poirier 3,carli judice vs. nicolle caliari,.aaaccccdeeiiiiijllllnorrsuv
8250,738,Derrick Lewis vs. Tallison Teixeira,ufc fight night: lewis vs. teixeira,derrick lewis vs. tallison teixeira,.aacdeeeeiiiiiklllnorrrsssttvwx
8249,738,Gabriel Bonfim vs. Stephen Thompson,ufc fight night: lewis vs. teixeira,gabriel bonfim vs. stephen thompson,.abbeeefghhiilmmnnnooopprsssttv
8248,738,Steve Garcia vs. Calvin Kattar,ufc fight night: lewis vs. teixeira,steve garcia vs. calvin kattar,.aaaaacceegiiklnrrsstttvvv
8247,738,Morgan Charriere vs. Nate Landwehr,ufc fight night: lewis vs. teixeira,morgan charriere vs. nate landwehr,.aaaacdeeeeghhilmnnnorrrrrstvw
8246,738,Vitor Petrino vs. Austen Lane,ufc fight night: lewis vs. teixeira,vitor petrino vs. austen lane,.aaeeeiilnnnooprrsstttuvv
8245,738,Tuco Tokkos vs. Junior Tafa,ufc fight night: lewis vs. teixeira,tuco tokkos vs. junior tafa,.aacfijkknoooorsstttuuv
8244,738,Chris Curtis vs. Max Griffin,ufc fight night: lewis vs. teixeira,chris curtis vs. max griffin,.accffghiiiimnrrrssstuvx
8243,738,Jake Matthews vs. Chidi Njokuani,ufc fight night: lewis vs. teixeira,jake matthews vs. chidi njokuani,.aaacdeehhiiijjkkmnnossttuvw
8242,738,Eduarda Moura vs. Lauren Murphy,ufc fight night: lewis vs. teixeira,eduarda moura vs. lauren murphy,.aaaaddeehlmmnoprrrrsuuuuvy
8241,738,Valter Walker vs. Kennedy Nzechukwu,ufc fight night: lewis vs. teixeira,valter walker vs. kennedy nzechukwu,.aacdeeeeehkkkllnnnrrstuuvvwwyz
8240,738,Mike Davis vs. Mitch Ramirez,ufc fight night: lewis vs. teixeira,mike davis vs. mitch ramirez,.aacdeehiiiikmmmrrsstvvz
8239,738,Fatima Kline vs. Melissa Martinez,ufc fight night: lewis vs. teixeira,fatima kline vs. melissa martinez,.aaaaeeefiiiikllmmmnnrsssttvz
8238,737,Ilia Topuria vs. Charles Oliveira,ufc 317: topuria vs. oliveira,ilia topuria vs. charles oliveira,.aaaaceehiiiiilllooprrrsstuvv
8237,737,Alexandre Pantoja vs. Kai Kara-France,ufc 317: topuria vs. oliveira,alexandre pantoja vs. kai kara-france,-.aaaaaaaacdeeefijkklnnnoprrrstvx
8236,737,Joshua Van vs. Brandon Royval,ufc 317: topuria vs. oliveira,joshua van vs. brandon royval,.aaaabdhjlnnnooorrssuvvvy
8235,737,Beneil Dariush vs. Renato Moicano,ufc 317: topuria vs. oliveira,beneil dariush vs. renato moicano,.aaabcdeeehiiilmnnnooorrsstuv
8234,737,Payton Talbott vs. Felipe Lima,ufc 317: topuria vs. oliveira,payton talbott vs. felipe lima,.aaabeefiilllmnooppsttttvy
8233,737,Gregory Rodrigues vs. Jack Hermansson,ufc 317: topuria vs. oliveira,gregory rodrigues vs. jack hermansson,.aacdeeeggghijkmnnooorrrrrssssuvy
8232,737,Jose Delgado vs. Hyder Amil,ufc 317: topuria vs. oliveira,jose delgado vs. hyder amil,.aadddeeeghijllmoorssvy
8231,737,Tracy Cortez vs. Viviane Araujo,ufc 317: topuria vs. oliveira,tracy cortez vs. viviane araujo,.aaaacceeiijnoorrrsttuvvvyz
8230,737,Terrance McKinney vs. Viacheslav Borshchev,ufc 317: topuria vs. oliveira,terrance mckinney vs. viacheslav borshchev,.aaabcccceeeeehhhiiklmnnnorrrssstvvvvy
8229,737,Jacobe Smith vs. Niko Price,ufc 317: topuria vs. oliveira,jacobe smith vs. niko price,.abcceehiiijkmnooprsstv
8228,737,Jhonata Diniz vs. Alvin Hines,ufc 317: topuria vs. oliveira,jhonata diniz vs. alvin hines,.aaadehhiiiijlnnnnosstvvz
8227,736,Khalil Rountree Jr. vs. Jamahal Hill,ufc fight night: hill vs. rountree jr.,khalil rountree jr. vs. jamahal hill,..aaaaeehhhiijjklllllmnorrrstuv
8226,736,Rafael Fiziev vs. Ignacio Bahamondes,ufc fight night: hill vs. rountree jr.,rafael fiziev vs. ignacio bahamondes,.aaaaabcdeeeffghiiiilmnnoorssvvz
8225,736,Curtis Blaydes vs. Rizvan Kuniev,ufc fight night: hill vs. rountree jr.,curtis blaydes vs. rizvan kuniev,.aabcdeeiiiklnnrrssstuuvvvyz
8224,736,Myktybek Orolbai vs. Tofiq Musayev,ufc fight night: hill vs. rountree jr.,myktybek orolbai vs. tofiq musayev,.aabbeefiikklmmoooqrssttuvvyyy
8223,736,Nazim Sadykhov vs. Nikolas Motta,ufc fight night: hill vs. rountree jr.,nazim sadykhov vs. nikolas motta,.aaaadhiikklmmnnooosssttvvyz
8222,736,Muhammad Naimov vs. Bogdan Grad,ufc fight night: hill vs. rountree jr.,muhammad naimov vs. bogdan grad,.aaaaabdddgghimmmmnnoorsuvv
8221,736,Seokhyeon Ko vs. Oban Elliott,ufc fight night: hill vs. rountree jr.,seokhyeon ko vs. oban elliott,.abeeehikkllnnooooossttvy
8220,736,JunYong Park vs. Ismail Naurdiev,ufc fight night: hill vs. rountree jr.,junyong park vs. ismail naurdiev,.aaadegiiijklmnnnoprrssuuvvy
8219,736,Daria Zhelezniakova vs. Melissa Mullins,ufc fight night: hill vs. rountree jr.,daria zhelezniakova vs. melissa mullins,.aaaaadeeehiiiikllllmmnnorssssuvvzz
8218,736,Klaudia Sygula vs. Irina Alekseeva,ufc fight night: hill vs. rountree jr.,klaudia sygula vs. irina alekseeva,.aaaaaadeeegiiikklllnrsssuuvvy
8217,736,Tagir Ulanbekov vs. Azat Maksum,ufc fight night: hill vs. rountree jr.,tagir ulanbekov vs. azat maksum,.aaaaabegikklmmnorssttuuvvz
8216,736,Mohammed Usman vs. Hamdy Abdelwahab,ufc fight night: hill vs. rountree jr.,mohammed usman vs. hamdy abdelwahab,.aaaaaabbdddeehhhlmmmmmnossuvwy
8215,735,Kamaru Usman vs. Joaquin Buckley,ufc fight night: usman vs. buckley,kamaru usman vs. joaquin buckley,.aaaabceijkklmmnnoqrssuuuuvy
8214,735,Rose Namajunas vs. Miranda Maverick,ufc fight night: usman vs. buckley,rose namajunas vs. miranda maverick,.aaaaaacdeeiijkmmmnnnorrrsssuvv
8213,735,Edmen Shahbazyan vs. Andre Petroski,ufc fight night: usman vs. buckley,edmen shahbazyan vs. andre petroski,.aaaabddeeeehhikmnnnoprrssstvyz
8212,735,Raoni Barcelos vs. Cody Garbrandt,ufc fight night: usman vs. buckley,raoni barcelos vs. cody garbrandt,.aaaabbccddegilnnooorrrrsstvy
8211,735,Mansur Abdul-Malik vs. Cody Brundage,ufc fight night: usman vs. buckley,mansur abdul-malik vs. cody brundage,-.aaaabbcdddegikllmmnnorrssuuuvy
8210,735,Alonzo Menifield vs. Oumar Sy,ufc fight night: usman vs. buckley,alonzo menifield vs. oumar sy,.aadeefiillmmnnooorssuvyz
8209,735,Paul Craig vs. Rodolfo Bellato,ufc fight night: usman vs. buckley,paul craig vs. rodolfo bellato,.aaabcdefgillllooooprrstuv
8208,735,Michael Chiesa vs. Court McGee,ufc fight night: usman vs. buckley,michael chiesa vs. court mcgee,.aacccceeeeghhiilmmorsstuv
8207,735,Malcolm Wellmaker vs. Kris Moutinho,ufc fight night: usman vs. buckley,malcolm wellmaker vs. kris moutinho,.aaceehiikkllllmmmmnooorrsstuvw
8206,735,Jose Ochoa vs. Cody Durden,ufc fight night: usman vs. buckley,jose ochoa vs. cody durden,.accdddeehjnoooorssuvy
8205,735,Ricky Simon vs. Cameron Smotherman,ufc fight night: usman vs. buckley,ricky simon vs. cameron smotherman,.aacceehiikmmmmnnnooorrrssstvy
8204,735,Phil Rowe vs. Ange Loosa,ufc fight night: usman vs. buckley,phil rowe vs. ange loosa,.aaeeghillnoooprssvw
8203,735,Jamey-Lyn Horth vs. Vanessa Demopoulos,ufc fight night: usman vs. buckley,jamey-lyn horth vs. vanessa demopoulos,-.aaadeeehhjllmmnnooooprsssstuvvyy
8202,734,Merab Dvalishvili vs. Sean O'Malley,ufc 316: dvalishvili vs. o'malley 2,merab dvalishvili vs. sean o'malley,'.aaaabdeeehiiillllmmnorsssvvvy
8201,734,Kayla Harrison vs. Julianna Pena,ufc 316: dvalishvili vs. o'malley 2,kayla harrison vs. julianna pena,.aaaaaaehiijkllnnnnoprrssuvy
8200,734,Joe Pyfer vs. Kelvin Gastelum,ufc 316: dvalishvili vs. o'malley 2,joe pyfer vs. kelvin gastelum,.aeeeefgijkllmnoprsstuvvy
8199,734,Mario Bautista vs. Patchy Mix,ufc 316: dvalishvili vs. o'malley 2,mario bautista vs. patchy mix,.aaaabchiiimmoprsstttuvxy
8198,734,Kevin Holland vs. Vicente Luque,ufc 316: dvalishvili vs. o'malley 2,kevin holland vs. vicente luque,.acdeeeehiiklllnnnoqstuuvvv
8197,734,Joshua Van vs. Bruno Silva,ufc 316: dvalishvili vs. o'malley 2,joshua van vs. bruno silva,.aaabhijlnnoorsssuuvvv
8196,734,Azamat Murzakanov vs. Brendson Ribeiro,ufc 316: dvalishvili vs. o'malley 2,azamat murzakanov vs. brendson ribeiro,.aaaaabbdeeiikmmnnnooorrrrsstuvvzz
8195,734,Waldo Cortes-Acosta vs. Serghei Spivac,ufc 316: dvalishvili vs. o'malley 2,waldo cortes-acosta vs. serghei spivac,-.aaaacccdeeeghiiloooprrsssssttvvw
8194,734,Andreas Gustafsson vs. Khaos Williams,ufc 316: dvalishvili vs. o'malley 2,andreas gustafsson vs. khaos williams,.aaaaadefghiikllmnnoorssssssstuvw
