fight_id,event_id,bout,event_norm,bout_norm,bout_anagram
6667,608,Damir Ismagulov vs. Guram Kutateladze,ufc fight night: kattar vs. emmett,damir ismagulov vs. guram kutateladze,.aaaaaddeeggiikllmmmorrssttuuuvvz
6666,608,Gregory Rodrigues vs. Julian Marquez,ufc fight night: kattar vs. emmett,gregory rodrigues vs. julian marquez,.aadeeegggiijlmnooqrrrrrssuuuvyz
6665,608,Adrian Yanez vs. Tony Kelley,ufc fight night: kattar vs. emmett,adrian yanez vs. tony kelley,.aaadeeeikllnnnorstvyyyz
6664,608,Natalia Silva vs. Jasmine Jasudavicius,ufc fight night: kattar vs. emmett,natalia silva vs. jasmine jasudavicius,.aaaaaaacdeiiiiijjllmnnssssstuuvvv
6663,608,Jeremiah Wells vs. Court McGee,ufc fight night: kattar vs. emmett,jeremiah wells vs. court mcgee,.acceeeeeghijllmmorrsstuvw
6662,608,Ricardo Ramos vs. Danny Chavez,ufc fight night: kattar vs. emmett,ricardo ramos vs. danny chavez,.aaaaccddehimnnoorrrssvvyz
6661,608,Maria Oliveira vs. Gloria de Paula,ufc fight night: kattar vs. emmett,maria oliveira vs. gloria de paula,.aaaaaadeegiiiilllmooprrrsuvv
6660,608,Cody Stamann vs. Eddie Wineland,ufc fight night: kattar vs. emmett,cody stamann vs. eddie wineland,.aaacddddeeeiilmnnnnosstvwy
6659,608,Phil Hawes vs. Deron Winn,ufc fight night: kattar vs. emmett,phil hawes vs. deron winn,.adeehhiilnnnoprssvww
6658,608,Roman Dolidze vs. Kyle Daukaus,ufc fight night: kattar vs. emmett,roman dolidze vs. kyle daukaus,.aaadddeeikkllmnoorssuuvyz
6657,607,Jiri Prochazka vs. Glover Teixeira,ufc 275: teixeira vs. prochazka,jiri prochazka vs. glover teixeira,.aaaceeeghiiiijklooprrrrstvvxz
6656,607,Valentina Shevchenko vs. Taila Santos,ufc 275: teixeira vs. prochazka,valentina shevchenko vs. taila santos,.aaaaaceeehhiikllnnnnoosssstttvvv
6655,607,Zhang Weili vs. Joanna Jedrzejczyk,ufc 275: teixeira vs. prochazka,zhang weili vs. joanna jedrzejczyk,.aaacdeeeghiijjjklnnnorsvwyzzz
6654,607,Jake Matthews vs. Andre Fialho,ufc 275: teixeira vs. prochazka,jake matthews vs. andre fialho,.aaaadeeefhhijklmnorssttvw
6653,607,Jack Della Maddalena vs. Ramazan Emeev,ufc 275: teixeira vs. prochazka,jack della maddalena vs. ramazan emeev,.aaaaaaaacdddeeeeejklllmmmnnrsvvz
6652,607,Josh Culibao vs. SeungWoo Choi,ufc 275: teixeira vs. prochazka,josh culibao vs. seungwoo choi,.abcceghhiijlnooooosssuuvw
6651,607,Maheshate vs. Steve Garcia,ufc 275: teixeira vs. prochazka,maheshate vs. steve garcia,.aaaaceeeeghhimrsssttvv
6650,607,Brendan Allen vs. Jacob Malkoun,ufc 275: teixeira vs. prochazka,brendan allen vs. jacob malkoun,.aaaabbcdeejklllmnnnnoorsuv
6649,607,Kyung Ho Kang vs. Batgerel Danaa,ufc 275: teixeira vs. prochazka,kyung ho kang vs. batgerel danaa,.aaaaabdeeggghkklnnnorstuvy
6648,607,Silvana Gomez Juarez vs. Liang Na,ufc 275: teixeira vs. prochazka,silvana gomez juarez vs. liang na,.aaaaaeeggiijllmnnnorssuvvzz
6647,607,Joselyne Edwards vs. Ramona Pascual,ufc 275: teixeira vs. prochazka,joselyne edwards vs. ramona pascual,.aaaaacddeeejllmnnooprrssssuvwy
6646,606,Alexander Volkov vs. Jairzinho Rozenstruik,ufc fight night: volkov vs. rozenstruik,alexander volkov vs. jairzinho rozenstruik,.aaadeeehiiijkkllnnnoooorrrrsstuvvvxzz
6645,606,Movsar Evloev vs. Dan Ige,ufc fight night: volkov vs. rozenstruik,movsar evloev vs. dan ige,.aadeeegilmnoorssvvvv
6644,606,Lucas Almeida vs. Michael Trizano,ufc fight night: volkov vs. rozenstruik,lucas almeida vs. michael trizano,.aaaaaccdeehiiilllmmnorsstuvz
6643,606,Karine Silva vs. Poliana Botelho,ufc fight night: volkov vs. rozenstruik,karine silva vs. poliana botelho,.aaaabeehiiiklllnnoooprsstvv
6642,606,Ode Osbourne vs. Zarrukh Adashev,ufc fight night: volkov vs. rozenstruik,ode osbourne vs. zarrukh adashev,.aaabddeeehhknooorrrsssuuvvz
6641,606,Alonzo Menifield vs. Askar Mozharov,ufc fight night: volkov vs. rozenstruik,alonzo menifield vs. askar mozharov,.aaaadeefhiikllmmnnoooorrssvvzz
6640,606,Karolina Kowalkiewicz vs. Felice Herrig,ufc fight night: volkov vs. rozenstruik,karolina kowalkiewicz vs. felice herrig,.aaacceeeefghiiiiikkklllnoorrrsvwwz
6639,606,Joe Solecki vs. Alex Da Silva,ufc fight night: volkov vs. rozenstruik,joe solecki vs. alex da silva,.aaacdeeeiijkllloosssvvx
6638,606,Damon Jackson vs. Dan Argueta,ufc fight night: volkov vs. rozenstruik,damon jackson vs. dan argueta,.aaaaacddegjkmnnnoorsstuv
6637,606,Benoit Saint Denis vs. Niklas Stolze,ufc fight night: volkov vs. rozenstruik,benoit saint denis vs. niklas stolze,.aabdeeeiiiikllnnnnoossssstttvz
6636,606,Tony Gravely vs. Johnny Munoz,ufc fight night: volkov vs. rozenstruik,tony gravely vs. johnny munoz,.aeghjlmnnnnooorstuvvyyyz
6635,606,Jeff Molina vs. Zhalgas Zhumagulov,ufc fight night: volkov vs. rozenstruik,jeff molina vs. zhalgas zhumagulov,.aaaaeffgghhijlllmmnoossuuvvzz
6634,606,Rinat Fakhretdinov vs. Andreas Michailidis,ufc fight night: volkov vs. rozenstruik,rinat fakhretdinov vs. andreas michailidis,.aaaaacdddeefhhiiiiiiklmnnnorrrsssttvv
6633,606,Erin Blanchfield vs. JJ Aldrich,ufc fight night: volkov vs. rozenstruik,erin blanchfield vs. jj aldrich,.aabccddeefhhiiijjlllnnrrsv
6632,605,Ketlen Vieira vs. Holly Holm,ufc fight night: holm vs. vieira,ketlen vieira vs. holly holm,.aeeehhiikllllmnoorstvvy
6631,605,Michel Pereira vs. Santiago Ponzinibbio,ufc fight night: holm vs. vieira,michel pereira vs. santiago ponzinibbio,.aaabbceeeghiiiiiilmnnnooopprrsstvz
6630,605,Chidi Njokuani vs. Dusko Todorovic,ufc fight night: holm vs. vieira,chidi njokuani vs. dusko todorovic,.accdddhiiiijkknnooooorsstuuvv
6629,605,Tabatha Ricci vs. Polyana Viana,ufc fight night: holm vs. vieira,tabatha ricci vs. polyana viana,.aaaaaaabcchiiilnnoprsttvvy
6628,605,JunYong Park vs. Eryk Anders,ufc fight night: holm vs. vieira,junyong park vs. eryk anders,.aadeegjkknnnoprrrssuvyy
6627,605,Joseph Holmes vs. Alen Amedovski,ufc fight night: holm vs. vieira,joseph holmes vs. alen amedovski,.aadeeeehhijkllmmnooopssssvv
6626,605,Jailton Almeida vs. Parker Porter,ufc fight night: holm vs. vieira,jailton almeida vs. parker porter,.aaaadeeeiijkllmnoopprrrrsttv
6625,605,Uros Medic vs. Omar Morales,ufc fight night: holm vs. vieira,uros medic vs. omar morales,.aacdeeilmmmooorrrsssuv
6624,605,Jonathan Martinez vs. Vince Morales,ufc fight night: holm vs. vieira,jonathan martinez vs. vince morales,.aaaaceeehiijlmmnnnnoorrssttvvz
6623,605,Chase Hooper vs. Felipe Colares,ufc fight night: holm vs. vieira,chase hooper vs. felipe colares,.aacceeeeefhhillooopprrsssv
6622,605,Sam Hughes vs. Elise Reed,ufc fight night: holm vs. vieira,sam hughes vs. elise reed,.adeeeeeghhilmrssssuv
6621,604,Jan Blachowicz vs. Aleksandar Rakic,ufc fight night: blachowicz vs. rakic,jan blachowicz vs. aleksandar rakic,.aaaaaabcccdehiijkkllnnorrssvwz
6620,604,Ryan Spann vs. Ion Cutelaba,ufc fight night: blachowicz vs. rakic,ryan spann vs. ion cutelaba,.aaaabceilnnnnoprsstuvy
6619,604,Davey Grant vs. Louis Smolka,ufc fight night: blachowicz vs. rakic,davey grant vs. louis smolka,.aaadegikllmnoorssstuvvy
6618,604,Katlyn Cerminara vs. Amanda Ribas,ufc fight night: blachowicz vs. rakic,katlyn cerminara vs. amanda ribas,.aaaaaaabcdeiiklmmnnnrrrsstvy
6617,604,Manuel Torres vs. Frank Camacho,ufc fight night: blachowicz vs. rakic,manuel torres vs. frank camacho,.aaaacceefhklmmnnoorrrsstuv
6616,604,Allan Nascimento vs. Jake Hadley,ufc fight night: blachowicz vs. rakic,allan nascimento vs. jake hadley,.aaaaacdeeehijklllmnnnosstvy
6615,604,Viviane Araujo vs. Andrea Lee,ufc fight night: blachowicz vs. rakic,viviane araujo vs. andrea lee,.aaaaadeeeeiijlnnorrsuvvv
6614,604,Michael Johnson vs. Alan Patrick,ufc fight night: blachowicz vs. rakic,michael johnson vs. alan patrick,.aaaaccehhiijkllmnnnooprsstv
6613,604,Virna Jandiroba vs. Angela Hill,ufc fight night: blachowicz vs. rakic,virna jandiroba vs. angela hill,.aaaaabdeghiiijlllnnnorrsvv
6612,604,Tatsuro Taira vs. Carlos Candelario,ufc fight night: blachowicz vs. rakic,tatsuro taira vs. carlos candelario,.aaaaaaccdeiillnooorrrrssstttuv
6611,604,Andre Petroski vs. Nick Maximov,ufc fight night: blachowicz vs. rakic,andre petroski vs. nick maximov,.aacdeeiiikkmmnnooprrsstvvx
6610,603,Charles Oliveira vs. Justin Gaethje,ufc 274: oliveira vs. gaethje,charles oliveira vs. justin gaethje,.aaaceeeeghhiiijjllnorrsssttuvv
6609,603,Carla Esparza vs. Rose Namajunas,ufc 274: oliveira vs. gaethje,carla esparza vs. rose namajunas,.aaaaaaaceejlmnnoprrrssssuvz
6608,603,Michael Chandler vs. Tony Ferguson,ufc 274: oliveira vs. gaethje,michael chandler vs. tony ferguson,.aaccdeeefghhillmnnnoorrsstuvy
6607,603,Ovince Saint Preux vs. Mauricio Rua,ufc 274: oliveira vs. gaethje,ovince saint preux vs. mauricio rua,.aaacceeiiiimnnooprrrsstuuuvvx
6606,603,Randy Brown vs. Khaos Williams,ufc 274: oliveira vs. gaethje,randy brown vs. khaos williams,.aaabdhiikllmnnoorrsssvwwy
6605,603,Francisco Trinaldo vs. Danny Roberts,ufc 274: oliveira vs. gaethje,francisco trinaldo vs. danny roberts,.aaabccddefiilnnnnooorrrrsssttvy
6604,603,Macy Chiasson vs. Norma Dumont,ufc 274: oliveira vs. gaethje,macy chiasson vs. norma dumont,.aaaccdhimmmnnnooorssstuvy
6603,603,Brandon Royval vs. Matt Schnell,ufc 274: oliveira vs. gaethje,brandon royval vs. matt schnell,.aaabcdehlllmnnnoorrssttvvy
6602,603,Blagoy Ivanov vs. Marcos Rogerio de Lima,ufc 274: oliveira vs. gaethje,blagoy ivanov vs. marcos rogerio de lima,.aaaabcdeeggiiillmmnooooorrrssvvvy
6601,603,Andre Fialho vs. Cameron VanCamp,ufc 274: oliveira vs. gaethje,andre fialho vs. cameron vancamp,.aaaaaccdeefhilmmnnnooprrsvv
6600,603,Tracy Cortez vs. Melissa Gatto,ufc 274: oliveira vs. gaethje,tracy cortez vs. melissa gatto,.aaacceegilmoorrsssttttvyz
6599,603,CJ Vergara vs. Kleydson Rodrigues,ufc 274: oliveira vs. gaethje,cj vergara vs. kleydson rodrigues,.aacddeeeggijklnoorrrrsssuvvy
6598,603,Loopy Godinez vs. Ariane Carnelossi,ufc 274: oliveira vs. gaethje,loopy godinez vs. ariane carnelossi,.aaacdeeegiiillnnnooooprrsssvyz
6597,603,Journey Newson vs. Fernie Garcia,ufc 274: oliveira vs. gaethje,journey newson vs. fernie garcia,.aaceeeefgiijnnnnoorrrssuvwy
6596,602,Marlon Vera vs. Rob Font,ufc fight night: font vs. vera,marlon vera vs. rob font,.aabeflmnnooorrrstvv
6595,602,Andrei Arlovski vs. Jake Collier,ufc fight night: font vs. vera,andrei arlovski vs. jake collier,.aaacdeeeiiijkklllnoorrrssvv
6594,602,Joanderson Brito vs. Andre Fili,ufc fight night: font vs. vera,joanderson brito vs. andre fili,.aabddeefiiijlnnnooorrrsstv
6593,602,Grant Dawson vs. Jared Gordon,ufc fight night: font vs. vera,grant dawson vs. jared gordon,.aaadddeggjnnnooorrrsstvw
6592,602,Darren Elkins vs. Tristan Connelly,ufc fight night: font vs. vera,darren elkins vs. tristan connelly,.aacdeeeiiklllnnnnnorrrsssttvy
6591,602,Krzysztof Jotko vs. Gerald Meerschaert,ufc fight night: font vs. vera,krzysztof jotko vs. gerald meerschaert,.aacdeeeefghjkklmooorrrrssstttvyzz
6590,602,Alexandr Romanov vs. Chase Sherman,ufc fight night: font vs. vera,alexandr romanov vs. chase sherman,.aaaaacdeeehhlmmnnnoorrrsssvvx
6589,602,Francisco Figueiredo vs. Daniel Lacerda,ufc fight night: font vs. vera,francisco figueiredo vs. daniel lacerda,.aaaacccdddeeeeffgiiiillnnoorrrssuv
6588,602,Gabe Green vs. Yohan Lainesse,ufc fight night: font vs. vera,gabe green vs. yohan lainesse,.aaabeeeeegghilnnnorsssvy
6587,602,Natan Levy vs. Mike Breeden,ufc fight night: font vs. vera,natan levy vs. mike breeden,.aabdeeeeeiklmnnnrstvvy
6586,602,Shanna Young vs. Gina Mazany,ufc fight night: font vs. vera,shanna young vs. gina mazany,.aaaaagghimnnnnnossuvyyz
6585,601,Jessica Andrade vs. Amanda Lemos,ufc fight night: lemos vs. andrade,jessica andrade vs. amanda lemos,.aaaaaacdddeeeijlmmnnorssssv
6584,601,Claudio Puelles vs. Clay Guida,ufc fight night: lemos vs. andrade,claudio puelles vs. clay guida,.aaaccddeegiillllopssuuuvy
6583,601,Maycee Barber vs. Montana De La Rosa,ufc fight night: lemos vs. andrade,maycee barber vs. montana de la rosa,.aaaaaabbcdeeeelmmnnoorrrsstvy
6582,601,Charles Jourdain vs. Lando Vannata,ufc fight night: lemos vs. andrade,charles jourdain vs. lando vannata,.aaaaaacddehijllnnnnoorrsstuvv
6581,601,Marc-Andre Barriault vs. Jordan Wright,ufc fight night: lemos vs. andrade,marc-andre barriault vs. jordan wright,-.aaaaabcddeghiijlmnnorrrrrrsttuvw
6580,601,Sergey Khandozhko vs. Dwight Grant,ufc fight night: lemos vs. andrade,sergey khandozhko vs. dwight grant,.aaddeeggghhhikknnoorrssttvwyz
6579,601,Tyson Pedro vs. Ike Villanueva,ufc fight night: lemos vs. andrade,tyson pedro vs. ike villanueva,.aadeeeiikllnnooprsstuvvvy
6578,601,Aoriqileng vs. Cameron Else,ufc fight night: lemos vs. andrade,aoriqileng vs. cameron else,.aaceeeegiillmnnooqrrssv
6577,601,Preston Parsons vs. Evan Elder,ufc fight night: lemos vs. andrade,preston parsons vs. evan elder,.aadeeeelnnnoopprrrsssstvv
6576,601,Philipe Lins vs. Marcin Prachnio,ufc fight night: lemos vs. andrade,philipe lins vs. marcin prachnio,.aaccehhiiiiillmnnnoppprrssv
6575,601,Mike Jackson vs. Dean Barry,ufc fight night: lemos vs. andrade,mike jackson vs. dean barry,.aaabcdeeijkkmnnorrssvy
6574,600,Belal Muhammad vs. Vicente Luque,ufc fight night: luque vs. muhammad,belal muhammad vs. vicente luque,.aaabcdeeeehilllmmmnqstuuuvv
6573,600,Caio Borralho vs. Gadzhi Omargadzhiev,ufc fight night: luque vs. muhammad,caio borralho vs. gadzhi omargadzhiev,.aaaaabcddegghhhiiilmoooorrrsvvzz
6572,600,Andre Fialho vs. Miguel Baeza,ufc fight night: luque vs. muhammad,andre fialho vs. miguel baeza,.aaaabdeeefghiillmnorsuvz
6571,600,Mayra Bueno Silva vs. Wu Yanan,ufc fight night: luque vs. muhammad,mayra bueno silva vs. wu yanan,.aaaaabeilmnnnorssuuvvwyy
6570,600,Pat Sabatini vs. TJ Laramie,ufc fight night: luque vs. muhammad,pat sabatini vs. tj laramie,.aaaaabeiiijlmnprsstttv
6569,600,Mounir Lazzez vs. Ange Loosa,ufc fight night: luque vs. muhammad,mounir lazzez vs. ange loosa,.aaaeegillmnnooorssuvzzz
6568,600,Devin Clark vs. William Knight,ufc fight night: luque vs. muhammad,devin clark vs. william knight,.aacdeghiiiikklllmnnrstvvw
6567,600,Pannie Kianzad vs. Lina Lansberg,ufc fight night: luque vs. muhammad,pannie kianzad vs. lina lansberg,.aaaaabdeegiiikllnnnnnprssvz
6566,600,Drakkar Klose vs. Brandon Jenkins,ufc fight night: luque vs. muhammad,drakkar klose vs. brandon jenkins,.aaabddeeijkkkklnnnnoorrrsssv
6565,600,Rafa Garcia vs. Jesse Ronson,ufc fight night: luque vs. muhammad,rafa garcia vs. jesse ronson,.aaaaceefgijnnoorrrssssv
6564,600,Martin Buday vs. Chris Barnett,ufc fight night: luque vs. muhammad,martin buday vs. chris barnett,.aaabbcdehiimnnrrrsstttuvy
6563,600,Jordan Leavitt vs. Trey Ogden,ufc fight night: luque vs. muhammad,jordan leavitt vs. trey ogden,.aaddeeegijlnnoorrstttvvy
6562,600,Sam Hughes vs. Istela Nunes,ufc fight night: luque vs. muhammad,sam hughes vs. istela nunes,.aaeeeghhilmnnssssstuuv
6561,600,Alatengheili vs. Kevin Croom,ufc fight night: luque vs. muhammad,alatengheili vs. kevin croom,.aaceeeghiiikllmnnoorstvv
6560,599,Alexander Volkanovski vs. Chan Sung Jung,ufc 273: volkanovski vs. the korean zombie,alexander volkanovski vs. chan sung jung,.aaaacdeegghijkkllnnnnnoorsssuuvvvx
6559,599,Aljamain Sterling vs. Petr Yan,ufc 273: volkanovski vs. the korean zombie,aljamain sterling vs. petr yan,.aaaaeegiijllmnnnprrssttvy
6558,599,Khamzat Chimaev vs. Gilbert Burns,ufc 273: volkanovski vs. the korean zombie,khamzat chimaev vs. gilbert burns,.aaabbceeghhiiklmmnrrssttuvvz
6557,599,Mackenzie Dern vs. Tecia Pennington,ufc 273: volkanovski vs. the korean zombie,mackenzie dern vs. tecia pennington,.aaccdeeeeegiiikmnnnnnnoprsttvz
6556,599,Mark Madsen vs. Vinc Pichel,ufc 273: volkanovski vs. the korean zombie,mark madsen vs. vinc pichel,.aaccdeehiiklmmnnprssvv
6555,599,Ian Machado Garry vs. Darian Weeks,ufc 273: volkanovski vs. the korean zombie,ian machado garry vs. darian weeks,.aaaaaacddeeghiikmnnorrrssvwy
6554,599,Anthony Hernandez vs. Josh Fremd,ufc 273: volkanovski vs. the korean zombie,anthony hernandez vs. josh fremd,.aaddeeefhhhjmnnnnoorrsstvyz
6553,599,Raquel Pennington vs. Aspen Ladd,ufc 273: volkanovski vs. the korean zombie,raquel pennington vs. aspen ladd,.aaaddeeegillnnnnnoppqrsstuv
6552,599,Mike Malott vs. Mickey Gall,ufc 273: volkanovski vs. the korean zombie,mike malott vs. mickey gall,.aaceegiikklllmmmosttvy
6551,599,Aleksei Oleinik vs. Jared Vanderaa,ufc 273: volkanovski vs. the korean zombie,aleksei oleinik vs. jared vanderaa,.aaaaaddeeeeeiiijkkllnnorrssvv
6550,599,Piera Rodriguez vs. Kay Hansen,ufc 273: volkanovski vs. the korean zombie,piera rodriguez vs. kay hansen,.aaadeeeghiiknnoprrrssuvyz
6549,599,Julio Arce vs. Daniel Santos,ufc 273: volkanovski vs. the korean zombie,julio arce vs. daniel santos,.aaacdeeiijllnnoorssstuv
6548,598,Curtis Blaydes vs. Chris Daukaus,ufc fight night: blaydes vs. daukaus,curtis blaydes vs. chris daukaus,.aaabccddehiiklrrssssstuuuvy
6547,598,Alexa Grasso vs. Joanne Wood,ufc fight night: blaydes vs. daukaus,alexa grasso vs. joanne wood,.aaaadeegjlnnoooorsssvwx
6546,598,Bryan Barberena vs. Matt Brown,ufc fight night: blaydes vs. daukaus,bryan barberena vs. matt brown,.aaaabbbbeemnnnorrrrsttvwy
6545,598,Kai Kara-France vs. Askar Askarov,ufc fight night: blaydes vs. daukaus,kai kara-france vs. askar askarov,-.aaaaaaaacefikkkknorrrrsssvv
6544,598,Neil Magny vs. Max Griffin,ufc fight night: blaydes vs. daukaus,neil magny vs. max griffin,.aaeffggiiilmmnnnrsvxy
6543,598,Marc Diakiese vs. Viacheslav Borshchev,ufc fight night: blaydes vs. daukaus,marc diakiese vs. viacheslav borshchev,.aaaabcccdeeeehhhiiiklmorrssssvvvv
6542,598,Sara McMann vs. Karol Rosa,ufc fight night: blaydes vs. daukaus,sara mcmann vs. karol rosa,.aaaaacklmmnnoorrrsssv
6541,598,Chris Gutierrez vs. Batgerel Danaa,ufc fight night: blaydes vs. daukaus,chris gutierrez vs. batgerel danaa,.aaaabcdeeeegghiilnrrrrssttuvz
6540,598,Aliaskhab Khizriev vs. Denis Tiuliulin,ufc fight night: blaydes vs. daukaus,aliaskhab khizriev vs. denis tiuliulin,.aaabdeehhiiiiiiikklllnnrssstuuvvz
6539,598,Manon Fiorot vs. Jennifer Maia,ufc fight night: blaydes vs. daukaus,manon fiorot vs. jennifer maia,.aaaeeffiiijmmnnnnooorrstv
6538,598,Matheus Nicolau vs. David Dvorak,ufc fight night: blaydes vs. daukaus,matheus nicolau vs. david dvorak,.aaaacdddehiiklmnoorsstuuvvv
6537,598,Luis Saldana vs. Bruno Souza,ufc fight night: blaydes vs. daukaus,luis saldana vs. bruno souza,.aaaabdillnnoorssssuuuvz
6536,597,Tom Aspinall vs. Alexander Volkov,ufc fight night: volkov vs. aspinall,tom aspinall vs. alexander volkov,.aaaadeeikllllmnnoooprsstvvvx
6535,597,Arnold Allen vs. Dan Hooker,ufc fight night: volkov vs. aspinall,arnold allen vs. dan hooker,.aaaddeehklllnnnooorrsv
6534,597,Paddy Pimblett vs. Kazula Vargas,ufc fight night: volkov vs. aspinall,paddy pimblett vs. kazula vargas,.aaaaabddegikllmpprssttuvvyz
6533,597,Gunnar Nelson vs. Takashi Sato,ufc fight night: volkov vs. aspinall,gunnar nelson vs. takashi sato,.aaaaeghiklnnnnoorssssttuv
6532,597,Molly McCann vs. Luana Carolina,ufc fight night: volkov vs. aspinall,molly mccann vs. luana carolina,.aaaaacccillllmmnnnnoorsuvy
6531,597,Ilia Topuria vs. Jai Herbert,ufc fight night: volkov vs. aspinall,ilia topuria vs. jai herbert,.aaabeehiiiijloprrrsttuv
6530,597,Makwan Amirkhani vs. Mike Grundy,ufc fight night: volkov vs. aspinall,makwan amirkhani vs. mike grundy,.aaaadeghiiikkkmmmnnnrrsuvwy
6529,597,Sergei Pavlovich vs. Shamil Abdurakhimov,ufc fight night: volkov vs. aspinall,sergei pavlovich vs. shamil abdurakhimov,.aaaabcdeeghhhiiiikllmmooprrsssuvvvv
6528,597,Paul Craig vs. Nikita Krylov,ufc fight night: volkov vs. aspinall,paul craig vs. nikita krylov,.aaacgiiikkllnoprrstuvvy
6527,597,Jack Shore vs. Timur Valiev,ufc fight night: volkov vs. aspinall,jack shore vs. timur valiev,.aaceehiijklmorrsstuvvv
6526,597,Elise Reed vs. Cory McKenna,ufc fight night: volkov vs. aspinall,elise reed vs. cory mckenna,.accdeeeeeiklmnnorrssvy
6525,597,Muhammad Mokaev vs. Cody Durden,ufc fight night: volkov vs. aspinall,muhammad mokaev vs. cody durden,.aaacddddeehkmmmmnoorsuuvvy
6524,596,Magomed Ankalaev vs. Thiago Santos,ufc fight night: santos vs. ankalaev,magomed ankalaev vs. thiago santos,.aaaaaadeegghiklmmnnooosssttvv
6523,596,Song Yadong vs. Marlon Moraes,ufc fight night: santos vs. ankalaev,song yadong vs. marlon moraes,.aaadegglmmnnnoooorrsssvy
6522,596,Sodiq Yusuff vs. Alex Caceres,ufc fight night: santos vs. ankalaev,sodiq yusuff vs. alex caceres,.aaccdeeeffiloqrssssuuvxy
6521,596,Khalil Rountree Jr. vs. Karl Roberson,ufc fight night: santos vs. ankalaev,khalil rountree jr. vs. karl roberson,..aabeeehijkklllnnooorrrrrrsstuv
6520,596,Drew Dober vs. Terrance McKinney,ufc fight night: santos vs. ankalaev,drew dober vs. terrance mckinney,.abccddeeeeeikmnnnorrrrstvwy
6519,596,Alex Pereira vs. Bruno Silva,ufc fight night: santos vs. ankalaev,alex pereira vs. bruno silva,.aaabeeeiillnoprrrssuvvx
6518,596,Matthew Semelsberger vs. AJ Fletcher,ufc fight night: santos vs. ankalaev,matthew semelsberger vs. aj fletcher,.aabceeeeeeefghhjllmmrrrssstttvw
6517,596,JJ Aldrich vs. Gillian Robertson,ufc fight night: santos vs. ankalaev,jj aldrich vs. gillian robertson,.aabcdeghiiijjlllnnoorrrsstv
6516,596,Javid Basharat vs. Trevin Jones,ufc fight night: santos vs. ankalaev,javid basharat vs. trevin jones,.aaaabdeehiijjnnorrsssttvvv
6515,596,Damon Jackson vs. Kamuela Kirk,ufc fight night: santos vs. ankalaev,damon jackson vs. kamuela kirk,.aaaacdeijkkkklmmnnoorssuv
6514,596,Miranda Maverick vs. Sabina Mazo,ufc fight night: santos vs. ankalaev,miranda maverick vs. sabina mazo,.aaaaaabcdeiiikmmmnnorrssvvz
6513,596,Cody Brundage vs. Dalcha Lungiambula,ufc fight night: santos vs. ankalaev,cody brundage vs. dalcha lungiambula,.aaaaabbccdddegghilllmnnorsuuuvy
6512,596,Guido Cannetti vs. Kris Moutinho,ufc fight night: santos vs. ankalaev,guido cannetti vs. kris moutinho,.acdeghiiiikmnnnooorsstttuuv
6511,596,Azamat Murzakanov vs. Tafon Nchukwi,ufc fight night: santos vs. ankalaev,azamat murzakanov vs. tafon nchukwi,.aaaaaacfhikkmmnnnoorsttuuvvwzz
6510,595,Colby Covington vs. Jorge Masvidal,ufc 272: covington vs. masvidal,colby covington vs. jorge masvidal,.aabccdeggiijllmnnoooorsstvvvy
6509,595,Rafael Dos Anjos vs. Renato Moicano,ufc 272: covington vs. masvidal,rafael dos anjos vs. renato moicano,.aaaaacdeefijlmnnnooooorrssstv
6508,595,Bryce Mitchell vs. Edson Barboza,ufc 272: covington vs. masvidal,bryce mitchell vs. edson barboza,.aabbbccdeeehillmnoorrsstvyz
6507,595,Kevin Holland vs. Alex Oliveira,ufc 272: covington vs. masvidal,kevin holland vs. alex oliveira,.aaadeeehiiikllllnnoorsvvvx
6506,595,Serghei Spivac vs. Greg Hardy,ufc 272: covington vs. masvidal,serghei spivac vs. greg hardy,.aacdeeeggghhiiprrrsssvvy
6505,595,Jalin Turner vs. Jamie Mullarkey,ufc 272: covington vs. masvidal,jalin turner vs. jamie mullarkey,.aaaeeeiijjklllmmnnrrrstuuvy
6504,595,Marina Rodriguez vs. Yan Xiaonan,ufc 272: covington vs. masvidal,marina rodriguez vs. yan xiaonan,.aaaaadegiiimnnnnoorrrsuvxyz
6503,595,Nicolae Negumereanu vs. Kennedy Nzechukwu,ufc 272: covington vs. masvidal,nicolae negumereanu vs. kennedy nzechukwu,.aaccdeeeeeeeghikklmnnnnnnorsuuuuvwyz
6502,595,Maryna Moroz vs. Mariya Agapova,ufc 272: covington vs. masvidal,maryna moroz vs. mariya agapova,.aaaaaaagimmmnoooprrrsvvyyz
6501,595,Umar Nurmagomedov vs. Brian Kelleher,ufc 272: covington vs. masvidal,umar nurmagomedov vs. brian kelleher,.aaabdeeeeghikllmmmnnoorrrrsuuvv
6500,595,Tim Elliott vs. Tagir Ulanbekov,ufc 272: covington vs. masvidal,tim elliott vs. tagir ulanbekov,.aabeegiiiklllmnoorsttttuvv
6499,595,Ludovit Klein vs. Devonte Smith,ufc 272: covington vs. masvidal,ludovit klein vs. devonte smith,.ddeeehiiikllmnnoosstttuvvv
6498,595,Dustin Jacoby vs. Michal Oleksiejczuk,ufc 272: covington vs. masvidal,dustin jacoby vs. michal oleksiejczuk,.aabcccdeehiiijjkkllmnoossstuuvyz
6497,594,Islam Makhachev vs. King Green,ufc fight night: makhachev vs. green,islam makhachev vs. king green,.aaaceeegghhiikklmmnnrssvv
